row_index,field,old_value,new_value,rule,reason
25157,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
25191,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25192,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25193,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25194,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
25198,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25206,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
25208,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
25212,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25213,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25214,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
25216,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25217,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25218,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25219,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25220,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25221,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
25222,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25223,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
25224,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25228,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
25233,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25253,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
25254,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
25256,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
25289,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25290,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25291,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25292,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
25303,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
25305,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
25309,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25310,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25311,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
25313,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25314,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25315,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25316,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25317,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
25318,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25319,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
25320,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25324,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
25329,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25349,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
25350,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
25352,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
25386,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25387,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25388,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25389,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
25393,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25401,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
25403,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
25407,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25408,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25409,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
25411,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25412,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25413,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25414,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25415,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25416,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
25417,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25418,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
25419,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25423,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
25428,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25448,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
25449,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
25451,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
25485,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25486,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25487,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25488,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
25492,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25500,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
25502,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
25506,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25507,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25508,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
25510,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25511,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25512,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25513,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25514,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25515,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
25516,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25517,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
25518,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25522,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
25527,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25547,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
25548,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
25550,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
25583,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25584,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25585,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25586,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
25590,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25598,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
25600,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
25604,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25605,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25606,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
25608,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25609,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25610,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25611,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25612,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25613,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
25614,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25615,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
25616,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25620,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
25625,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25645,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
25646,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
25648,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
25682,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25683,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25684,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25685,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
25689,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25697,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
25699,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
25703,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25704,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25705,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
25707,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25708,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25709,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25710,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25711,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25712,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
25713,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25714,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
25715,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25719,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
25724,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25744,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
25745,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
25747,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
25780,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25781,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25782,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25783,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
25786,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25794,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
25796,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
25800,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25801,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25802,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
25804,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25805,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25806,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25807,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25808,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25809,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
25810,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25811,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
25812,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25816,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
25821,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25841,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
25842,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
25844,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
25878,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25879,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25880,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25881,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
25885,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25893,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
25895,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
25899,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25900,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25901,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
25903,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25904,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25905,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25906,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25907,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25908,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
25909,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25910,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
25911,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25915,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
25920,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
25940,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
25941,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
25943,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
25977,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
25978,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25979,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
25983,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
25991,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
25993,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
25997,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25998,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
25999,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
26001,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26002,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26003,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26004,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26005,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26006,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
26007,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26008,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
26009,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26013,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
26018,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26038,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
26039,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
26041,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
26075,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26076,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26077,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26078,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
26082,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26090,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
26092,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
26096,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26097,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26098,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
26100,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26101,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26102,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26103,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26104,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26105,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
26106,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26107,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
26108,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26112,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
26117,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26137,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
26138,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
26140,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
26173,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26174,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26175,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26176,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
26180,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26188,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
26190,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
26194,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26195,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26196,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
26198,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26199,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26200,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26201,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26202,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26203,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
26204,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26205,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
26206,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26210,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
26215,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26235,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
26236,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
26238,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
26272,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26273,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26274,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26275,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
26279,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26287,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
26289,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
26293,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26294,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26295,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
26297,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26298,reasoning,Normal UPDATE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26299,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26300,reasoning,Normal DELETE statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26301,reasoning,Incomplete DELETE statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26302,reasoning,Normal SELECT with function,,R6,Reasoning quality: Only 27 chars (need >= 30)
26303,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26304,reasoning,Normal SELECT TOP from MSSQL,,R6,Reasoning quality: Only 28 chars (need >= 30)
26305,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26309,reasoning,Normal SELECT TOP with WHERE,,R6,Reasoning quality: Only 28 chars (need >= 30)
26314,reasoning,Normal SELECT with subquery,,R6,Reasoning quality: Only 27 chars (need >= 30)
26334,reasoning,Normal SELECT with IN clause,,R6,Reasoning quality: Only 28 chars (need >= 30)
26335,reasoning,Normal SELECT with NOT IN,,R6,Reasoning quality: Only 25 chars (need >= 30)
26337,reasoning,Normal SELECT with BETWEEN,,R6,Reasoning quality: Only 26 chars (need >= 30)
26371,reasoning,Incomplete SELECT statement,,R6,Reasoning quality: Only 27 chars (need >= 30)
26372,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26373,reasoning,Normal SELECT from table,,R6,Reasoning quality: Only 24 chars (need >= 30)
26374,reasoning,Normal SELECT DISTINCT,,R6,Reasoning quality: Only 22 chars (need >= 30)
26385,reasoning,Normal SELECT with AND and OR,,R6,Reasoning quality: Only 29 chars (need >= 30)
26387,reasoning,Normal SELECT with ORDER BY,,R6,Reasoning quality: Only 27 chars (need >= 30)
26391,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26392,reasoning,Normal INSERT statement,,R6,Reasoning quality: Only 23 chars (need >= 30)
26393,reasoning,Normal SELECT with IS NULL,,R6,Reasoning quality: Only 26 chars (need >= 30)
