template,label,original_count,kept,removed
select A N * from A select * from A 3select * from am,0,1,1,0
"-N ) or N = convert ( A, ( select char ( N ) +char ( N ) +char ( N ) +char ( N )",1,1,1,0
select A N * from A select * from A 3select * from environment,0,1,1,0
select A N * from A select * from A 3select * from forgotten,0,1,1,0
select A N * from A select * from A 3select * from impossible,0,1,1,0
select A N * from A select * from A 3select * from like,0,1,1,0
select A N * from A select * from A 3select * from principal,0,1,1,0
select A N * from A select * from A 3select * from relationship,0,1,1,0
select A N * from A select * from A 3select * from scientist,0,1,1,0
select A N * from A select * from A 3select * from statement,0,1,1,0
select A N * from A select * from A 3select * from telephone,0,1,1,0
select A N * from A select * from A 3select * from up,0,1,1,0
select A N * from A select * from A 3select * from wonderful,0,1,1,0
select A N * from A select * from dangerous 3select * from A,0,1,1,0
select A N * from A select * from except 3select * from A,0,1,1,0
select A N * from A select * from like 3select * from A,0,1,1,0
select A N * from A select * from mathematics 3select * from A,0,1,1,0
select A N * from A select * from of 3select * from A,0,1,1,0
select A N * from A select * from ourselves 3select * from A,0,1,1,0
select A N * from A select * from practical 3select * from A,0,1,1,0
select A N * from A select * from substance 3select * from A,0,1,1,0
-N ) or N in ( ( char ( N ) +char ( N ) +char ( N ) +char ( N ) +char ( N ) + ( ,1,1,1,0
-N ) or N in ( ( char ( N ) +char ( N ) +char ( N ) +char ( N ) +char ( N ) + ( ,1,1,1,0
select A N * from A where A = 'STR' select * from create,0,1,1,0
select A N * from A where A = 'STR' select * from education,0,1,1,0
select A N * from A where A = 'STR' select * from explanation,0,1,1,0
select A N * from A where A = 'STR' select * from fireplace,0,1,1,0
select A N * from A where A = 'STR' select * from neighborhood,0,1,1,0
select A N * from A where A = 'STR' select * from opportunity,0,1,1,0
select A N * from A where automobile = 'STR' select * from A,0,1,1,0
select A N * from A where character = 'STR' select * from A,0,1,1,0
select A N * from A where construction = 'STR' select * from A,0,1,1,0
select A N * from A where difficulty = 'STR',0,1,1,0
select A N * from A where especially = 'STR' select * from A,0,1,1,0
select A N * from A where experience = 'STR',0,1,1,0
select A N * from A where expression = 'STR',0,1,1,0
select A N * from A where frequently = 'STR',0,1,1,0
select A N * from A where having = 'STR',0,1,1,0
select A N * from A where individual = 'STR' select * from from,0,1,1,0
select A N * from A where naturally = 'STR',0,1,1,0
select A N * from A where organized = 'STR',0,1,1,0
select A N * from A where president = 'STR' select * from A,0,1,1,0
select A N * from A where religious = 'STR' select * from A,0,1,1,0
select A N * from A where satisfied = 'STR' select * from A,0,1,1,0
select A N * from A where scientist = 'STR' select * from A,0,1,1,0
select A N * from A where somewhere = 'STR',0,1,1,0
select A N * from A where somewhere = 'STR' select * from A,0,1,1,0
select A N * from A where table = 'STR',0,1,1,0
select A N * from A where themselves = 'STR' select * from A,0,1,1,0
select A N * from afternoon select * from A 3select * from A,0,1,1,0
-N ) where N = N or N = ( 'STR'|| ( select case N when N then N else N end from ,1,1,1,0
select A N * from appropriate where A = 'STR' select * from A,0,1,1,0
select A N * from arrangement where A = 'STR' select * from A,0,1,1,0
select A N * from at where A = 'STR' select * from A,0,1,1,0
select A N * from be,0,1,1,0
select A N * from beautiful,0,1,1,0
select A N * from between,0,1,1,0
select A N * from between where A = 'STR' select * from newspaper,0,1,1,0
select A N * from carefully,0,1,1,0
select A N * from certainly,0,1,1,0
select A N * from comfortable,0,1,1,0
select A N * from community where A = 'STR' select * from A,0,1,1,0
select A N * from connected where A = 'STR',0,1,1,0
select A N * from consonant where A = 'STR' select * from A,0,1,1,0
select A N * from constantly select * from outer 3select * from A,0,1,1,0
select A N * from customers where A = 'STR';,0,1,1,0
select A N * from customers;,0,1,1,0
select A N * from customers; select * from customerslimit N;select * from custom,0,1,1,0
select A N * from customerswhere A = 'STR';,0,1,1,0
select A N * from customerswhere A = 'STR'; select * from customers,0,1,1,0
select A N * from determine,0,1,1,0
select A N * from difficulty select * from A 3select * from A,0,1,1,0
select A N * from direction select * from A 3select * from A,0,1,1,0
select A N * from disappear,0,1,1,0
select A N * from discovery,0,1,1,0
select A N * from education,0,1,1,0
select A N * from equipment,0,1,1,0
select A N * from equipment where A = 'STR' select * from particular,0,1,1,0
select A N * from everybody select * from A 3select * from A,0,1,1,0
select A N * from fireplace where A = 'STR' select * from A,0,1,1,0
select A N * from forgotten where A = 'STR' select * from A,0,1,1,0
select A N * from including select * from A 3select * from A,0,1,1,0
select A N * from individual,0,1,1,0
select A N * from influence where A = 'STR' select * from A,0,1,1,0
select A N * from on,0,1,1,0
select A N * from opportunity,0,1,1,0
select A N * from opportunity where A = 'STR',0,1,1,0
select A N * from organized,0,1,1,0
select A N * from particular where A = 'STR',0,1,1,0
select A N * from particular where except = 'STR' select * from A,0,1,1,0
select A N * from perfectly,0,1,1,0
select A N * from president where A = 'STR' select * from A,0,1,1,0
select A N * from principal where A = 'STR',0,1,1,0
select A N * from production where A = 'STR' select * from A,0,1,1,0
select A N * from religious where A = 'STR' select * from A,0,1,1,0
select A N * from select where A = 'STR' select * from A,0,1,1,0
select A N * from sleep select * from A 3select * from A,0,1,1,0
select A N * from sleep where A = 'STR' select * from A,0,1,1,0
select A N * from something select * from A 3select * from A,0,1,1,0
select A N * from structure where A = 'STR',0,1,1,0
select A N * from temperature select * from A 3select * from A,0,1,1,0
select A N * from themselves where principal = 'STR' select * from A,0,1,1,0
select A N * from therefore,0,1,1,0
select A N * from to select * from A 3select * from A,0,1,1,0
select A N * from underline select * from in 3select * from A,0,1,1,0
select A N * from whispered where A = 'STR' select * from A,0,1,1,0
-N ) where N = N or N = ( select upper ( A ( chr ( N ) ||chr ( N ) ||chr ( N ) |,1,1,1,0
"-N ) where N = N or N = A.A.sn ( N, ( chr ( N ) ||chr ( N ) ||chr ( N ) ||chr ( ",1,1,1,0
select A N A * from A select * from A A A N A A onlyselect A N * from definition,0,1,1,0
select A N A * from A select * from A A A N A A onlyselect A N * from difficult,0,1,1,0
select A N A * from A select * from A A A N A A onlyselect A N * from recognize,0,1,1,0
select A N A * from A select * from A A A N A A onlyselect A N * from sleep,0,1,1,0
select A N A * from A select * from A A A N A A onlyselect A N * from view,0,1,1,0
select A N A * from A select * from announced A A N A A onlyselect A N * from A,0,1,1,0
select A N A * from A select * from except A A N A A onlyselect A N * from A,0,1,1,0
select A N A * from A select * from particular A A N A A onlyselect A N * from A,0,1,1,0
select A N A * from A select * from recognize A A N A A onlyselect A N * from A,0,1,1,0
select A N A * from A select * from yesterday A A N A A onlyselect A N * from A,0,1,1,0
select A N A * from according select * from A A A N A A onlyselect A N * from A,0,1,1,0
select A N A * from am,0,1,1,0
select A N A * from combination,0,1,1,0
select A N A * from conversation,0,1,1,0
select A N A * from customers;,0,1,1,0
select A N A * from customers; select * from customersfetch A N A A A;select A N,0,1,1,0
select A N A * from definition select * from A A A N A A onlyselect A N * from A,0,1,1,0
select A N A * from difficult,0,1,1,0
select A N A * from discovery select * from A A A N A A onlyselect A N * from A,0,1,1,0
select A N A * from eventually,0,1,1,0
select A N A * from floor select * from A A A N A A onlyselect A N * from A,0,1,1,0
select A N A * from furniture select * from A A A N A A onlyselect A N * from th,0,1,1,0
select A N A * from influence,0,1,1,0
select A N A * from information,0,1,1,0
select A N A * from instrument select * from A A A N A A onlyselect A N * from A,0,1,1,0
select A N A * from left,0,1,1,0
select A N A * from manufacturing,0,1,1,0
select A N A * from necessary,0,1,1,0
select A N A * from no,0,1,1,0
select A N A * from no select * from A A A N A A onlyselect A N * from A,0,1,1,0
select A N A * from particularly,0,1,1,0
select A N A * from recognize,0,1,1,0
select A N A * from remarkable select * from A A A N A A onlyselect A N * from A,0,1,1,0
select A N A * from something,0,1,1,0
select A N A * from somewhere,0,1,1,0
select A N A * from substance select * from A A A N A A onlyselect A N * from A,0,1,1,0
select A N A * from temperature,0,1,1,0
select A N A * from to select * from A A A N A A onlyselect A N * from surrounde,0,1,1,0
select A N A * from yesterday,0,1,1,0
select A announced from A,0,1,1,0
-N ) where N = N or N = cast ( ( chr ( N ) ||chr ( N ) ||chr ( N ) ||chr ( N ) |,1,1,1,0
"select A as A, A as [A] from at",0,1,1,0
"select A as A, A as [A] from attention",0,1,1,0
"select A as A, A as [A] from automobile",0,1,1,0
"select A as A, A as [A] from breakfast",0,1,1,0
"select A as A, A as [A] from character",0,1,1,0
"select A as A, A as [A] from continued",0,1,1,0
"select A as A, A as [A] from determine",0,1,1,0
"select A as A, A as [A] from especially",0,1,1,0
"select A as A, A as [A] from fireplace",0,1,1,0
"select A as A, A as [A] from naturally",0,1,1,0
"select A as A, A as [A] from something",0,1,1,0
"select A as A, A as [A] from television",0,1,1,0
"select A as A, A as [A] from yesterday",0,1,1,0
"select A as A, A as [automobile] from throughout",0,1,1,0
"select A as A, A as [breakfast] from A",0,1,1,0
"select A as A, A as [knowledge] from A",0,1,1,0
"select A as A, A as [like] from A",0,1,1,0
"select A as A, A as [particular] from A",0,1,1,0
"select A as A, A as [recognize] from A",0,1,1,0
"select A as A, A as [to] from A",0,1,1,0
"select A as A, arrangement as [A] from A",0,1,1,0
"select A as A, automobile as [A] from A",0,1,1,0
"select A as A, composition as [situation] from A",0,1,1,0
"select A as A, connected as [A] from A",0,1,1,0
"select A as A, construction as [A] from A",0,1,1,0
"select A as A, floor as [A] from A",0,1,1,0
"select A as A, having as [A] from A",0,1,1,0
"select A as A, like as [A] from A",0,1,1,0
"select A as A, production as [A] from A",0,1,1,0
"select A as available, A as [A] from vegetable",0,1,1,0
"select A as be, A as [A] from on",0,1,1,0
"select A as character, A as [A] from A",0,1,1,0
"select A as else, A as [A] from A",0,1,1,0
"select A as essential, A as [A] from A",0,1,1,0
"-N ) where N = N or N = convert ( A, ( select char ( N ) +char ( N ) +char ( N )",1,1,1,0
"select A as id, A as A from automobile",0,1,1,0
-N ) where N = N or N = utl_inaddr.get_host_address ( chr ( N ) ||chr ( N ) ||ch,1,1,1,0
"select A as id, A as A from concerned",0,1,1,0
"select A as id, A as A from everything",0,1,1,0
"select A as id, A as A from generally",0,1,1,0
"select A as id, A as A from order",0,1,1,0
"select A as id, A as A from scientific",0,1,1,0
"select A as id, A as A from something",0,1,1,0
"select A as id, A as A from statement",0,1,1,0
"-N ) where N = N or N group by concat ( HEX, ( select ( case when ( N = N ) then",1,1,1,0
"select A as id, A as beautiful from A",0,1,1,0
"select A as id, A as classroom from A",0,1,1,0
"select A as id, A as connected from up",0,1,1,0
"select A as id, A as dangerous from A",0,1,1,0
"select A as id, A as experience from A",0,1,1,0
"select A as id, A as he from A",0,1,1,0
"select A as id, A as if from A",0,1,1,0
"select A as id, A as importance from A",0,1,1,0
"select A as id, A as influence from A",0,1,1,0
"select A as id, A as me from A",0,1,1,0
"select A as id, A as represent from A",0,1,1,0
"select A as id, A as select from A",0,1,1,0
"select A as id, A as view from information",0,1,1,0
"select A as id, A as yesterday from A",0,1,1,0
-N ) where N = N or N in ( ( char ( N ) +char ( N ) +char ( N ) +char ( N ) +cha,1,1,1,0
"select A as id, appearance as A from A",0,1,1,0
-N ) where N = N order by N#,1,1,1,0
"select A as id, classroom as A from A",0,1,1,0
"select A as id, constantly as A from A",0,1,1,0
"select A as id, determine as A from A",0,1,1,0
"select A as id, discovery as A from A",0,1,1,0
"select A as id, drop as A from A",0,1,1,0
"select A as id, education as A from A",0,1,1,0
"select A as id, having as A from A",0,1,1,0
"select A as id, immediately as A from A",0,1,1,0
"select A as id, influence as A from A",0,1,1,0
"select A as id, it as A from A",0,1,1,0
"select A as id, manufacturing as A from A",0,1,1,0
"select A as id, me as A from A",0,1,1,0
"select A as id, my as principle from A",0,1,1,0
"select A as id, mysterious as A from opportunity",0,1,1,0
"select A as id, particularly as A from A",0,1,1,0
"select A as id, president as A from A",0,1,1,0
"select A as id, principle as A from A",0,1,1,0
"select A as id, repeat as A from A",0,1,1,0
-N ) where N = N order by N--,1,1,1,0
"select A as id, situation as A from A",0,1,1,0
"select A as id, statement as A from A",0,1,1,0
"select A as id, table as A from A",0,1,1,0
"select A as id, understanding as discussion from A",0,1,1,0
"select A as id, upper as yesterday from A",0,1,1,0
"select A as id, where as apartment from A",0,1,1,0
"select A as impossible, A as [A] from breakfast",0,1,1,0
"select A as right, A as [A] from A",0,1,1,0
"select A as scientist, A as [A] from A",0,1,1,0
"select A column1 , column2, ... from table_name ;",0,1,1,0
select A consonant from A,0,1,1,0
select A dangerous from A,0,1,1,0
select A everything from A,0,1,1,0
-N ) where N = N union all select N#,1,1,1,0
"-N ) where N = N union all select N,N#",1,1,1,0
select A from A union all select A from A order by create,0,1,1,0
select A from A union all select A from A order by furniture,0,1,1,0
select A from A union all select A from A order by it,0,1,1,0
select A from A union all select A from A order by naturally,0,1,1,0
select A from A union all select A from A order by organized,0,1,1,0
select A from A union all select A from A order by yesterday,0,1,1,0
select A from A union all select A from combination order by A,0,1,1,0
select A from A union all select A from composition order by A,0,1,1,0
select A from A union all select A from everybody order by A,0,1,1,0
select A from A union all select A from immediately order by A,0,1,1,0
select A from A union all select A from like order by A,0,1,1,0
select A from A union all select A from of order by A,0,1,1,0
select A from A union all select A from opportunity order by A,0,1,1,0
select A from A union all select A from principle order by A,0,1,1,0
select A from A union all select A from satisfied order by A,0,1,1,0
select A from A union all select A from sum order by A,0,1,1,0
select A from A union all select combination from A order by A,0,1,1,0
select A from A union all select connected from A order by A,0,1,1,0
select A from A union all select difficulty from A order by A,0,1,1,0
select A from A union all select if from independent order by A,0,1,1,0
select A from A union all select impossible from A order by announced,0,1,1,0
select A from A union all select naturally from A order by A,0,1,1,0
select A from A union all select president from A order by A,0,1,1,0
select A from A union all select principle from A order by A,0,1,1,0
select A from A union all select view from A order by A,0,1,1,0
select A from A union all select wonderful from opportunity order by A,0,1,1,0
"-N ) where N = N union all select N,N,N#",1,1,1,0
select A from A union select A from A order by character,0,1,1,0
select A from A union select A from A order by independent,0,1,1,0
select A from A union select A from A order by machinery,0,1,1,0
select A from A union select A from A order by naturally,0,1,1,0
select A from A union select A from A order by principal,0,1,1,0
select A from A union select A from A order by represent,0,1,1,0
select A from A union select A from available order by A,0,1,1,0
select A from A union select A from breathing order by A,0,1,1,0
select A from A union select A from concerned order by A,0,1,1,0
select A from A union select A from drop order by A,0,1,1,0
select A from A union select A from essential order by A,0,1,1,0
select A from A union select A from excellent order by A,0,1,1,0
select A from A union select A from except order by A,0,1,1,0
select A from A union select A from floor order by A,0,1,1,0
select A from A union select A from including order by A,0,1,1,0
select A from A union select A from length order by environment,0,1,1,0
select A from A union select A from necessary order by A,0,1,1,0
select A from A union select adjective from A order by A,0,1,1,0
select A from A union select breakfast from A order by A,0,1,1,0
select A from A union select composition from A order by A,0,1,1,0
select A from A union select education from A order by A,0,1,1,0
select A from A union select environment from A order by frequently,0,1,1,0
select A from A union select equipment from A order by A,0,1,1,0
select A from A union select grandmother from A order by A,0,1,1,0
select A from A union select independent from A order by furniture,0,1,1,0
select A from A union select instrument from A order by A,0,1,1,0
select A from A union select repeat from A order by A,0,1,1,0
select A from A union select selection from A order by A,0,1,1,0
"-N ) where N = N union all select N,N,N,N#",1,1,1,0
select A from atmosphere union all select A from A order by A,0,1,1,0
select A from customers union,0,1,1,0
select A from customers union all,0,1,1,0
select A from customers;,0,1,1,0
select A from customersunion allselect A from suppliers order by A;,0,1,1,0
select A from customersunionselect A from suppliersorder by A;,0,1,1,0
select A from difficult union all select A from A order by A,0,1,1,0
select A from equipment union all select A from A order by A,0,1,1,0
select A from equipment union select A from A order by A,0,1,1,0
select A from exclaimed union all select A from A order by A,0,1,1,0
select A from field union all select A from A order by A,0,1,1,0
select A from go,0,1,1,0
select A from important,0,1,1,0
select A from independent union select A from A order by A,0,1,1,0
select A from instrument union all select A from A order by A,0,1,1,0
select A from length,0,1,1,0
select A from necessary union all select A from A order by A,0,1,1,0
select A from newspaper union all select A from A order by substance,0,1,1,0
select A from of,0,1,1,0
select A from order union select A from A order by A,0,1,1,0
select A from particles,0,1,1,0
select A from particularly union all select A from A order by A,0,1,1,0
select A from repeat union select A from A order by A,0,1,1,0
select A from suppliers order by A;,0,1,1,0
select A from syscolumns where id = ( select id from sysobjects where A = tablen,1,1,1,0
select A from to,0,1,1,0
select A from when,0,1,1,0
select A from where union all select A from A order by A,0,1,1,0
select A from where union all select situation from A order by A,0,1,1,0
select A from wp_sm_sync,0,1,1,0
select A if from A,0,1,1,0
select A impossible from breathing,0,1,1,0
select A instrument from A,0,1,1,0
select A occasionally from A,0,1,1,0
"-N ) where N = N union all select N,N,N,N,N#",1,1,1,0
select A statement from A,0,1,1,0
select A wonderful from A,0,1,1,0
"select A, A from customers where A = 'STR' union",0,1,1,0
"select A, A from customers where A = 'STR' union all",0,1,1,0
"select A, A from customerswhere A = 'STR'union all select A, A from suppliers",0,1,1,0
"select A, A from customerswhere A = 'STR'union select A, A from suppliers",0,1,1,0
"select A, A from suppliers where A = 'STR' order by A;",0,1,1,0
"select A, A from supplierswhere A = 'STR'order by A; select 'STR' as A, contactn",0,1,1,0
"select A, A from supplierswhere A = 'STR'order by A; select A, A from customers",0,1,1,0
"-N ) where N = N union all select N,N,N,N,N,N#",1,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + A as A from breathing",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + A as A from everything",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + A as A from exclaimed",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + A as A from experiment",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + A as A from industrial",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + A as A from organized",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + A as A from right",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + A as adventure from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + A as create from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + A as dangerous from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + A as disappear from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + A as length from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + A as outer from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + A as union from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + character as A from importance",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + comfortable as A from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + continued as A from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + drop as A from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + or as A from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + A+ 'STR' + particles as A from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + create+ 'STR' + A as A from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + direction+ 'STR' + A as A from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + information+ 'STR' + A as A from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + machinery+ 'STR' + floor as A from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + necessary+ 'STR' + A as A from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + ourselves+ 'STR' + A as A from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + repeat+ 'STR' + A as A from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + temperature+ 'STR' + A as A from A",0,1,1,0
"select A, A+ 'STR' + A+ 'STR' + upper+ 'STR' + A as A from A",0,1,1,0
"select A, A+ 'STR' + comfortable+ 'STR' + A+ 'STR' + A as A from A",0,1,1,0
"select A, A+ 'STR' + difficulty+ 'STR' + A+ 'STR' + A as A from A",0,1,1,0
"select A, A+ 'STR' + go+ 'STR' + A+ 'STR' + A as A from A",0,1,1,0
"select A, A+ 'STR' + immediately+ 'STR' + A+ 'STR' + A as A from A",0,1,1,0
"select A, A+ 'STR' + occasionally+ 'STR' + A+ 'STR' + A as A from A",0,1,1,0
"select A, A+ 'STR' + or+ 'STR' + A+ 'STR' + A as A from A",0,1,1,0
"select A, A+ 'STR' + political+ 'STR' + A+ 'STR' + A as A from A",0,1,1,0
"select A, A+ 'STR' + practical+ 'STR' + A+ 'STR' + A as correctly from go",0,1,1,0
"-N ) where N = N union all select N,N,N,N,N,N,N#",1,1,1,0
"select A, A, A A where adjective is not null",0,1,1,0
"select A, A, A A where drop is not null",0,1,1,0
"select A, A, A A where from is not null",0,1,1,0
"select A, A, A A where go is not null",0,1,1,0
"select A, A, A A where mathematics is not null",0,1,1,0
"select A, A, A composition where A is not null",0,1,1,0
"-N ) where N = N union all select N,N,N,N,N,N,N,N#",1,1,1,0
"select A, A, A from A where am is null",0,1,1,0
"select A, A, A from A where do is null",0,1,1,0
"select A, A, A from A where field is null",0,1,1,0
"select A, A, A from A where information is null",0,1,1,0
"select A, A, A from A where organization is null",0,1,1,0
"select A, A, A from A where president is null",0,1,1,0
"select A, A, A from A where scientist is null",0,1,1,0
"select A, A, A from A where where is null",0,1,1,0
"-N ) where N = N union all select N,N,N,N,N,N,N,N,N#",1,1,1,0
"-N ) where N = N union all select N,N,N,N,N,N,N,N,N,N#",1,1,1,0
"select A, A, A from cast where A is null",0,1,1,0
"select A, A, A from community where A is null",0,1,1,0
"select A, A, A from dangerous where A is null",0,1,1,0
"select A, A, A from impossible where A is null",0,1,1,0
"select A, A, A from particular where upper is null",0,1,1,0
"select A, A, A from view where A is null",0,1,1,0
"select A, A, A from where A is not null",0,1,1,0
"select A, A, adventure from A where different is null",0,1,1,0
"select A, A, afternoonfrom A where A is not null",0,1,1,0
"select A, A, announced from A where A is null",0,1,1,0
"select A, A, atmospherefrom A where A is not null",0,1,1,0
"select A, A, automobilefrom no where A is not null",0,1,1,0
"select A, A, balloonfrom A where A is not null",0,1,1,0
"select A, A, becomingfrom A where A is not null",0,1,1,0
"select A, A, behaviorfrom religious where table is not null",0,1,1,0
"select A, A, biggerfrom A where A is not null",0,1,1,0
"select A, A, breakfast from A where A is null",0,1,1,0
"select A, A, broadfrom A where A is not null",0,1,1,0
"select A, A, brownfrom A where A is not null",0,1,1,0
"select A, A, builtfrom A where A is not null",0,1,1,0
"select A, A, carefully from difficulty where wonderful is null",0,1,1,0
"select A, A, case from A where A is null",0,1,1,0
"select A, A, case when A > N then ""A A is A A N"" when A = N then ""A A is N"" else",0,1,1,0
"select A, A, case when A > N then 'STR' when A = N then 'STR' else 'STR' end as ",0,1,1,0
"select A, A, chainfrom if where A is not null",0,1,1,0
"select A, A, classroom from A where A is null",0,1,1,0
"select A, A, condition from A where A is null",0,1,1,0
"select A, A, dailyfrom A where A is not null",0,1,1,0
"select A, A, directlyfrom A where A is not null",0,1,1,0
"select A, A, discovery from A where A is null",0,1,1,0
"select A, A, discussfrom A where A is not null",0,1,1,0
"select A, A, drivingfrom A where A is not null",0,1,1,0
"select A, A, entirefrom A where A is not null",0,1,1,0
"select A, A, environment from A where A is null",0,1,1,0
"select A, A, expressfrom A where A is not null",0,1,1,0
"select A, A, finishfrom A where A is not null",0,1,1,0
"select A, A, forestfrom A where apartment is not null",0,1,1,0
"select A, A, frequentlyfrom A where A is not null",0,1,1,0
"select A, A, furniture from A where A is null",0,1,1,0
"select A, A, grandmotherfrom A where A is not null",0,1,1,0
"select A, A, groundfrom A where A is not null",0,1,1,0
"select A, A, happilyfrom A where A is not null",0,1,1,0
"select A, A, if ( A>N, ""A"", ""A"" ) from orderdetails;",0,1,1,0
"select A, A, importancefrom A where statement is not null",0,1,1,0
"select A, A, insidefrom A where A is not null",0,1,1,0
"select A, A, lovelyfrom A where A is not null",0,1,1,0
"select A, A, memberfrom naturally where up is not null",0,1,1,0
"select A, A, moneyfrom A where A is not null",0,1,1,0
"select A, A, neededfrom A where A is not null",0,1,1,0
"select A, A, not from A where A is null",0,1,1,0
"select A, A, occasionally from A where A is null",0,1,1,0
"select A, A, orderfrom A where A is not null",0,1,1,0
"select A, A, passwordfrom A where A = N or N = N;",0,1,1,0
"select A, A, presentfrom A where A is not null",0,1,1,0
"select A, A, principlefrom A where A is not null",0,1,1,0
"select A, A, problemfrom A where A is not null",0,1,1,0
"select A, A, protection from A where A is null",0,1,1,0
"select A, A, ratherfrom A where A is not null",0,1,1,0
"select A, A, reasonfrom A where A is not null",0,1,1,0
"select A, A, relationship from A where A is null",0,1,1,0
"select A, A, remarkable from A where A is null",0,1,1,0
"select A, A, researchfrom A where A is not null",0,1,1,0
"select A, A, scientificfrom A where A is not null",0,1,1,0
"select A, A, scientist from A where exclaimed is null",0,1,1,0
"select A, A, screenfrom A where into is not null",0,1,1,0
"select A, A, shownfrom A where A is not null",0,1,1,0
"select A, A, sidesfrom breathing where A is not null",0,1,1,0
"select A, A, simplyfrom A where A is not null",0,1,1,0
"select A, A, soldierfrom A where A is not null",0,1,1,0
"select A, A, solidfrom A where A is not null",0,1,1,0
"select A, A, stillfrom yesterday where A is not null",0,1,1,0
"select A, A, stovefrom A where A is not null",0,1,1,0
"select A, A, successfrom A where independent is not null",0,1,1,0
"select A, A, sweetfrom A where A is not null",0,1,1,0
"select A, A, tastefrom A where A is not null",0,1,1,0
"select A, A, teethfrom vegetable where A is not null",0,1,1,0
"select A, A, telephonefrom A where A is not null",0,1,1,0
"select A, A, universefrom A where A is not null",0,1,1,0
"select A, A, voyagefrom A where A is not null",0,1,1,0
"select A, A, watchfrom A where A is not null",0,1,1,0
"select A, A, where from A where A is null",0,1,1,0
"select A, A, wherefrom A where as is not null",0,1,1,0
"select A, A, whetherfrom A where A is not null",0,1,1,0
"select A, A, youngfrom A where A is not null",0,1,1,0
"select A, additional, A from A where order is null",0,1,1,0
"select A, carefully, A from A where A is null",0,1,1,0
"select A, continued, futurefrom apartment where A is not null",0,1,1,0
"select A, create, seldomfrom A where A is not null",0,1,1,0
"select A, desertfrom by",0,1,1,0
"select A, difference+ 'STR' + A+ 'STR' + A+ 'STR' + A as A from A",0,1,1,0
"select A, difficulty, teethfrom A where A is not null",0,1,1,0
"select A, direction, A from A where president is null",0,1,1,0
"select A, end+ 'STR' + difficult+ 'STR' + everybody+ 'STR' + A as A from A",0,1,1,0
"select A, excitement, A A where A is not null",0,1,1,0
"select A, exclaimed, occurfrom A where A is not null",0,1,1,0
"select A, fireplace, imaginefrom A where A is not null",0,1,1,0
"select A, from, A from A where A is null",0,1,1,0
"select A, grandmother+ 'STR' + A+ 'STR' + A+ 'STR' + A as A from A",0,1,1,0
"select A, like+ 'STR' + represent+ 'STR' + A+ 'STR' + A as A from A",0,1,1,0
"select A, necessary, A from A where A is null",0,1,1,0
"select A, no, previousfrom A where A is not null",0,1,1,0
"select A, on+ 'STR' + A+ 'STR' + A+ 'STR' + A as A from A",0,1,1,0
"select A, operation+ 'STR' + A+ 'STR' + A+ 'STR' + A as A from development",0,1,1,0
"select A, order, A A where A is not null",0,1,1,0
"select A, organized+ 'STR' + A+ 'STR' + A+ 'STR' + A as count from A",0,1,1,0
"select A, paragraph+ 'STR' + A+ 'STR' + A+ 'STR' + A as A from A",0,1,1,0
"select A, president+ 'STR' + A+ 'STR' + A+ 'STR' + A as A from A",0,1,1,0
"select A, replace, A from A where A is null",0,1,1,0
"select A, situation, A from A where A is null",0,1,1,0
"select A, somewhere, A from A where on is null",0,1,1,0
"select A, statement+ 'STR' + A+ 'STR' + A+ 'STR' + A as A from A",0,1,1,0
"select A, surrounded, snakefrom development where A is not null",0,1,1,0
"select A, to, A A where A is not null",0,1,1,0
