sample_id,text,payload_raw,prefix,ruleset_id,root_id,structure_cell_id,module_id,y_level,semantic_family,ruleset_family,skeleton_reference,required_tokens,slot_schema_id,source_split,source_view,raw_payload_hash,postgres_runtime_valid,semantic_behavior_valid,usable_for_mle,usable_for_reward_positive,training_role,minimal_seed_reason,schema_version
Y1_R094_C01_S05,"<RULE=RS_Y1_R094_C01><CELL=PG_BOOL_R094_C01><FAMILY=full_text_predicate> querytree(plainto_tsquery('english', 'alpha0')) <> 'alpha0'","querytree(plainto_tsquery('english', 'alpha0')) <> 'alpha0'",<RULE=RS_Y1_R094_C01><CELL=PG_BOOL_R094_C01><FAMILY=full_text_predicate>,RS_Y1_R094_C01,PG_BOOL_R094,PG_BOOL_R094_C01,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR",<|<>|>,SLOT_Y1_R094_C01,train,accepted_static_v4_1,sha256:c04370c370c980c4ae68b90d33a3b5de092e9072e88b4437a36794823d01f7c5,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C01_S06,"<RULE=RS_Y1_R094_C01><CELL=PG_BOOL_R094_C01><FAMILY=full_text_predicate> querytree(plainto_tsquery('english', 'beta1')) <> 'beta1'","querytree(plainto_tsquery('english', 'beta1')) <> 'beta1'",<RULE=RS_Y1_R094_C01><CELL=PG_BOOL_R094_C01><FAMILY=full_text_predicate>,RS_Y1_R094_C01,PG_BOOL_R094,PG_BOOL_R094_C01,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR",<|<>|>,SLOT_Y1_R094_C01,train,accepted_static_v4_1,sha256:9701b7ff672fc695c56ec58f811b8114b96eec29ac36cdc4a0ada948eb53d5d1,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C02_S01,"<RULE=RS_Y1_R094_C02><CELL=PG_BOOL_R094_C02><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'audit5')) <> '')","(querytree(plainto_tsquery('english', 'audit5')) <> '')",<RULE=RS_Y1_R094_C02><CELL=PG_BOOL_R094_C02><FAMILY=full_text_predicate>,RS_Y1_R094_C02,PG_BOOL_R094,PG_BOOL_R094_C02,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR)",<|<>|>,SLOT_Y1_R094_C02,test,accepted_static_v4_1,sha256:a64a30615220f6267b7c65125936e176bc4bf9b015275b4ec609cc221d304469,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C02_S02,"<RULE=RS_Y1_R094_C02><CELL=PG_BOOL_R094_C02><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'trace6')) <> '')","(querytree(plainto_tsquery('english', 'trace6')) <> '')",<RULE=RS_Y1_R094_C02><CELL=PG_BOOL_R094_C02><FAMILY=full_text_predicate>,RS_Y1_R094_C02,PG_BOOL_R094,PG_BOOL_R094_C02,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR)",<|<>|>,SLOT_Y1_R094_C02,train,accepted_static_v4_1,sha256:2e8f1af1226fd35b7328c1dcf24fdd42c967e22a1506a16e496d33eef80588fc,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C02_S03,"<RULE=RS_Y1_R094_C02><CELL=PG_BOOL_R094_C02><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'signal7')) <> '')","(querytree(plainto_tsquery('english', 'signal7')) <> '')",<RULE=RS_Y1_R094_C02><CELL=PG_BOOL_R094_C02><FAMILY=full_text_predicate>,RS_Y1_R094_C02,PG_BOOL_R094,PG_BOOL_R094_C02,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR)",<|<>|>,SLOT_Y1_R094_C02,train,accepted_static_v4_1,sha256:71bc728203995e9320afdfa6ee4d766c42453ee3e0144b255f3d624d46943937,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C02_S04,"<RULE=RS_Y1_R094_C02><CELL=PG_BOOL_R094_C02><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'alpha8')) <> 'alpha8')","(querytree(plainto_tsquery('english', 'alpha8')) <> 'alpha8')",<RULE=RS_Y1_R094_C02><CELL=PG_BOOL_R094_C02><FAMILY=full_text_predicate>,RS_Y1_R094_C02,PG_BOOL_R094,PG_BOOL_R094_C02,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR)",<|<>|>,SLOT_Y1_R094_C02,train,accepted_static_v4_1,sha256:70d6863bfecbfc6492882d3fcd6062b9a8917bc2d5ddd3097c45238141c8b5e9,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C02_S05,"<RULE=RS_Y1_R094_C02><CELL=PG_BOOL_R094_C02><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'beta0')) <> 'beta0')","(querytree(plainto_tsquery('english', 'beta0')) <> 'beta0')",<RULE=RS_Y1_R094_C02><CELL=PG_BOOL_R094_C02><FAMILY=full_text_predicate>,RS_Y1_R094_C02,PG_BOOL_R094,PG_BOOL_R094_C02,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR)",<|<>|>,SLOT_Y1_R094_C02,train,accepted_static_v4_1,sha256:e3dbc7ffae6c9709a5492472dd54e518dd49abf76ebce8a74d94d3e88983cd29,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C02_S06,"<RULE=RS_Y1_R094_C02><CELL=PG_BOOL_R094_C02><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'gamma1')) <> 'gamma1')","(querytree(plainto_tsquery('english', 'gamma1')) <> 'gamma1')",<RULE=RS_Y1_R094_C02><CELL=PG_BOOL_R094_C02><FAMILY=full_text_predicate>,RS_Y1_R094_C02,PG_BOOL_R094,PG_BOOL_R094_C02,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR)",<|<>|>,SLOT_Y1_R094_C02,train,accepted_static_v4_1,sha256:1691c0b04772e350605bbf0e755179b54babc8eeaaf93ec091ebeb50af3a4ad0,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C03_S01,"<RULE=RS_Y1_R094_C03><CELL=PG_BOOL_R094_C03><FAMILY=full_text_predicate> NOT (querytree(plainto_tsquery('english', 'trace5')) <> 'trace5')","NOT (querytree(plainto_tsquery('english', 'trace5')) <> 'trace5')",<RULE=RS_Y1_R094_C03><CELL=PG_BOOL_R094_C03><FAMILY=full_text_predicate>,RS_Y1_R094_C03,PG_BOOL_R094,PG_BOOL_R094_C03,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"NOT (QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR)",<|<>|>|NOT,SLOT_Y1_R094_C03,train,accepted_static_v4_1,sha256:c37399c4be6d8a9381ec7e440a9c8f85526bcce72331f259d01a8cb4ca21dbcc,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C03_S02,"<RULE=RS_Y1_R094_C03><CELL=PG_BOOL_R094_C03><FAMILY=full_text_predicate> NOT (querytree(plainto_tsquery('english', 'signal6')) <> 'signal6')","NOT (querytree(plainto_tsquery('english', 'signal6')) <> 'signal6')",<RULE=RS_Y1_R094_C03><CELL=PG_BOOL_R094_C03><FAMILY=full_text_predicate>,RS_Y1_R094_C03,PG_BOOL_R094,PG_BOOL_R094_C03,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"NOT (QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR)",<|<>|>|NOT,SLOT_Y1_R094_C03,dev,accepted_static_v4_1,sha256:0e7fe9984c0ce24ecbe0d4ca64afb5482a865c3299a6900446d3ede51531f7ba,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C03_S03,"<RULE=RS_Y1_R094_C03><CELL=PG_BOOL_R094_C03><FAMILY=full_text_predicate> NOT (querytree(plainto_tsquery('english', 'alpha7')) <> 'alpha7')","NOT (querytree(plainto_tsquery('english', 'alpha7')) <> 'alpha7')",<RULE=RS_Y1_R094_C03><CELL=PG_BOOL_R094_C03><FAMILY=full_text_predicate>,RS_Y1_R094_C03,PG_BOOL_R094,PG_BOOL_R094_C03,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"NOT (QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR)",<|<>|>|NOT,SLOT_Y1_R094_C03,train,accepted_static_v4_1,sha256:929d37f930afa33b195037ea6a7e776efc0d016d54198546daa1136473a651a7,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C03_S04,"<RULE=RS_Y1_R094_C03><CELL=PG_BOOL_R094_C03><FAMILY=full_text_predicate> NOT (querytree(plainto_tsquery('english', 'beta8')) <> '')","NOT (querytree(plainto_tsquery('english', 'beta8')) <> '')",<RULE=RS_Y1_R094_C03><CELL=PG_BOOL_R094_C03><FAMILY=full_text_predicate>,RS_Y1_R094_C03,PG_BOOL_R094,PG_BOOL_R094_C03,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"NOT (QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR)",<|<>|>|NOT,SLOT_Y1_R094_C03,train,accepted_static_v4_1,sha256:897ad928a8c8e389b923e2d8138336da81555e58a5125d90694e51f2c049fba0,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C03_S05,"<RULE=RS_Y1_R094_C03><CELL=PG_BOOL_R094_C03><FAMILY=full_text_predicate> NOT (querytree(plainto_tsquery('english', 'gamma0')) <> '')","NOT (querytree(plainto_tsquery('english', 'gamma0')) <> '')",<RULE=RS_Y1_R094_C03><CELL=PG_BOOL_R094_C03><FAMILY=full_text_predicate>,RS_Y1_R094_C03,PG_BOOL_R094,PG_BOOL_R094_C03,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"NOT (QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR)",<|<>|>|NOT,SLOT_Y1_R094_C03,train,accepted_static_v4_1,sha256:5e6a6ea0970042d27596d6bb6d93df83d362044f8d35769dbfc3192f153145a7,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C03_S06,"<RULE=RS_Y1_R094_C03><CELL=PG_BOOL_R094_C03><FAMILY=full_text_predicate> NOT (querytree(plainto_tsquery('english', 'delta1')) <> '')","NOT (querytree(plainto_tsquery('english', 'delta1')) <> '')",<RULE=RS_Y1_R094_C03><CELL=PG_BOOL_R094_C03><FAMILY=full_text_predicate>,RS_Y1_R094_C03,PG_BOOL_R094,PG_BOOL_R094_C03,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"NOT (QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR)",<|<>|>|NOT,SLOT_Y1_R094_C03,train,accepted_static_v4_1,sha256:27e08514bfce3f0a41ab93f194d616be90bf0bf28b68c4d14d02d73f8a2c2fb5,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C04_S01,"<RULE=RS_Y1_R094_C04><CELL=PG_BOOL_R094_C04><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'signal5')) <> '') IS TRUE","(querytree(plainto_tsquery('english', 'signal5')) <> '') IS TRUE",<RULE=RS_Y1_R094_C04><CELL=PG_BOOL_R094_C04><FAMILY=full_text_predicate>,RS_Y1_R094_C04,PG_BOOL_R094,PG_BOOL_R094_C04,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) IS TRUE",<|<>|>|IS|TRUE,SLOT_Y1_R094_C04,test,accepted_static_v4_1,sha256:1ff77d149d6e90b3945656c72086121b761f98b774a0efdff2a2c2ed377a7efd,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C04_S02,"<RULE=RS_Y1_R094_C04><CELL=PG_BOOL_R094_C04><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'alpha6')) <> '') IS TRUE","(querytree(plainto_tsquery('english', 'alpha6')) <> '') IS TRUE",<RULE=RS_Y1_R094_C04><CELL=PG_BOOL_R094_C04><FAMILY=full_text_predicate>,RS_Y1_R094_C04,PG_BOOL_R094,PG_BOOL_R094_C04,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) IS TRUE",<|<>|>|IS|TRUE,SLOT_Y1_R094_C04,train,accepted_static_v4_1,sha256:389c9e20c86fff03aada84beafc8e06261490fdc4f01cc1bb86342bceb24f431,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C04_S03,"<RULE=RS_Y1_R094_C04><CELL=PG_BOOL_R094_C04><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'beta7')) <> '') IS TRUE","(querytree(plainto_tsquery('english', 'beta7')) <> '') IS TRUE",<RULE=RS_Y1_R094_C04><CELL=PG_BOOL_R094_C04><FAMILY=full_text_predicate>,RS_Y1_R094_C04,PG_BOOL_R094,PG_BOOL_R094_C04,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) IS TRUE",<|<>|>|IS|TRUE,SLOT_Y1_R094_C04,train,accepted_static_v4_1,sha256:463422b383ec31c342d5b220605e6af07914382f4c740a9be05e38054c422b1c,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C04_S04,"<RULE=RS_Y1_R094_C04><CELL=PG_BOOL_R094_C04><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'gamma8')) <> 'gamma8') IS TRUE","(querytree(plainto_tsquery('english', 'gamma8')) <> 'gamma8') IS TRUE",<RULE=RS_Y1_R094_C04><CELL=PG_BOOL_R094_C04><FAMILY=full_text_predicate>,RS_Y1_R094_C04,PG_BOOL_R094,PG_BOOL_R094_C04,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) IS TRUE",<|<>|>|IS|TRUE,SLOT_Y1_R094_C04,train,accepted_static_v4_1,sha256:d06a78ecca0b35f4d90b4a956b5beaf580b49feba3421e65e28901bb0affc88a,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C04_S05,"<RULE=RS_Y1_R094_C04><CELL=PG_BOOL_R094_C04><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'delta0')) <> 'delta0') IS TRUE","(querytree(plainto_tsquery('english', 'delta0')) <> 'delta0') IS TRUE",<RULE=RS_Y1_R094_C04><CELL=PG_BOOL_R094_C04><FAMILY=full_text_predicate>,RS_Y1_R094_C04,PG_BOOL_R094,PG_BOOL_R094_C04,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) IS TRUE",<|<>|>|IS|TRUE,SLOT_Y1_R094_C04,train,accepted_static_v4_1,sha256:5317532072e84572acd2fa67064caea3a420501d7e4acdb5de8b501127b227a3,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C04_S06,"<RULE=RS_Y1_R094_C04><CELL=PG_BOOL_R094_C04><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'omega1')) <> 'omega1') IS TRUE","(querytree(plainto_tsquery('english', 'omega1')) <> 'omega1') IS TRUE",<RULE=RS_Y1_R094_C04><CELL=PG_BOOL_R094_C04><FAMILY=full_text_predicate>,RS_Y1_R094_C04,PG_BOOL_R094,PG_BOOL_R094_C04,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) IS TRUE",<|<>|>|IS|TRUE,SLOT_Y1_R094_C04,train,accepted_static_v4_1,sha256:f2b85d4da9cc3bdc99b48a2b8e9dad6ed2bec66ed2aa890c963591eddf06ec08,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C05_S01,"<RULE=RS_Y1_R094_C05><CELL=PG_BOOL_R094_C05><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'alpha5')) <> '') IS NOT FALSE","(querytree(plainto_tsquery('english', 'alpha5')) <> '') IS NOT FALSE",<RULE=RS_Y1_R094_C05><CELL=PG_BOOL_R094_C05><FAMILY=full_text_predicate>,RS_Y1_R094_C05,PG_BOOL_R094,PG_BOOL_R094_C05,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) IS NOT FALSE",<|<>|>|FALSE|IS|NOT,SLOT_Y1_R094_C05,train,accepted_static_v4_1,sha256:e3ee453a76378c0002771f7d59f7875594becbc53997ef6b612356caf3688738,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C05_S02,"<RULE=RS_Y1_R094_C05><CELL=PG_BOOL_R094_C05><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'beta6')) <> '') IS NOT FALSE","(querytree(plainto_tsquery('english', 'beta6')) <> '') IS NOT FALSE",<RULE=RS_Y1_R094_C05><CELL=PG_BOOL_R094_C05><FAMILY=full_text_predicate>,RS_Y1_R094_C05,PG_BOOL_R094,PG_BOOL_R094_C05,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) IS NOT FALSE",<|<>|>|FALSE|IS|NOT,SLOT_Y1_R094_C05,train,accepted_static_v4_1,sha256:48f6b9123e4b767ea2caaa3729906fe37bfe7c80339e9f8e8882cc9fc27a7d5d,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C05_S03,"<RULE=RS_Y1_R094_C05><CELL=PG_BOOL_R094_C05><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'gamma7')) <> '') IS NOT FALSE","(querytree(plainto_tsquery('english', 'gamma7')) <> '') IS NOT FALSE",<RULE=RS_Y1_R094_C05><CELL=PG_BOOL_R094_C05><FAMILY=full_text_predicate>,RS_Y1_R094_C05,PG_BOOL_R094,PG_BOOL_R094_C05,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) IS NOT FALSE",<|<>|>|FALSE|IS|NOT,SLOT_Y1_R094_C05,test,accepted_static_v4_1,sha256:76537276e6241fc60198f1f09846e3a35d58c8a879f91830f8adbbd99c2fe3a4,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C05_S04,"<RULE=RS_Y1_R094_C05><CELL=PG_BOOL_R094_C05><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'delta8')) <> 'delta8') IS NOT FALSE","(querytree(plainto_tsquery('english', 'delta8')) <> 'delta8') IS NOT FALSE",<RULE=RS_Y1_R094_C05><CELL=PG_BOOL_R094_C05><FAMILY=full_text_predicate>,RS_Y1_R094_C05,PG_BOOL_R094,PG_BOOL_R094_C05,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) IS NOT FALSE",<|<>|>|FALSE|IS|NOT,SLOT_Y1_R094_C05,train,accepted_static_v4_1,sha256:c26188f2d99f7ab7d9876b62460715bab17850fbc55c83d6dc7031c4bd77f6f8,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C05_S05,"<RULE=RS_Y1_R094_C05><CELL=PG_BOOL_R094_C05><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'omega0')) <> 'omega0') IS NOT FALSE","(querytree(plainto_tsquery('english', 'omega0')) <> 'omega0') IS NOT FALSE",<RULE=RS_Y1_R094_C05><CELL=PG_BOOL_R094_C05><FAMILY=full_text_predicate>,RS_Y1_R094_C05,PG_BOOL_R094,PG_BOOL_R094_C05,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) IS NOT FALSE",<|<>|>|FALSE|IS|NOT,SLOT_Y1_R094_C05,train,accepted_static_v4_1,sha256:d527eff8341d1d56fb06ac2fdecabc65c2936ad7482c32fdb2452db7af4898be,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C05_S06,"<RULE=RS_Y1_R094_C05><CELL=PG_BOOL_R094_C05><FAMILY=full_text_predicate> (querytree(plainto_tsquery('english', 'active1')) <> 'active1') IS NOT FALSE","(querytree(plainto_tsquery('english', 'active1')) <> 'active1') IS NOT FALSE",<RULE=RS_Y1_R094_C05><CELL=PG_BOOL_R094_C05><FAMILY=full_text_predicate>,RS_Y1_R094_C05,PG_BOOL_R094,PG_BOOL_R094_C05,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"(QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) IS NOT FALSE",<|<>|>|FALSE|IS|NOT,SLOT_Y1_R094_C05,train,accepted_static_v4_1,sha256:5afda7a3f9bf905c2fb8187977bb2ba37beb86107227d4f2180cacb21ddbeba4,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C06_S01,"<RULE=RS_Y1_R094_C06><CELL=PG_BOOL_R094_C06><FAMILY=full_text_predicate> CASE WHEN (querytree(plainto_tsquery('english', 'beta5')) <> '') THEN TRUE ELSE FALSE END","CASE WHEN (querytree(plainto_tsquery('english', 'beta5')) <> '') THEN TRUE ELSE FALSE END",<RULE=RS_Y1_R094_C06><CELL=PG_BOOL_R094_C06><FAMILY=full_text_predicate>,RS_Y1_R094_C06,PG_BOOL_R094,PG_BOOL_R094_C06,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"CASE WHEN (QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) THEN TRUE ELSE FALSE END",<|<>|>|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y1_R094_C06,train,accepted_static_v4_1,sha256:f272e06390f0a17ecd61b0eda7767c92c571f392f79077e19dc89bc3a7675731,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C06_S02,"<RULE=RS_Y1_R094_C06><CELL=PG_BOOL_R094_C06><FAMILY=full_text_predicate> CASE WHEN (querytree(plainto_tsquery('english', 'gamma6')) <> '') THEN TRUE ELSE FALSE END","CASE WHEN (querytree(plainto_tsquery('english', 'gamma6')) <> '') THEN TRUE ELSE FALSE END",<RULE=RS_Y1_R094_C06><CELL=PG_BOOL_R094_C06><FAMILY=full_text_predicate>,RS_Y1_R094_C06,PG_BOOL_R094,PG_BOOL_R094_C06,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"CASE WHEN (QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) THEN TRUE ELSE FALSE END",<|<>|>|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y1_R094_C06,train,accepted_static_v4_1,sha256:718224ea7d95be33b18008d700d1a65273364f22cad3809db7b632b393e947bb,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C06_S03,"<RULE=RS_Y1_R094_C06><CELL=PG_BOOL_R094_C06><FAMILY=full_text_predicate> CASE WHEN (querytree(plainto_tsquery('english', 'delta7')) <> '') THEN TRUE ELSE FALSE END","CASE WHEN (querytree(plainto_tsquery('english', 'delta7')) <> '') THEN TRUE ELSE FALSE END",<RULE=RS_Y1_R094_C06><CELL=PG_BOOL_R094_C06><FAMILY=full_text_predicate>,RS_Y1_R094_C06,PG_BOOL_R094,PG_BOOL_R094_C06,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"CASE WHEN (QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) THEN TRUE ELSE FALSE END",<|<>|>|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y1_R094_C06,train,accepted_static_v4_1,sha256:4bb2a0e8c5a61c820243e15d3cc562d45daf4db592efe836fd6fef42503a86b1,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C06_S04,"<RULE=RS_Y1_R094_C06><CELL=PG_BOOL_R094_C06><FAMILY=full_text_predicate> CASE WHEN (querytree(plainto_tsquery('english', 'omega8')) <> 'omega8') THEN TRUE ELSE FALSE END","CASE WHEN (querytree(plainto_tsquery('english', 'omega8')) <> 'omega8') THEN TRUE ELSE FALSE END",<RULE=RS_Y1_R094_C06><CELL=PG_BOOL_R094_C06><FAMILY=full_text_predicate>,RS_Y1_R094_C06,PG_BOOL_R094,PG_BOOL_R094_C06,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"CASE WHEN (QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) THEN TRUE ELSE FALSE END",<|<>|>|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y1_R094_C06,train,accepted_static_v4_1,sha256:ba4632fa52389db604347517a788eb8dc56acb40a0776e4dc39afcd49290d0db,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C06_S05,"<RULE=RS_Y1_R094_C06><CELL=PG_BOOL_R094_C06><FAMILY=full_text_predicate> CASE WHEN (querytree(plainto_tsquery('english', 'active0')) <> 'active0') THEN TRUE ELSE FALSE END","CASE WHEN (querytree(plainto_tsquery('english', 'active0')) <> 'active0') THEN TRUE ELSE FALSE END",<RULE=RS_Y1_R094_C06><CELL=PG_BOOL_R094_C06><FAMILY=full_text_predicate>,RS_Y1_R094_C06,PG_BOOL_R094,PG_BOOL_R094_C06,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"CASE WHEN (QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) THEN TRUE ELSE FALSE END",<|<>|>|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y1_R094_C06,test,accepted_static_v4_1,sha256:6b3a04325f113d7db28198a6b9b65834717c470e2f878d658c9f3e49d25a9532,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R094_C06_S06,"<RULE=RS_Y1_R094_C06><CELL=PG_BOOL_R094_C06><FAMILY=full_text_predicate> CASE WHEN (querytree(plainto_tsquery('english', 'pending1')) <> 'pending1') THEN TRUE ELSE FALSE END","CASE WHEN (querytree(plainto_tsquery('english', 'pending1')) <> 'pending1') THEN TRUE ELSE FALSE END",<RULE=RS_Y1_R094_C06><CELL=PG_BOOL_R094_C06><FAMILY=full_text_predicate>,RS_Y1_R094_C06,PG_BOOL_R094,PG_BOOL_R094_C06,Y1_basic_boolean,Y1,full_text_predicate,full_text_predicate,"CASE WHEN (QUERYTREE(PLAINTO_TSQUERY(STR, STR)) <> STR) THEN TRUE ELSE FALSE END",<|<>|>|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y1_R094_C06,train,accepted_static_v4_1,sha256:35f613a45543017dbe1fe66775200549e031ac1527a2e0bfa7a5fc51ad987001,not_run,not_run,True,True,accepted_static_positive,,v5.1
