rendered_sample_id,parent_sample_id,parent_ruleset_id,parent_module_id,target_module_id,payload_before_transform,payload_after_transform,transform_recipe_id,transform_family,roundtrip_valid,structure_preserved,semantic_preserved,parent_reward_total,render_reward_total,accepted_for_next_stage,runtime_validation_required,runtime_claim_allowed,lineage_source
Y3_R084_C07_S03,Y2_R084_C07_S03,RS_Y2_R084_C07,Y2_boolean_variation,Y3_encoded_boolean,(family(inet '192.168.88.5') = 4) AND (77 = 77),%28family%28inet%20'192.168.88.5'%29%20=%204%29%20AND%20%2877%20=%2077%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C07_S04,Y1_R084_C07_S04,RS_Y1_R084_C07,Y1_basic_boolean,Y3_encoded_boolean,(family(inet '192.168.89.5') = 6) AND (90 = 90),(family(inet%20%27192.168.89.5%27)%20%3D%206)%20AND%20(90%20%3D%2090),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C07_S05,Y1_R084_C07_S05,RS_Y1_R084_C07,Y1_basic_boolean,Y3_encoded_boolean,(family(inet '192.168.90.5') = 6) AND (6 = 6),%28family%28inet%20%27192.168.90.5%27%29%20%3D%206%29%20AND%20%286%20%3D%206%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C07_S06,Y2_R084_C07_S06,RS_Y2_R084_C07,Y2_boolean_variation,Y3_encoded_boolean,(family(inet '192.168.91.5') = 6) AND (19 = 19),%28family%28inet%20'192.168.91.5'%29%20=%206%29%20AND%20%2819%20=%2019%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C08_S01,Y1_R084_C08_S01,RS_Y1_R084_C08,Y1_basic_boolean,Y3_encoded_boolean,(family(inet '192.168.86.5') = 4) OR (79 <> 79),%28family%28inet%20%27192.168.86.5%27%29%20%3D%204%29%20OR%20%2879%20%3C%3E%2079%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C08_S02,Y2_R084_C08_S02,RS_Y2_R084_C08,Y2_boolean_variation,Y3_encoded_boolean,(family(inet '192.168.87.5') = 4) OR (92 <> 92),%28family%28inet%20'192.168.87.5'%29%20=%204%29%20OR%20%2892%20<>%2092%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C08_S03,Y1_R084_C08_S03,RS_Y1_R084_C08,Y1_basic_boolean,Y3_encoded_boolean,(family(inet '192.168.88.5') = 4) OR (8 <> 8),(family(inet%20%27192.168.88.5%27)%20%3D%204)%20OR%20(8%20%3C%3E%208),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C08_S04,Y1_R084_C08_S04,RS_Y1_R084_C08,Y1_basic_boolean,Y3_encoded_boolean,(family(inet '192.168.89.5') = 6) OR (21 <> 21),%28family%28inet%20%27192.168.89.5%27%29%20%3D%206%29%20OR%20%2821%20%3C%3E%2021%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C08_S05,Y2_R084_C08_S05,RS_Y2_R084_C08,Y2_boolean_variation,Y3_encoded_boolean,(family(inet '192.168.90.5') = 6) OR (34 <> 34),%28family%28inet%20'192.168.90.5'%29%20=%206%29%20OR%20%2834%20<>%2034%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C08_S06,Y1_R084_C08_S06,RS_Y1_R084_C08,Y1_basic_boolean,Y3_encoded_boolean,(family(inet '192.168.91.5') = 6) OR (47 <> 47),(family(inet%20%27192.168.91.5%27)%20%3D%206)%20OR%20(47%20%3C%3E%2047),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C09_S01,Y2_R084_C09_S01,RS_Y2_R084_C09,Y2_boolean_variation,Y3_encoded_boolean,((family(inet '192.168.86.5') = 4) = TRUE),%28%28family%28inet%20'192.168.86.5'%29%20=%204%29%20=%20TRUE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C09_S02,Y1_R084_C09_S02,RS_Y1_R084_C09,Y1_basic_boolean,Y3_encoded_boolean,((family(inet '192.168.87.5') = 4) = TRUE),((family(inet%20%27192.168.87.5%27)%20%3D%204)%20%3D%20TRUE),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C09_S03,Y1_R084_C09_S03,RS_Y1_R084_C09,Y1_basic_boolean,Y3_encoded_boolean,((family(inet '192.168.88.5') = 4) = TRUE),%28%28family%28inet%20%27192.168.88.5%27%29%20%3D%204%29%20%3D%20TRUE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C09_S04,Y2_R084_C09_S04,RS_Y2_R084_C09,Y2_boolean_variation,Y3_encoded_boolean,((family(inet '192.168.89.5') = 6) = TRUE),%28%28family%28inet%20'192.168.89.5'%29%20=%206%29%20=%20TRUE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C09_S05,Y1_R084_C09_S05,RS_Y1_R084_C09,Y1_basic_boolean,Y3_encoded_boolean,((family(inet '192.168.90.5') = 6) = TRUE),((family(inet%20%27192.168.90.5%27)%20%3D%206)%20%3D%20TRUE),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C09_S06,Y1_R084_C09_S06,RS_Y1_R084_C09,Y1_basic_boolean,Y3_encoded_boolean,((family(inet '192.168.91.5') = 6) = TRUE),%28%28family%28inet%20%27192.168.91.5%27%29%20%3D%206%29%20%3D%20TRUE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C10_S01,Y1_R084_C10_S01,RS_Y1_R084_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE((family(inet '192.168.86.5') = 4), FALSE)","COALESCE((family(inet%20%27192.168.86.5%27)%20%3D%204),%20FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C10_S02,Y1_R084_C10_S02,RS_Y1_R084_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE((family(inet '192.168.87.5') = 4), FALSE)",COALESCE%28%28family%28inet%20%27192.168.87.5%27%29%20%3D%204%29%2C%20FALSE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C10_S03,Y2_R084_C10_S03,RS_Y2_R084_C10,Y2_boolean_variation,Y3_encoded_boolean,"COALESCE((family(inet '192.168.88.5') = 4), FALSE)",COALESCE%28%28family%28inet%20'192.168.88.5'%29%20=%204%29%2C%20FALSE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C10_S04,Y1_R084_C10_S04,RS_Y1_R084_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE((family(inet '192.168.89.5') = 6), FALSE)","COALESCE((family(inet%20%27192.168.89.5%27)%20%3D%206),%20FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C10_S05,Y1_R084_C10_S05,RS_Y1_R084_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE((family(inet '192.168.90.5') = 6), FALSE)",COALESCE%28%28family%28inet%20%27192.168.90.5%27%29%20%3D%206%29%2C%20FALSE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R084_C10_S06,Y2_R084_C10_S06,RS_Y2_R084_C10,Y2_boolean_variation,Y3_encoded_boolean,"COALESCE((family(inet '192.168.91.5') = 6), FALSE)",COALESCE%28%28family%28inet%20'192.168.91.5'%29%20=%206%29%2C%20FALSE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C01_S01,Y1_R085_C01_S01,RS_Y1_R085_C01,Y1_basic_boolean,Y3_encoded_boolean,"set_masklen(inet '192.168.87.5', 24) = inet '192.168.87.0/24'",set_masklen%28inet%20%27192.168.87.5%27%2C%2024%29%20%3D%20inet%20%27192.168.87.0%2F24%27,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C01_S02,Y2_R085_C01_S02,RS_Y2_R085_C01,Y2_boolean_variation,Y3_encoded_boolean,"set_masklen(inet '192.168.88.5', 24) = inet '192.168.88.0/24'",set_masklen%28inet%20'192.168.88.5'%2C%2024%29%20=%20inet%20'192.168.88.0/24',T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C01_S03,Y1_R085_C01_S03,RS_Y1_R085_C01,Y1_basic_boolean,Y3_encoded_boolean,"set_masklen(inet '192.168.89.5', 24) = inet '192.168.89.0/24'","set_masklen(inet%20%27192.168.89.5%27,%2024)%20%3D%20inet%20%27192.168.89.0/24%27",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C01_S04,Y1_R085_C01_S04,RS_Y1_R085_C01,Y1_basic_boolean,Y3_encoded_boolean,"set_masklen(inet '192.168.90.5', 24) = inet '10.0.90.0/24'",set_masklen%28inet%20%27192.168.90.5%27%2C%2024%29%20%3D%20inet%20%2710.0.90.0%2F24%27,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C01_S05,Y2_R085_C01_S05,RS_Y2_R085_C01,Y2_boolean_variation,Y3_encoded_boolean,"set_masklen(inet '192.168.91.5', 24) = inet '10.0.91.0/24'",set_masklen%28inet%20'192.168.91.5'%2C%2024%29%20=%20inet%20'10.0.91.0/24',T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C01_S06,Y1_R085_C01_S06,RS_Y1_R085_C01,Y1_basic_boolean,Y3_encoded_boolean,"set_masklen(inet '192.168.92.5', 24) = inet '10.0.92.0/24'","set_masklen(inet%20%27192.168.92.5%27,%2024)%20%3D%20inet%20%2710.0.92.0/24%27",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C02_S01,Y2_R085_C02_S01,RS_Y2_R085_C02,Y2_boolean_variation,Y3_encoded_boolean,"(set_masklen(inet '192.168.87.5', 24) = inet '192.168.87.0/24')",%28set_masklen%28inet%20'192.168.87.5'%2C%2024%29%20=%20inet%20'192.168.87.0/24'%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C02_S02,Y1_R085_C02_S02,RS_Y1_R085_C02,Y1_basic_boolean,Y3_encoded_boolean,"(set_masklen(inet '192.168.88.5', 24) = inet '192.168.88.0/24')","(set_masklen(inet%20%27192.168.88.5%27,%2024)%20%3D%20inet%20%27192.168.88.0/24%27)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C02_S03,Y1_R085_C02_S03,RS_Y1_R085_C02,Y1_basic_boolean,Y3_encoded_boolean,"(set_masklen(inet '192.168.89.5', 24) = inet '192.168.89.0/24')",%28set_masklen%28inet%20%27192.168.89.5%27%2C%2024%29%20%3D%20inet%20%27192.168.89.0%2F24%27%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C02_S04,Y2_R085_C02_S04,RS_Y2_R085_C02,Y2_boolean_variation,Y3_encoded_boolean,"(set_masklen(inet '192.168.90.5', 24) = inet '10.0.90.0/24')",%28set_masklen%28inet%20'192.168.90.5'%2C%2024%29%20=%20inet%20'10.0.90.0/24'%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C02_S05,Y1_R085_C02_S05,RS_Y1_R085_C02,Y1_basic_boolean,Y3_encoded_boolean,"(set_masklen(inet '192.168.91.5', 24) = inet '10.0.91.0/24')","(set_masklen(inet%20%27192.168.91.5%27,%2024)%20%3D%20inet%20%2710.0.91.0/24%27)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C02_S06,Y1_R085_C02_S06,RS_Y1_R085_C02,Y1_basic_boolean,Y3_encoded_boolean,"(set_masklen(inet '192.168.92.5', 24) = inet '10.0.92.0/24')",%28set_masklen%28inet%20%27192.168.92.5%27%2C%2024%29%20%3D%20inet%20%2710.0.92.0%2F24%27%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C03_S01,Y1_R085_C03_S01,RS_Y1_R085_C03,Y1_basic_boolean,Y3_encoded_boolean,"NOT (set_masklen(inet '192.168.87.5', 24) = inet '10.0.87.0/24')","NOT%20(set_masklen(inet%20%27192.168.87.5%27,%2024)%20%3D%20inet%20%2710.0.87.0/24%27)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C03_S02,Y1_R085_C03_S02,RS_Y1_R085_C03,Y1_basic_boolean,Y3_encoded_boolean,"NOT (set_masklen(inet '192.168.88.5', 24) = inet '10.0.88.0/24')",NOT%20%28set_masklen%28inet%20%27192.168.88.5%27%2C%2024%29%20%3D%20inet%20%2710.0.88.0%2F24%27%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C03_S03,Y2_R085_C03_S03,RS_Y2_R085_C03,Y2_boolean_variation,Y3_encoded_boolean,"NOT (set_masklen(inet '192.168.89.5', 24) = inet '10.0.89.0/24')",NOT%20%28set_masklen%28inet%20'192.168.89.5'%2C%2024%29%20=%20inet%20'10.0.89.0/24'%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C03_S04,Y1_R085_C03_S04,RS_Y1_R085_C03,Y1_basic_boolean,Y3_encoded_boolean,"NOT (set_masklen(inet '192.168.90.5', 24) = inet '192.168.90.0/24')","NOT%20(set_masklen(inet%20%27192.168.90.5%27,%2024)%20%3D%20inet%20%27192.168.90.0/24%27)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C03_S05,Y1_R085_C03_S05,RS_Y1_R085_C03,Y1_basic_boolean,Y3_encoded_boolean,"NOT (set_masklen(inet '192.168.91.5', 24) = inet '192.168.91.0/24')",NOT%20%28set_masklen%28inet%20%27192.168.91.5%27%2C%2024%29%20%3D%20inet%20%27192.168.91.0%2F24%27%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C03_S06,Y2_R085_C03_S06,RS_Y2_R085_C03,Y2_boolean_variation,Y3_encoded_boolean,"NOT (set_masklen(inet '192.168.92.5', 24) = inet '192.168.92.0/24')",NOT%20%28set_masklen%28inet%20'192.168.92.5'%2C%2024%29%20=%20inet%20'192.168.92.0/24'%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C04_S01,Y1_R085_C04_S01,RS_Y1_R085_C04,Y1_basic_boolean,Y3_encoded_boolean,"(set_masklen(inet '192.168.87.5', 24) = inet '192.168.87.0/24') IS TRUE",%28set_masklen%28inet%20%27192.168.87.5%27%2C%2024%29%20%3D%20inet%20%27192.168.87.0%2F24%27%29%20IS%20TRUE,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C04_S02,Y2_R085_C04_S02,RS_Y2_R085_C04,Y2_boolean_variation,Y3_encoded_boolean,"(set_masklen(inet '192.168.88.5', 24) = inet '192.168.88.0/24') IS TRUE",%28set_masklen%28inet%20'192.168.88.5'%2C%2024%29%20=%20inet%20'192.168.88.0/24'%29%20IS%20TRUE,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C04_S03,Y1_R085_C04_S03,RS_Y1_R085_C04,Y1_basic_boolean,Y3_encoded_boolean,"(set_masklen(inet '192.168.89.5', 24) = inet '192.168.89.0/24') IS TRUE","(set_masklen(inet%20%27192.168.89.5%27,%2024)%20%3D%20inet%20%27192.168.89.0/24%27)%20IS%20TRUE",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C04_S04,Y1_R085_C04_S04,RS_Y1_R085_C04,Y1_basic_boolean,Y3_encoded_boolean,"(set_masklen(inet '192.168.90.5', 24) = inet '10.0.90.0/24') IS TRUE",%28set_masklen%28inet%20%27192.168.90.5%27%2C%2024%29%20%3D%20inet%20%2710.0.90.0%2F24%27%29%20IS%20TRUE,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C04_S05,Y2_R085_C04_S05,RS_Y2_R085_C04,Y2_boolean_variation,Y3_encoded_boolean,"(set_masklen(inet '192.168.91.5', 24) = inet '10.0.91.0/24') IS TRUE",%28set_masklen%28inet%20'192.168.91.5'%2C%2024%29%20=%20inet%20'10.0.91.0/24'%29%20IS%20TRUE,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C04_S06,Y1_R085_C04_S06,RS_Y1_R085_C04,Y1_basic_boolean,Y3_encoded_boolean,"(set_masklen(inet '192.168.92.5', 24) = inet '10.0.92.0/24') IS TRUE","(set_masklen(inet%20%27192.168.92.5%27,%2024)%20%3D%20inet%20%2710.0.92.0/24%27)%20IS%20TRUE",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C05_S01,Y2_R085_C05_S01,RS_Y2_R085_C05,Y2_boolean_variation,Y3_encoded_boolean,"(set_masklen(inet '192.168.87.5', 24) = inet '192.168.87.0/24') IS NOT FALSE",%28set_masklen%28inet%20'192.168.87.5'%2C%2024%29%20=%20inet%20'192.168.87.0/24'%29%20IS%20NOT%20FALSE,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C05_S02,Y1_R085_C05_S02,RS_Y1_R085_C05,Y1_basic_boolean,Y3_encoded_boolean,"(set_masklen(inet '192.168.88.5', 24) = inet '192.168.88.0/24') IS NOT FALSE","(set_masklen(inet%20%27192.168.88.5%27,%2024)%20%3D%20inet%20%27192.168.88.0/24%27)%20IS%20NOT%20FALSE",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C05_S03,Y1_R085_C05_S03,RS_Y1_R085_C05,Y1_basic_boolean,Y3_encoded_boolean,"(set_masklen(inet '192.168.89.5', 24) = inet '192.168.89.0/24') IS NOT FALSE",%28set_masklen%28inet%20%27192.168.89.5%27%2C%2024%29%20%3D%20inet%20%27192.168.89.0%2F24%27%29%20IS%20NOT%20FALSE,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C05_S04,Y2_R085_C05_S04,RS_Y2_R085_C05,Y2_boolean_variation,Y3_encoded_boolean,"(set_masklen(inet '192.168.90.5', 24) = inet '10.0.90.0/24') IS NOT FALSE",%28set_masklen%28inet%20'192.168.90.5'%2C%2024%29%20=%20inet%20'10.0.90.0/24'%29%20IS%20NOT%20FALSE,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C05_S05,Y1_R085_C05_S05,RS_Y1_R085_C05,Y1_basic_boolean,Y3_encoded_boolean,"(set_masklen(inet '192.168.91.5', 24) = inet '10.0.91.0/24') IS NOT FALSE","(set_masklen(inet%20%27192.168.91.5%27,%2024)%20%3D%20inet%20%2710.0.91.0/24%27)%20IS%20NOT%20FALSE",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C05_S06,Y1_R085_C05_S06,RS_Y1_R085_C05,Y1_basic_boolean,Y3_encoded_boolean,"(set_masklen(inet '192.168.92.5', 24) = inet '10.0.92.0/24') IS NOT FALSE",%28set_masklen%28inet%20%27192.168.92.5%27%2C%2024%29%20%3D%20inet%20%2710.0.92.0%2F24%27%29%20IS%20NOT%20FALSE,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C06_S01,Y1_R085_C06_S01,RS_Y1_R085_C06,Y1_basic_boolean,Y3_encoded_boolean,"CASE WHEN (set_masklen(inet '192.168.87.5', 24) = inet '192.168.87.0/24') THEN TRUE ELSE FALSE END","CASE%20WHEN%20(set_masklen(inet%20%27192.168.87.5%27,%2024)%20%3D%20inet%20%27192.168.87.0/24%27)%20THEN%20TRUE%20ELSE%20FALSE%20END",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C06_S02,Y1_R085_C06_S02,RS_Y1_R085_C06,Y1_basic_boolean,Y3_encoded_boolean,"CASE WHEN (set_masklen(inet '192.168.88.5', 24) = inet '192.168.88.0/24') THEN TRUE ELSE FALSE END",CASE%20WHEN%20%28set_masklen%28inet%20%27192.168.88.5%27%2C%2024%29%20%3D%20inet%20%27192.168.88.0%2F24%27%29%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C06_S03,Y2_R085_C06_S03,RS_Y2_R085_C06,Y2_boolean_variation,Y3_encoded_boolean,"CASE WHEN (set_masklen(inet '192.168.89.5', 24) = inet '192.168.89.0/24') THEN TRUE ELSE FALSE END",CASE%20WHEN%20%28set_masklen%28inet%20'192.168.89.5'%2C%2024%29%20=%20inet%20'192.168.89.0/24'%29%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C06_S04,Y1_R085_C06_S04,RS_Y1_R085_C06,Y1_basic_boolean,Y3_encoded_boolean,"CASE WHEN (set_masklen(inet '192.168.90.5', 24) = inet '10.0.90.0/24') THEN TRUE ELSE FALSE END","CASE%20WHEN%20(set_masklen(inet%20%27192.168.90.5%27,%2024)%20%3D%20inet%20%2710.0.90.0/24%27)%20THEN%20TRUE%20ELSE%20FALSE%20END",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C06_S05,Y1_R085_C06_S05,RS_Y1_R085_C06,Y1_basic_boolean,Y3_encoded_boolean,"CASE WHEN (set_masklen(inet '192.168.91.5', 24) = inet '10.0.91.0/24') THEN TRUE ELSE FALSE END",CASE%20WHEN%20%28set_masklen%28inet%20%27192.168.91.5%27%2C%2024%29%20%3D%20inet%20%2710.0.91.0%2F24%27%29%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C06_S06,Y2_R085_C06_S06,RS_Y2_R085_C06,Y2_boolean_variation,Y3_encoded_boolean,"CASE WHEN (set_masklen(inet '192.168.92.5', 24) = inet '10.0.92.0/24') THEN TRUE ELSE FALSE END",CASE%20WHEN%20%28set_masklen%28inet%20'192.168.92.5'%2C%2024%29%20=%20inet%20'10.0.92.0/24'%29%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C07_S01,Y1_R085_C07_S01,RS_Y1_R085_C07,Y1_basic_boolean,Y3_encoded_boolean,"(set_masklen(inet '192.168.87.5', 24) = inet '192.168.87.0/24') AND (58 = 58)",%28set_masklen%28inet%20%27192.168.87.5%27%2C%2024%29%20%3D%20inet%20%27192.168.87.0%2F24%27%29%20AND%20%2858%20%3D%2058%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C07_S02,Y2_R085_C07_S02,RS_Y2_R085_C07,Y2_boolean_variation,Y3_encoded_boolean,"(set_masklen(inet '192.168.88.5', 24) = inet '192.168.88.0/24') AND (71 = 71)",%28set_masklen%28inet%20'192.168.88.5'%2C%2024%29%20=%20inet%20'192.168.88.0/24'%29%20AND%20%2871%20=%2071%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R085_C07_S03,Y1_R085_C07_S03,RS_Y1_R085_C07,Y1_basic_boolean,Y3_encoded_boolean,"(set_masklen(inet '192.168.89.5', 24) = inet '192.168.89.0/24') AND (84 = 84)","(set_masklen(inet%20%27192.168.89.5%27,%2024)%20%3D%20inet%20%27192.168.89.0/24%27)%20AND%20(84%20%3D%2084)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
