sample_id,module_id,parent_sample_id,parent_module_level,payload_before_transform,payload_raw,payload_canonical,validation_payload_v4,transform_recipe_id,roundtrip_valid,structure_preserved,semantic_preserved,semantic_preservation_basis
Y4_R074_C05_S03,Y4_obfuscated_boolean,Y1_R074_C05_S03,Y1_basic_boolean,"(('{""k2"":1}'::jsonb ->> 'k2') = '1') IS nOt fAlSE","(('{""k2"":1}'::jsonb/**/->>/**/'k2')/**/=/**/'1')/**/IS/**/nOt/**/fAlSE","(('{""k2"":1}'::jsonb ->> 'k2') = '1') IS NOT FALSE","(('{""k2"":1}'::jsonb ->> 'k2') = '1') IS nOt fAlSE",T_Y4_COMMENT_WS,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C05_S04,Y4_obfuscated_boolean,Y1_R074_C05_S04,Y1_basic_boolean,"(('{""k3"":1}'::jsonb ->> 'k3') = '2') IS nOt fAlSE","(('{""k3"":1}'::jsonb	 ->>	 'k3')	 =	 '2')	 IS	 nOt	 fAlSE","(('{""k3"":1}'::jsonb ->> 'k3') = '2') IS NOT FALSE","(('{""k3"":1}'::jsonb ->> 'k3') = '2') IS nOt fAlSE",T_Y4_TAB_SPACE,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C05_S05,Y4_obfuscated_boolean,Y1_R074_C05_S05,Y1_basic_boolean,"(('{""k4"":1}'::jsonb ->> 'k4') = '2') IS nOt fAlSE","(('{""k4"":1}'::jsonb/**/->>/**/'k4')/**/=/**/'2')/**/IS/**/nOt/**/fAlSE","(('{""k4"":1}'::jsonb ->> 'k4') = '2') IS NOT FALSE","(('{""k4"":1}'::jsonb ->> 'k4') = '2') IS nOt fAlSE",T_Y4_COMMENT_WS,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C05_S06,Y4_obfuscated_boolean,Y2_R074_C05_S06,Y2_boolean_variation,"(((('{""k0"":1}'::jsonb ->> 'k0') = '2') IS nOt fAlSE))","(((('{""k0"":1}'::jsonb	 ->>	 'k0')	 =	 '2')	 IS	 nOt	 fAlSE))","(('{""k0"":1}'::jsonb ->> 'k0') = '2') IS NOT FALSE","(((('{""k0"":1}'::jsonb ->> 'k0') = '2') IS nOt fAlSE))",T_Y4_EXTRA_PARENTHESES,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C06_S01,Y4_obfuscated_boolean,Y1_R074_C06_S01,Y1_basic_boolean,"case wHeN (('{""k0"":1}'::jsonb ->> 'k0') = '1') THeN TRue eLse FaLse eND","case	 wHeN	 (('{""k0"":1}'::jsonb	 ->>	 'k0')	 =	 '1')	 THeN	 TRue	 eLse	 FaLse	 eND","CASE WHEN (('{""k0"":1}'::jsonb ->> 'k0') = '1') THEN TRUE ELSE FALSE END","case wHeN (('{""k0"":1}'::jsonb ->> 'k0') = '1') THeN TRue eLse FaLse eND",T_Y4_TAB_SPACE,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C06_S02,Y4_obfuscated_boolean,Y2_R074_C06_S02,Y2_boolean_variation,"((case wHeN (('{""k1"":1}'::jsonb ->> 'k1') = '1') THeN TRue eLse FaLse eND))","((case/**/wHeN/**/(('{""k1"":1}'::jsonb/**/->>/**/'k1')/**/=/**/'1')/**/THeN/**/TRue/**/eLse/**/FaLse/**/eND))","CASE WHEN (('{""k1"":1}'::jsonb ->> 'k1') = '1') THEN TRUE ELSE FALSE END","((case wHeN (('{""k1"":1}'::jsonb ->> 'k1') = '1') THeN TRue eLse FaLse eND))",T_Y4_EXTRA_PARENTHESES,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C06_S03,Y4_obfuscated_boolean,Y1_R074_C06_S03,Y1_basic_boolean,"case wHeN (('{""k2"":1}'::jsonb ->> 'k2') = '1') THeN TRue eLse FaLse eND","case	 wHeN	 (('{""k2"":1}'::jsonb	 ->>	 'k2')	 =	 '1')	 THeN	 TRue	 eLse	 FaLse	 eND","CASE WHEN (('{""k2"":1}'::jsonb ->> 'k2') = '1') THEN TRUE ELSE FALSE END","case wHeN (('{""k2"":1}'::jsonb ->> 'k2') = '1') THeN TRue eLse FaLse eND",T_Y4_TAB_SPACE,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C06_S04,Y4_obfuscated_boolean,Y1_R074_C06_S04,Y1_basic_boolean,"case wHeN (('{""k3"":1}'::jsonb ->> 'k3') = '2') THeN TRue eLse FaLse eND","case/**/wHeN/**/(('{""k3"":1}'::jsonb/**/->>/**/'k3')/**/=/**/'2')/**/THeN/**/TRue/**/eLse/**/FaLse/**/eND","CASE WHEN (('{""k3"":1}'::jsonb ->> 'k3') = '2') THEN TRUE ELSE FALSE END","case wHeN (('{""k3"":1}'::jsonb ->> 'k3') = '2') THeN TRue eLse FaLse eND",T_Y4_COMMENT_WS,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C06_S05,Y4_obfuscated_boolean,Y1_R074_C06_S05,Y1_basic_boolean,"case wHeN (('{""k4"":1}'::jsonb ->> 'k4') = '2') THeN TRue eLse FaLse eND","case	 wHeN	 (('{""k4"":1}'::jsonb	 ->>	 'k4')	 =	 '2')	 THeN	 TRue	 eLse	 FaLse	 eND","CASE WHEN (('{""k4"":1}'::jsonb ->> 'k4') = '2') THEN TRUE ELSE FALSE END","case wHeN (('{""k4"":1}'::jsonb ->> 'k4') = '2') THeN TRue eLse FaLse eND",T_Y4_TAB_SPACE,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C06_S06,Y4_obfuscated_boolean,Y2_R074_C06_S06,Y2_boolean_variation,"((case wHeN (('{""k0"":1}'::jsonb ->> 'k0') = '2') THeN TRue eLse FaLse eND))","((case/**/wHeN/**/(('{""k0"":1}'::jsonb/**/->>/**/'k0')/**/=/**/'2')/**/THeN/**/TRue/**/eLse/**/FaLse/**/eND))","CASE WHEN (('{""k0"":1}'::jsonb ->> 'k0') = '2') THEN TRUE ELSE FALSE END","((case wHeN (('{""k0"":1}'::jsonb ->> 'k0') = '2') THeN TRue eLse FaLse eND))",T_Y4_EXTRA_PARENTHESES,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C07_S01,Y4_obfuscated_boolean,Y1_R074_C07_S01,Y1_basic_boolean,"(('{""k0"":1}'::jsonb ->> 'k0') = '1') And (78 = 78)","(('{""k0"":1}'::jsonb/**/->>/**/'k0')/**/=/**/'1')/**/And/**/(78/**/=/**/78)","(('{""k0"":1}'::jsonb ->> 'k0') = '1') AND (78 = 78)","(('{""k0"":1}'::jsonb ->> 'k0') = '1') And (78 = 78)",T_Y4_COMMENT_WS,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C07_S02,Y4_obfuscated_boolean,Y2_R074_C07_S02,Y2_boolean_variation,"(((('{""k1"":1}'::jsonb ->> 'k1') = '1') And (91 = 91)))","(((('{""k1"":1}'::jsonb	 ->>	 'k1')	 =	 '1')	 And	 (91	 =	 91)))","(('{""k1"":1}'::jsonb ->> 'k1') = '1') AND (91 = 91)","(((('{""k1"":1}'::jsonb ->> 'k1') = '1') And (91 = 91)))",T_Y4_EXTRA_PARENTHESES,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C07_S03,Y4_obfuscated_boolean,Y1_R074_C07_S03,Y1_basic_boolean,"(('{""k2"":1}'::jsonb ->> 'k2') = '1') And (7 = 7)","(('{""k2"":1}'::jsonb/**/->>/**/'k2')/**/=/**/'1')/**/And/**/(7/**/=/**/7)","(('{""k2"":1}'::jsonb ->> 'k2') = '1') AND (7 = 7)","(('{""k2"":1}'::jsonb ->> 'k2') = '1') And (7 = 7)",T_Y4_COMMENT_WS,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C07_S04,Y4_obfuscated_boolean,Y1_R074_C07_S04,Y1_basic_boolean,"(('{""k3"":1}'::jsonb ->> 'k3') = '2') And (20 = 20)","(('{""k3"":1}'::jsonb	 ->>	 'k3')	 =	 '2')	 And	 (20	 =	 20)","(('{""k3"":1}'::jsonb ->> 'k3') = '2') AND (20 = 20)","(('{""k3"":1}'::jsonb ->> 'k3') = '2') And (20 = 20)",T_Y4_TAB_SPACE,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C07_S05,Y4_obfuscated_boolean,Y1_R074_C07_S05,Y1_basic_boolean,"(('{""k4"":1}'::jsonb ->> 'k4') = '2') And (33 = 33)","(('{""k4"":1}'::jsonb/**/->>/**/'k4')/**/=/**/'2')/**/And/**/(33/**/=/**/33)","(('{""k4"":1}'::jsonb ->> 'k4') = '2') AND (33 = 33)","(('{""k4"":1}'::jsonb ->> 'k4') = '2') And (33 = 33)",T_Y4_COMMENT_WS,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C07_S06,Y4_obfuscated_boolean,Y2_R074_C07_S06,Y2_boolean_variation,"(((('{""k0"":1}'::jsonb ->> 'k0') = '2') And (46 = 46)))","(((('{""k0"":1}'::jsonb	 ->>	 'k0')	 =	 '2')	 And	 (46	 =	 46)))","(('{""k0"":1}'::jsonb ->> 'k0') = '2') AND (46 = 46)","(((('{""k0"":1}'::jsonb ->> 'k0') = '2') And (46 = 46)))",T_Y4_EXTRA_PARENTHESES,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C08_S01,Y4_obfuscated_boolean,Y1_R074_C08_S01,Y1_basic_boolean,"(('{""k0"":1}'::jsonb ->> 'k0') = '1') oR (9 <> 9)","(('{""k0"":1}'::jsonb	 ->>	 'k0')	 =	 '1')	 oR	 (9	 <>	 9)","(('{""k0"":1}'::jsonb ->> 'k0') = '1') OR (9 <> 9)","(('{""k0"":1}'::jsonb ->> 'k0') = '1') oR (9 <> 9)",T_Y4_TAB_SPACE,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C08_S02,Y4_obfuscated_boolean,Y2_R074_C08_S02,Y2_boolean_variation,"(((('{""k1"":1}'::jsonb ->> 'k1') = '1') oR (22 <> 22)))","(((('{""k1"":1}'::jsonb/**/->>/**/'k1')/**/=/**/'1')/**/oR/**/(22/**/<>/**/22)))","(('{""k1"":1}'::jsonb ->> 'k1') = '1') OR (22 <> 22)","(((('{""k1"":1}'::jsonb ->> 'k1') = '1') oR (22 <> 22)))",T_Y4_EXTRA_PARENTHESES,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C08_S03,Y4_obfuscated_boolean,Y1_R074_C08_S03,Y1_basic_boolean,"(('{""k2"":1}'::jsonb ->> 'k2') = '1') oR (35 <> 35)","(('{""k2"":1}'::jsonb	 ->>	 'k2')	 =	 '1')	 oR	 (35	 <>	 35)","(('{""k2"":1}'::jsonb ->> 'k2') = '1') OR (35 <> 35)","(('{""k2"":1}'::jsonb ->> 'k2') = '1') oR (35 <> 35)",T_Y4_TAB_SPACE,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C08_S04,Y4_obfuscated_boolean,Y1_R074_C08_S04,Y1_basic_boolean,"(('{""k3"":1}'::jsonb ->> 'k3') = '2') oR (48 <> 48)","(('{""k3"":1}'::jsonb/**/->>/**/'k3')/**/=/**/'2')/**/oR/**/(48/**/<>/**/48)","(('{""k3"":1}'::jsonb ->> 'k3') = '2') OR (48 <> 48)","(('{""k3"":1}'::jsonb ->> 'k3') = '2') oR (48 <> 48)",T_Y4_COMMENT_WS,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C08_S05,Y4_obfuscated_boolean,Y1_R074_C08_S05,Y1_basic_boolean,"(('{""k4"":1}'::jsonb ->> 'k4') = '2') oR (61 <> 61)","(('{""k4"":1}'::jsonb	 ->>	 'k4')	 =	 '2')	 oR	 (61	 <>	 61)","(('{""k4"":1}'::jsonb ->> 'k4') = '2') OR (61 <> 61)","(('{""k4"":1}'::jsonb ->> 'k4') = '2') oR (61 <> 61)",T_Y4_TAB_SPACE,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C08_S06,Y4_obfuscated_boolean,Y2_R074_C08_S06,Y2_boolean_variation,"(((('{""k0"":1}'::jsonb ->> 'k0') = '2') oR (74 <> 74)))","(((('{""k0"":1}'::jsonb/**/->>/**/'k0')/**/=/**/'2')/**/oR/**/(74/**/<>/**/74)))","(('{""k0"":1}'::jsonb ->> 'k0') = '2') OR (74 <> 74)","(((('{""k0"":1}'::jsonb ->> 'k0') = '2') oR (74 <> 74)))",T_Y4_EXTRA_PARENTHESES,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C09_S01,Y4_obfuscated_boolean,Y1_R074_C09_S01,Y1_basic_boolean,"((('{""k0"":1}'::jsonb ->> 'k0') = '1') = trUE)","((('{""k0"":1}'::jsonb/**/->>/**/'k0')/**/=/**/'1')/**/=/**/trUE)","((('{""k0"":1}'::jsonb ->> 'k0') = '1') = TRUE)","((('{""k0"":1}'::jsonb ->> 'k0') = '1') = trUE)",T_Y4_COMMENT_WS,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C09_S02,Y4_obfuscated_boolean,Y2_R074_C09_S02,Y2_boolean_variation,"((((('{""k1"":1}'::jsonb ->> 'k1') = '1') = trUE)))","((((('{""k1"":1}'::jsonb	 ->>	 'k1')	 =	 '1')	 =	 trUE)))","((('{""k1"":1}'::jsonb ->> 'k1') = '1') = TRUE)","((((('{""k1"":1}'::jsonb ->> 'k1') = '1') = trUE)))",T_Y4_EXTRA_PARENTHESES,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C09_S03,Y4_obfuscated_boolean,Y1_R074_C09_S03,Y1_basic_boolean,"((('{""k2"":1}'::jsonb ->> 'k2') = '1') = trUE)","((('{""k2"":1}'::jsonb/**/->>/**/'k2')/**/=/**/'1')/**/=/**/trUE)","((('{""k2"":1}'::jsonb ->> 'k2') = '1') = TRUE)","((('{""k2"":1}'::jsonb ->> 'k2') = '1') = trUE)",T_Y4_COMMENT_WS,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C09_S04,Y4_obfuscated_boolean,Y1_R074_C09_S04,Y1_basic_boolean,"((('{""k3"":1}'::jsonb ->> 'k3') = '2') = trUE)","((('{""k3"":1}'::jsonb	 ->>	 'k3')	 =	 '2')	 =	 trUE)","((('{""k3"":1}'::jsonb ->> 'k3') = '2') = TRUE)","((('{""k3"":1}'::jsonb ->> 'k3') = '2') = trUE)",T_Y4_TAB_SPACE,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C09_S05,Y4_obfuscated_boolean,Y1_R074_C09_S05,Y1_basic_boolean,"((('{""k4"":1}'::jsonb ->> 'k4') = '2') = trUE)","((('{""k4"":1}'::jsonb/**/->>/**/'k4')/**/=/**/'2')/**/=/**/trUE)","((('{""k4"":1}'::jsonb ->> 'k4') = '2') = TRUE)","((('{""k4"":1}'::jsonb ->> 'k4') = '2') = trUE)",T_Y4_COMMENT_WS,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C09_S06,Y4_obfuscated_boolean,Y2_R074_C09_S06,Y2_boolean_variation,"((((('{""k0"":1}'::jsonb ->> 'k0') = '2') = trUE)))","((((('{""k0"":1}'::jsonb	 ->>	 'k0')	 =	 '2')	 =	 trUE)))","((('{""k0"":1}'::jsonb ->> 'k0') = '2') = TRUE)","((((('{""k0"":1}'::jsonb ->> 'k0') = '2') = trUE)))",T_Y4_EXTRA_PARENTHESES,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C10_S01,Y4_obfuscated_boolean,Y1_R074_C10_S01,Y1_basic_boolean,"coaLesce((('{""k0"":1}'::jsonb ->> 'k0') = '1'), FaLse)","coaLesce((('{""k0"":1}'::jsonb	 ->>	 'k0')	 =	 '1'),	 FaLse)","COALESCE((('{""k0"":1}'::jsonb ->> 'k0') = '1'), FALSE)","coaLesce((('{""k0"":1}'::jsonb ->> 'k0') = '1'), FaLse)",T_Y4_TAB_SPACE,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C10_S02,Y4_obfuscated_boolean,Y2_R074_C10_S02,Y2_boolean_variation,"((coaLesce((('{""k1"":1}'::jsonb ->> 'k1') = '1'), FaLse)))","((coaLesce((('{""k1"":1}'::jsonb/**/->>/**/'k1')/**/=/**/'1'),/**/FaLse)))","COALESCE((('{""k1"":1}'::jsonb ->> 'k1') = '1'), FALSE)","((coaLesce((('{""k1"":1}'::jsonb ->> 'k1') = '1'), FaLse)))",T_Y4_EXTRA_PARENTHESES,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C10_S03,Y4_obfuscated_boolean,Y1_R074_C10_S03,Y1_basic_boolean,"coaLesce((('{""k2"":1}'::jsonb ->> 'k2') = '1'), FaLse)","coaLesce((('{""k2"":1}'::jsonb	 ->>	 'k2')	 =	 '1'),	 FaLse)","COALESCE((('{""k2"":1}'::jsonb ->> 'k2') = '1'), FALSE)","coaLesce((('{""k2"":1}'::jsonb ->> 'k2') = '1'), FaLse)",T_Y4_TAB_SPACE,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C10_S04,Y4_obfuscated_boolean,Y1_R074_C10_S04,Y1_basic_boolean,"coaLesce((('{""k3"":1}'::jsonb ->> 'k3') = '2'), FaLse)","coaLesce((('{""k3"":1}'::jsonb/**/->>/**/'k3')/**/=/**/'2'),/**/FaLse)","COALESCE((('{""k3"":1}'::jsonb ->> 'k3') = '2'), FALSE)","coaLesce((('{""k3"":1}'::jsonb ->> 'k3') = '2'), FaLse)",T_Y4_COMMENT_WS,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C10_S05,Y4_obfuscated_boolean,Y1_R074_C10_S05,Y1_basic_boolean,"coaLesce((('{""k4"":1}'::jsonb ->> 'k4') = '2'), FaLse)","coaLesce((('{""k4"":1}'::jsonb	 ->>	 'k4')	 =	 '2'),	 FaLse)","COALESCE((('{""k4"":1}'::jsonb ->> 'k4') = '2'), FALSE)","coaLesce((('{""k4"":1}'::jsonb ->> 'k4') = '2'), FaLse)",T_Y4_TAB_SPACE,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R074_C10_S06,Y4_obfuscated_boolean,Y2_R074_C10_S06,Y2_boolean_variation,"((coaLesce((('{""k0"":1}'::jsonb ->> 'k0') = '2'), FaLse)))","((coaLesce((('{""k0"":1}'::jsonb/**/->>/**/'k0')/**/=/**/'2'),/**/FaLse)))","COALESCE((('{""k0"":1}'::jsonb ->> 'k0') = '2'), FALSE)","((coaLesce((('{""k0"":1}'::jsonb ->> 'k0') = '2'), FaLse)))",T_Y4_EXTRA_PARENTHESES,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R075_C01_S01,Y4_obfuscated_boolean,Y2_R075_C01_S01,Y2_boolean_variation,"(('[1,2,3]'::jsonb @> '[2]'::jsonb))","(('[1,2,3]'::jsonb	 @>	 '[2]'::jsonb))","'[1,2,3]'::jsonb @> '[2]'::jsonb","(('[1,2,3]'::jsonb @> '[2]'::jsonb))",T_Y4_EXTRA_PARENTHESES,1,1,1,canonical_normalization_only_runtime_not_run
Y4_R075_C01_S02,Y4_obfuscated_boolean,Y1_R075_C01_S02,Y1_basic_boolean,"'[1,2,3]'::jsonb @> '[2]'::jsonb","'[1,2,3]'::jsonb/**/@>/**/'[2]'::jsonb","'[1,2,3]'::jsonb @> '[2]'::jsonb","'[1,2,3]'::jsonb @> '[2]'::jsonb",T_Y4_COMMENT_WS,1,1,1,canonical_normalization_only_runtime_not_run
Y4_R075_C01_S03,Y4_obfuscated_boolean,Y1_R075_C01_S03,Y1_basic_boolean,"'[1,2,3]'::jsonb @> '[2]'::jsonb","'[1,2,3]'::jsonb	 @>	 '[2]'::jsonb","'[1,2,3]'::jsonb @> '[2]'::jsonb","'[1,2,3]'::jsonb @> '[2]'::jsonb",T_Y4_TAB_SPACE,1,1,1,canonical_normalization_only_runtime_not_run
Y4_R075_C01_S04,Y4_obfuscated_boolean,Y1_R075_C01_S04,Y1_basic_boolean,"'[1,2,3]'::jsonb @> '[9]'::jsonb","'[1,2,3]'::jsonb/**/@>/**/'[9]'::jsonb","'[1,2,3]'::jsonb @> '[9]'::jsonb","'[1,2,3]'::jsonb @> '[9]'::jsonb",T_Y4_COMMENT_WS,1,1,1,canonical_normalization_only_runtime_not_run
Y4_R075_C01_S05,Y4_obfuscated_boolean,Y2_R075_C01_S05,Y2_boolean_variation,"(('[1,2,3]'::jsonb @> '[9]'::jsonb))","(('[1,2,3]'::jsonb	 @>	 '[9]'::jsonb))","'[1,2,3]'::jsonb @> '[9]'::jsonb","(('[1,2,3]'::jsonb @> '[9]'::jsonb))",T_Y4_EXTRA_PARENTHESES,1,1,1,canonical_normalization_only_runtime_not_run
Y4_R075_C01_S06,Y4_obfuscated_boolean,Y1_R075_C01_S06,Y1_basic_boolean,"'[1,2,3]'::jsonb @> '[9]'::jsonb","'[1,2,3]'::jsonb/**/@>/**/'[9]'::jsonb","'[1,2,3]'::jsonb @> '[9]'::jsonb","'[1,2,3]'::jsonb @> '[9]'::jsonb",T_Y4_COMMENT_WS,1,1,1,canonical_normalization_only_runtime_not_run
Y4_R075_C02_S01,Y4_obfuscated_boolean,Y2_R075_C02_S01,Y2_boolean_variation,"((('[1,2,3]'::jsonb @> '[2]'::jsonb)))","((('[1,2,3]'::jsonb/**/@>/**/'[2]'::jsonb)))","('[1,2,3]'::jsonb @> '[2]'::jsonb)","((('[1,2,3]'::jsonb @> '[2]'::jsonb)))",T_Y4_EXTRA_PARENTHESES,1,1,1,canonical_normalization_only_runtime_not_run
Y4_R075_C02_S02,Y4_obfuscated_boolean,Y1_R075_C02_S02,Y1_basic_boolean,"('[1,2,3]'::jsonb @> '[2]'::jsonb)","('[1,2,3]'::jsonb	 @>	 '[2]'::jsonb)","('[1,2,3]'::jsonb @> '[2]'::jsonb)","('[1,2,3]'::jsonb @> '[2]'::jsonb)",T_Y4_TAB_SPACE,1,1,1,canonical_normalization_only_runtime_not_run
Y4_R075_C02_S03,Y4_obfuscated_boolean,Y1_R075_C02_S03,Y1_basic_boolean,"('[1,2,3]'::jsonb @> '[2]'::jsonb)","('[1,2,3]'::jsonb/**/@>/**/'[2]'::jsonb)","('[1,2,3]'::jsonb @> '[2]'::jsonb)","('[1,2,3]'::jsonb @> '[2]'::jsonb)",T_Y4_COMMENT_WS,1,1,1,canonical_normalization_only_runtime_not_run
Y4_R075_C02_S04,Y4_obfuscated_boolean,Y1_R075_C02_S04,Y1_basic_boolean,"('[1,2,3]'::jsonb @> '[9]'::jsonb)","('[1,2,3]'::jsonb	 @>	 '[9]'::jsonb)","('[1,2,3]'::jsonb @> '[9]'::jsonb)","('[1,2,3]'::jsonb @> '[9]'::jsonb)",T_Y4_TAB_SPACE,1,1,1,canonical_normalization_only_runtime_not_run
Y4_R075_C02_S05,Y4_obfuscated_boolean,Y2_R075_C02_S05,Y2_boolean_variation,"((('[1,2,3]'::jsonb @> '[9]'::jsonb)))","((('[1,2,3]'::jsonb/**/@>/**/'[9]'::jsonb)))","('[1,2,3]'::jsonb @> '[9]'::jsonb)","((('[1,2,3]'::jsonb @> '[9]'::jsonb)))",T_Y4_EXTRA_PARENTHESES,1,1,1,canonical_normalization_only_runtime_not_run
Y4_R075_C02_S06,Y4_obfuscated_boolean,Y1_R075_C02_S06,Y1_basic_boolean,"('[1,2,3]'::jsonb @> '[9]'::jsonb)","('[1,2,3]'::jsonb	 @>	 '[9]'::jsonb)","('[1,2,3]'::jsonb @> '[9]'::jsonb)","('[1,2,3]'::jsonb @> '[9]'::jsonb)",T_Y4_TAB_SPACE,1,1,1,canonical_normalization_only_runtime_not_run
Y4_R075_C03_S01,Y4_obfuscated_boolean,Y2_R075_C03_S01,Y2_boolean_variation,"((NoT ('[1,2,3]'::jsonb @> '[9]'::jsonb)))","((NoT	 ('[1,2,3]'::jsonb	 @>	 '[9]'::jsonb)))","NOT ('[1,2,3]'::jsonb @> '[9]'::jsonb)","((NoT ('[1,2,3]'::jsonb @> '[9]'::jsonb)))",T_Y4_EXTRA_PARENTHESES,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R075_C03_S02,Y4_obfuscated_boolean,Y1_R075_C03_S02,Y1_basic_boolean,"NoT ('[1,2,3]'::jsonb @> '[9]'::jsonb)","NoT/**/('[1,2,3]'::jsonb/**/@>/**/'[9]'::jsonb)","NOT ('[1,2,3]'::jsonb @> '[9]'::jsonb)","NoT ('[1,2,3]'::jsonb @> '[9]'::jsonb)",T_Y4_COMMENT_WS,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R075_C03_S03,Y4_obfuscated_boolean,Y1_R075_C03_S03,Y1_basic_boolean,"NoT ('[1,2,3]'::jsonb @> '[9]'::jsonb)","NoT	 ('[1,2,3]'::jsonb	 @>	 '[9]'::jsonb)","NOT ('[1,2,3]'::jsonb @> '[9]'::jsonb)","NoT ('[1,2,3]'::jsonb @> '[9]'::jsonb)",T_Y4_TAB_SPACE,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R075_C03_S04,Y4_obfuscated_boolean,Y1_R075_C03_S04,Y1_basic_boolean,"NoT ('[1,2,3]'::jsonb @> '[2]'::jsonb)","NoT/**/('[1,2,3]'::jsonb/**/@>/**/'[2]'::jsonb)","NOT ('[1,2,3]'::jsonb @> '[2]'::jsonb)","NoT ('[1,2,3]'::jsonb @> '[2]'::jsonb)",T_Y4_COMMENT_WS,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R075_C03_S05,Y4_obfuscated_boolean,Y2_R075_C03_S05,Y2_boolean_variation,"((NoT ('[1,2,3]'::jsonb @> '[2]'::jsonb)))","((NoT	 ('[1,2,3]'::jsonb	 @>	 '[2]'::jsonb)))","NOT ('[1,2,3]'::jsonb @> '[2]'::jsonb)","((NoT ('[1,2,3]'::jsonb @> '[2]'::jsonb)))",T_Y4_EXTRA_PARENTHESES,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R075_C03_S06,Y4_obfuscated_boolean,Y1_R075_C03_S06,Y1_basic_boolean,"NoT ('[1,2,3]'::jsonb @> '[2]'::jsonb)","NoT/**/('[1,2,3]'::jsonb/**/@>/**/'[2]'::jsonb)","NOT ('[1,2,3]'::jsonb @> '[2]'::jsonb)","NoT ('[1,2,3]'::jsonb @> '[2]'::jsonb)",T_Y4_COMMENT_WS,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R075_C04_S01,Y4_obfuscated_boolean,Y2_R075_C04_S01,Y2_boolean_variation,"((('[1,2,3]'::jsonb @> '[2]'::jsonb) IS trUE))","((('[1,2,3]'::jsonb/**/@>/**/'[2]'::jsonb)/**/IS/**/trUE))","('[1,2,3]'::jsonb @> '[2]'::jsonb) IS TRUE","((('[1,2,3]'::jsonb @> '[2]'::jsonb) IS trUE))",T_Y4_EXTRA_PARENTHESES,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R075_C04_S02,Y4_obfuscated_boolean,Y1_R075_C04_S02,Y1_basic_boolean,"('[1,2,3]'::jsonb @> '[2]'::jsonb) IS trUE","('[1,2,3]'::jsonb	 @>	 '[2]'::jsonb)	 IS	 trUE","('[1,2,3]'::jsonb @> '[2]'::jsonb) IS TRUE","('[1,2,3]'::jsonb @> '[2]'::jsonb) IS trUE",T_Y4_TAB_SPACE,1,1,0,canonical_normalization_only_runtime_not_run
Y4_R075_C04_S03,Y4_obfuscated_boolean,Y1_R075_C04_S03,Y1_basic_boolean,"('[1,2,3]'::jsonb @> '[2]'::jsonb) IS trUE","('[1,2,3]'::jsonb/**/@>/**/'[2]'::jsonb)/**/IS/**/trUE","('[1,2,3]'::jsonb @> '[2]'::jsonb) IS TRUE","('[1,2,3]'::jsonb @> '[2]'::jsonb) IS trUE",T_Y4_COMMENT_WS,1,1,0,canonical_normalization_only_runtime_not_run
