sample_id,text,payload_raw,prefix,ruleset_id,root_id,structure_cell_id,module_id,y_level,semantic_family,ruleset_family,skeleton_reference,required_tokens,slot_schema_id,source_split,source_view,raw_payload_hash,postgres_runtime_valid,semantic_behavior_valid,usable_for_mle,usable_for_reward_positive,training_role,minimal_seed_reason,schema_version
SEED_RS_Y2_R086_C01_MIN001,<RULE=RS_Y2_R086_C01><CELL=PG_BOOL_R086_C01><FAMILY=uuid_predicate> '00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid,'00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid,<RULE=RS_Y2_R086_C01><CELL=PG_BOOL_R086_C01><FAMILY=uuid_predicate>,RS_Y2_R086_C01,PG_BOOL_R086,PG_BOOL_R086_C01,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,UUID = UUID,=,SLOT_Y2_R086_C01,train,ruleset_seed_minimal,sha256:e58871ca984fe3b1467d2dab16f8ea2469f34f95230266b5cd051d8fa2da8c75,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R086_C02_MIN001,<RULE=RS_Y2_R086_C02><CELL=PG_BOOL_R086_C02><FAMILY=uuid_predicate> ('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid),('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid),<RULE=RS_Y2_R086_C02><CELL=PG_BOOL_R086_C02><FAMILY=uuid_predicate>,RS_Y2_R086_C02,PG_BOOL_R086,PG_BOOL_R086_C02,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,(UUID = UUID),=,SLOT_Y2_R086_C02,train,ruleset_seed_minimal,sha256:581dc9eca83c7ef3d07c56f8d148a8a3741902c15a44e533894a11161e4c5e7f,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R086_C03_MIN001,<RULE=RS_Y2_R086_C03><CELL=PG_BOOL_R086_C03><FAMILY=uuid_predicate> NOT ('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid),NOT ('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid),<RULE=RS_Y2_R086_C03><CELL=PG_BOOL_R086_C03><FAMILY=uuid_predicate>,RS_Y2_R086_C03,PG_BOOL_R086,PG_BOOL_R086_C03,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,NOT (UUID = UUID),=|NOT,SLOT_Y2_R086_C03,train,ruleset_seed_minimal,sha256:65073b0d570d017efe93cd34a7103c8ad4b99060b0871986372567d5b0cbd302,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R086_C04_MIN001,<RULE=RS_Y2_R086_C04><CELL=PG_BOOL_R086_C04><FAMILY=uuid_predicate> ('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid) IS TRUE,('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid) IS TRUE,<RULE=RS_Y2_R086_C04><CELL=PG_BOOL_R086_C04><FAMILY=uuid_predicate>,RS_Y2_R086_C04,PG_BOOL_R086,PG_BOOL_R086_C04,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,(UUID = UUID) IS TRUE,=|IS|TRUE,SLOT_Y2_R086_C04,train,ruleset_seed_minimal,sha256:a90dd150dd52790b334b91373ca2ca24425add72e86f663c4cef4be204b910d8,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R086_C05_MIN001,<RULE=RS_Y2_R086_C05><CELL=PG_BOOL_R086_C05><FAMILY=uuid_predicate> ('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid) IS NOT FALSE,('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid) IS NOT FALSE,<RULE=RS_Y2_R086_C05><CELL=PG_BOOL_R086_C05><FAMILY=uuid_predicate>,RS_Y2_R086_C05,PG_BOOL_R086,PG_BOOL_R086_C05,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,(UUID = UUID) IS NOT FALSE,=|FALSE|IS|NOT,SLOT_Y2_R086_C05,train,ruleset_seed_minimal,sha256:83d863116a61c30c4c574fa4042e2712f7f82c73bf2c61d26c356d0affb39c58,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R086_C06_MIN001,<RULE=RS_Y2_R086_C06><CELL=PG_BOOL_R086_C06><FAMILY=uuid_predicate> CASE WHEN ('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid) THEN TRUE ELSE FALSE END,CASE WHEN ('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid) THEN TRUE ELSE FALSE END,<RULE=RS_Y2_R086_C06><CELL=PG_BOOL_R086_C06><FAMILY=uuid_predicate>,RS_Y2_R086_C06,PG_BOOL_R086,PG_BOOL_R086_C06,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,CASE WHEN (UUID = UUID) THEN TRUE ELSE FALSE END,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y2_R086_C06,train,ruleset_seed_minimal,sha256:cdf5f7cdf771ac85faba8b921281edce761697c3960679fcd17bd37a9d48e6de,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R086_C07_MIN001,<RULE=RS_Y2_R086_C07><CELL=PG_BOOL_R086_C07><FAMILY=uuid_predicate> ('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid) AND (7 = 27),('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid) AND (7 = 27),<RULE=RS_Y2_R086_C07><CELL=PG_BOOL_R086_C07><FAMILY=uuid_predicate>,RS_Y2_R086_C07,PG_BOOL_R086,PG_BOOL_R086_C07,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,(UUID = UUID) AND (INT = INT),=|AND,SLOT_Y2_R086_C07,train,ruleset_seed_minimal,sha256:9208aaf56d4c062c97b60567a5b232ebf87502c7e7ee142f894a3c25ffad9275,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R086_C08_MIN001,<RULE=RS_Y2_R086_C08><CELL=PG_BOOL_R086_C08><FAMILY=uuid_predicate> ('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid) OR (9 <> 62),('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid) OR (9 <> 62),<RULE=RS_Y2_R086_C08><CELL=PG_BOOL_R086_C08><FAMILY=uuid_predicate>,RS_Y2_R086_C08,PG_BOOL_R086,PG_BOOL_R086_C08,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,(UUID = UUID) OR (INT <> INT),<|<>|=|>|OR,SLOT_Y2_R086_C08,train,ruleset_seed_minimal,sha256:7a2dce27ac89132da668411c7b370771604f4a9e9675e3c238ce7310f0911fed,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R086_C09_MIN001,<RULE=RS_Y2_R086_C09><CELL=PG_BOOL_R086_C09><FAMILY=uuid_predicate> (('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid) = TRUE),(('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid) = TRUE),<RULE=RS_Y2_R086_C09><CELL=PG_BOOL_R086_C09><FAMILY=uuid_predicate>,RS_Y2_R086_C09,PG_BOOL_R086,PG_BOOL_R086_C09,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,((UUID = UUID) = TRUE),=|TRUE,SLOT_Y2_R086_C09,train,ruleset_seed_minimal,sha256:93f1473808612c8686dea3ab0a71e5a9a2a5b9ee20ccada5ecb82b5bdda79817,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R086_C10_MIN001,"<RULE=RS_Y2_R086_C10><CELL=PG_BOOL_R086_C10><FAMILY=uuid_predicate> COALESCE(('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid), FALSE)","COALESCE(('00000000-0000-4000-8000-000000000001'::uuid = '00000000-0000-4000-8000-000000000002'::uuid), FALSE)",<RULE=RS_Y2_R086_C10><CELL=PG_BOOL_R086_C10><FAMILY=uuid_predicate>,RS_Y2_R086_C10,PG_BOOL_R086,PG_BOOL_R086_C10,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,"COALESCE((UUID = UUID), FALSE)",=|COALESCE|FALSE,SLOT_Y2_R086_C10,train,ruleset_seed_minimal,sha256:ff921a102f15e4f708d2e749934febf5b362a47e2ec3e36c106e95564ee63737,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R087_C01_MIN001,<RULE=RS_Y2_R087_C01><CELL=PG_BOOL_R087_C01><FAMILY=uuid_predicate> '00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid,'00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid,<RULE=RS_Y2_R087_C01><CELL=PG_BOOL_R087_C01><FAMILY=uuid_predicate>,RS_Y2_R087_C01,PG_BOOL_R087,PG_BOOL_R087_C01,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,UUID <> UUID,<|<>|>,SLOT_Y2_R087_C01,train,ruleset_seed_minimal,sha256:cafcdc3b045096105fcc98be48f62c341a0caf84d7e7434a84ab2145c84fc2e3,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R087_C02_MIN001,<RULE=RS_Y2_R087_C02><CELL=PG_BOOL_R087_C02><FAMILY=uuid_predicate> ('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid),('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid),<RULE=RS_Y2_R087_C02><CELL=PG_BOOL_R087_C02><FAMILY=uuid_predicate>,RS_Y2_R087_C02,PG_BOOL_R087,PG_BOOL_R087_C02,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,(UUID <> UUID),<|<>|>,SLOT_Y2_R087_C02,train,ruleset_seed_minimal,sha256:fc748236fa24afa3591c06b6f61fb9fadb9108ca92b7369a6727865d6f65b6bd,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R087_C03_MIN001,<RULE=RS_Y2_R087_C03><CELL=PG_BOOL_R087_C03><FAMILY=uuid_predicate> NOT ('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid),NOT ('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid),<RULE=RS_Y2_R087_C03><CELL=PG_BOOL_R087_C03><FAMILY=uuid_predicate>,RS_Y2_R087_C03,PG_BOOL_R087,PG_BOOL_R087_C03,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,NOT (UUID <> UUID),<|<>|>|NOT,SLOT_Y2_R087_C03,train,ruleset_seed_minimal,sha256:35eccedfe73c0cb5314b06d0e0f47589c09db97f3d03422d4eab8dd9edd7fceb,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R087_C04_MIN001,<RULE=RS_Y2_R087_C04><CELL=PG_BOOL_R087_C04><FAMILY=uuid_predicate> ('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid) IS TRUE,('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid) IS TRUE,<RULE=RS_Y2_R087_C04><CELL=PG_BOOL_R087_C04><FAMILY=uuid_predicate>,RS_Y2_R087_C04,PG_BOOL_R087,PG_BOOL_R087_C04,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,(UUID <> UUID) IS TRUE,<|<>|>|IS|TRUE,SLOT_Y2_R087_C04,train,ruleset_seed_minimal,sha256:fe4a9d9e75d96e804e74e0c2b5957c56a0487c83b63598dadced04305252122b,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R087_C05_MIN001,<RULE=RS_Y2_R087_C05><CELL=PG_BOOL_R087_C05><FAMILY=uuid_predicate> ('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid) IS NOT FALSE,('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid) IS NOT FALSE,<RULE=RS_Y2_R087_C05><CELL=PG_BOOL_R087_C05><FAMILY=uuid_predicate>,RS_Y2_R087_C05,PG_BOOL_R087,PG_BOOL_R087_C05,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,(UUID <> UUID) IS NOT FALSE,<|<>|>|FALSE|IS|NOT,SLOT_Y2_R087_C05,train,ruleset_seed_minimal,sha256:2b0d8873f8091e877bfb34e9658075811a2eb26edd99f93a2abd888658003b73,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R087_C06_MIN001,<RULE=RS_Y2_R087_C06><CELL=PG_BOOL_R087_C06><FAMILY=uuid_predicate> CASE WHEN ('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid) THEN TRUE ELSE FALSE END,CASE WHEN ('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid) THEN TRUE ELSE FALSE END,<RULE=RS_Y2_R087_C06><CELL=PG_BOOL_R087_C06><FAMILY=uuid_predicate>,RS_Y2_R087_C06,PG_BOOL_R087,PG_BOOL_R087_C06,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,CASE WHEN (UUID <> UUID) THEN TRUE ELSE FALSE END,<|<>|>|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y2_R087_C06,train,ruleset_seed_minimal,sha256:f2d932b114d92d66eaf3500d644bd377fa8e44440773228dae820172d7ffa021,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R087_C07_MIN001,<RULE=RS_Y2_R087_C07><CELL=PG_BOOL_R087_C07><FAMILY=uuid_predicate> ('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid) AND (8 = 39),('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid) AND (8 = 39),<RULE=RS_Y2_R087_C07><CELL=PG_BOOL_R087_C07><FAMILY=uuid_predicate>,RS_Y2_R087_C07,PG_BOOL_R087,PG_BOOL_R087_C07,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,(UUID <> UUID) AND (INT = INT),<|<>|=|>|AND,SLOT_Y2_R087_C07,train,ruleset_seed_minimal,sha256:6a18f2e74b6e2758097caddea07bd944258ba217bbedf8ae130a856991e2aa07,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R087_C08_MIN001,<RULE=RS_Y2_R087_C08><CELL=PG_BOOL_R087_C08><FAMILY=uuid_predicate> ('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid) OR (5 <> 88),('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid) OR (5 <> 88),<RULE=RS_Y2_R087_C08><CELL=PG_BOOL_R087_C08><FAMILY=uuid_predicate>,RS_Y2_R087_C08,PG_BOOL_R087,PG_BOOL_R087_C08,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,(UUID <> UUID) OR (INT <> INT),<|<>|>|OR,SLOT_Y2_R087_C08,train,ruleset_seed_minimal,sha256:14be33d15a7c21d51f7805fdc1481548d4eda19477045efff7e6406da577afe3,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R087_C09_MIN001,<RULE=RS_Y2_R087_C09><CELL=PG_BOOL_R087_C09><FAMILY=uuid_predicate> (('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid) = TRUE),(('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid) = TRUE),<RULE=RS_Y2_R087_C09><CELL=PG_BOOL_R087_C09><FAMILY=uuid_predicate>,RS_Y2_R087_C09,PG_BOOL_R087,PG_BOOL_R087_C09,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,((UUID <> UUID) = TRUE),<|<>|=|>|TRUE,SLOT_Y2_R087_C09,train,ruleset_seed_minimal,sha256:f2ff31bccfe09b42b9ebf4b792a85856df8ad315002c7abadc843ad3a99c9d44,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R087_C10_MIN001,"<RULE=RS_Y2_R087_C10><CELL=PG_BOOL_R087_C10><FAMILY=uuid_predicate> COALESCE(('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid), FALSE)","COALESCE(('00000000-0000-4000-8000-000000000001'::uuid <> '00000000-0000-4000-8000-000000000002'::uuid), FALSE)",<RULE=RS_Y2_R087_C10><CELL=PG_BOOL_R087_C10><FAMILY=uuid_predicate>,RS_Y2_R087_C10,PG_BOOL_R087,PG_BOOL_R087_C10,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,"COALESCE((UUID <> UUID), FALSE)",<|<>|>|COALESCE|FALSE,SLOT_Y2_R087_C10,train,ruleset_seed_minimal,sha256:53b5a9ce35c480e25906ae17cf00d059a4aa4e0f078619391bfa7fe74e4fc9bf,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R088_C01_MIN001,<RULE=RS_Y2_R088_C01><CELL=PG_BOOL_R088_C01><FAMILY=uuid_predicate> '00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid,'00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid,<RULE=RS_Y2_R088_C01><CELL=PG_BOOL_R088_C01><FAMILY=uuid_predicate>,RS_Y2_R088_C01,PG_BOOL_R088,PG_BOOL_R088_C01,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,UUID IS NOT DISTINCT FROM UUID,DISTINCT|FROM|IS|NOT,SLOT_Y2_R088_C01,train,ruleset_seed_minimal,sha256:9e3cd4e9496d5fa8a02592688122d9c9d6e18926e9ff91e99ebaa22f5273b673,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R088_C02_MIN001,<RULE=RS_Y2_R088_C02><CELL=PG_BOOL_R088_C02><FAMILY=uuid_predicate> ('00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid),('00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid),<RULE=RS_Y2_R088_C02><CELL=PG_BOOL_R088_C02><FAMILY=uuid_predicate>,RS_Y2_R088_C02,PG_BOOL_R088,PG_BOOL_R088_C02,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,(UUID IS NOT DISTINCT FROM UUID),DISTINCT|FROM|IS|NOT,SLOT_Y2_R088_C02,train,ruleset_seed_minimal,sha256:2f72f85ce707dfaa37553c5d0a5e55535b862709e28d1e85ed83433fa0f01926,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R088_C03_MIN001,<RULE=RS_Y2_R088_C03><CELL=PG_BOOL_R088_C03><FAMILY=uuid_predicate> NOT ('00000000-0000-4000-8000-000000000001'::uuid IS DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid),NOT ('00000000-0000-4000-8000-000000000001'::uuid IS DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid),<RULE=RS_Y2_R088_C03><CELL=PG_BOOL_R088_C03><FAMILY=uuid_predicate>,RS_Y2_R088_C03,PG_BOOL_R088,PG_BOOL_R088_C03,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,NOT (UUID IS DISTINCT FROM UUID),DISTINCT|FROM|IS|NOT,SLOT_Y2_R088_C03,train,ruleset_seed_minimal,sha256:6a842f67e4207703508384bbfa8167d77b6048ac7d74d825d790b93eb7f5ee3b,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R088_C04_MIN001,<RULE=RS_Y2_R088_C04><CELL=PG_BOOL_R088_C04><FAMILY=uuid_predicate> ('00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid) IS TRUE,('00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid) IS TRUE,<RULE=RS_Y2_R088_C04><CELL=PG_BOOL_R088_C04><FAMILY=uuid_predicate>,RS_Y2_R088_C04,PG_BOOL_R088,PG_BOOL_R088_C04,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,(UUID IS NOT DISTINCT FROM UUID) IS TRUE,DISTINCT|FROM|IS|NOT|TRUE,SLOT_Y2_R088_C04,train,ruleset_seed_minimal,sha256:1d7374cf270b58df00f2ccf977ac1a13d685a31857e727fd549b05b80ddeb403,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R088_C05_MIN001,<RULE=RS_Y2_R088_C05><CELL=PG_BOOL_R088_C05><FAMILY=uuid_predicate> ('00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid) IS NOT FALSE,('00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid) IS NOT FALSE,<RULE=RS_Y2_R088_C05><CELL=PG_BOOL_R088_C05><FAMILY=uuid_predicate>,RS_Y2_R088_C05,PG_BOOL_R088,PG_BOOL_R088_C05,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,(UUID IS NOT DISTINCT FROM UUID) IS NOT FALSE,DISTINCT|FALSE|FROM|IS|NOT,SLOT_Y2_R088_C05,train,ruleset_seed_minimal,sha256:31b426c1144ada41b23bb612a6e1953de7fa0791890f508da98e1e32ad77a3f7,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R088_C06_MIN001,<RULE=RS_Y2_R088_C06><CELL=PG_BOOL_R088_C06><FAMILY=uuid_predicate> CASE WHEN ('00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid) THEN TRUE ELSE FALSE END,CASE WHEN ('00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid) THEN TRUE ELSE FALSE END,<RULE=RS_Y2_R088_C06><CELL=PG_BOOL_R088_C06><FAMILY=uuid_predicate>,RS_Y2_R088_C06,PG_BOOL_R088,PG_BOOL_R088_C06,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,CASE WHEN (UUID IS NOT DISTINCT FROM UUID) THEN TRUE ELSE FALSE END,CASE|DISTINCT|ELSE|END|FALSE|FROM|IS|NOT|THEN|TRUE|WHEN,SLOT_Y2_R088_C06,train,ruleset_seed_minimal,sha256:b488735715445185f6588a1d5068e6a827381d03168b06267df4420252d1ce91,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R088_C07_MIN001,<RULE=RS_Y2_R088_C07><CELL=PG_BOOL_R088_C07><FAMILY=uuid_predicate> ('00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid) AND (8 = 59),('00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid) AND (8 = 59),<RULE=RS_Y2_R088_C07><CELL=PG_BOOL_R088_C07><FAMILY=uuid_predicate>,RS_Y2_R088_C07,PG_BOOL_R088,PG_BOOL_R088_C07,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,(UUID IS NOT DISTINCT FROM UUID) AND (INT = INT),=|AND|DISTINCT|FROM|IS|NOT,SLOT_Y2_R088_C07,train,ruleset_seed_minimal,sha256:c1448e9f3ce56ee81101f2696b76e12a5701240bde7f29cf210906cff800e785,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R088_C08_MIN001,<RULE=RS_Y2_R088_C08><CELL=PG_BOOL_R088_C08><FAMILY=uuid_predicate> ('00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid) OR (3 <> 39),('00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid) OR (3 <> 39),<RULE=RS_Y2_R088_C08><CELL=PG_BOOL_R088_C08><FAMILY=uuid_predicate>,RS_Y2_R088_C08,PG_BOOL_R088,PG_BOOL_R088_C08,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,(UUID IS NOT DISTINCT FROM UUID) OR (INT <> INT),<|<>|>|DISTINCT|FROM|IS|NOT|OR,SLOT_Y2_R088_C08,train,ruleset_seed_minimal,sha256:8f3fa89c6d4cb11b19b284f0daceff44d8411c3d3848c2a24b1f3c299df52fe3,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R088_C09_MIN001,<RULE=RS_Y2_R088_C09><CELL=PG_BOOL_R088_C09><FAMILY=uuid_predicate> (('00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid) = TRUE),(('00000000-0000-4000-8000-000000000001'::uuid IS NOT DISTINCT FROM '00000000-0000-4000-8000-000000000002'::uuid) = TRUE),<RULE=RS_Y2_R088_C09><CELL=PG_BOOL_R088_C09><FAMILY=uuid_predicate>,RS_Y2_R088_C09,PG_BOOL_R088,PG_BOOL_R088_C09,Y2_boolean_variation,Y2,uuid_predicate,uuid_predicate,((UUID IS NOT DISTINCT FROM UUID) = TRUE),=|DISTINCT|FROM|IS|NOT|TRUE,SLOT_Y2_R088_C09,train,ruleset_seed_minimal,sha256:5a89fb88db6c9befc7bbdc6dfc84fadb2ef61517d49487f18d94acface2e47f9,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
